ticker,company,exchange,country_iso,headline,kind,publisher,issued_at,url,captured_at
7974.T,Nintendo,TSE,JPN,Forget Generic Gaming Plays: 3 ETFs Reveal the Real Digital Entertainment Divide,other,24/7 Wall St.,2026-04-24T17:55:42Z,https://247wallst.com/investing/2026/04/24/forget-generic-gaming-plays-3-etfs-reveal-the-real-digital-entertainment-divide/,2026-04-27T06:35:14+00:00
9984.T,SoftBank Group,TSE,JPN,The U.S. Just Made Nearly $30 Billion on Its Intel Investment,other,Barrons.com,2026-04-24T15:05:00Z,https://www.barrons.com/articles/us-government-investment-intel-stock-gain-162a03a1?siteid=yhoof2&yptr=yahoo,2026-04-27T06:35:14+00:00
9984.T,SoftBank Group,TSE,JPN,India's central bank cancels Paytm Payments Bank licence,other,Reuters,2026-04-24T13:45:51Z,https://sg.finance.yahoo.com/news/indias-central-bank-cancels-paytm-134551558.html,2026-04-27T06:35:14+00:00
9984.T,SoftBank Group,TSE,JPN,Intel Jumps on Upbeat AI-Driven CPU Outlook,guidance,GuruFocus.com,2026-04-24T13:21:27Z,https://finance.yahoo.com/sectors/technology/articles/intel-jumps-upbeat-ai-driven-132127453.html,2026-04-27T06:35:14+00:00
6758.T,Sony,TSE,JPN,Sony's AI robot is beating the best human ping pong players,other,Yahoo Finance Video,2026-04-24T10:30:00Z,https://finance.yahoo.com/video/sonys-ai-robot-beating-best-103000301.html,2026-04-27T06:35:14+00:00
6758.T,Sony,TSE,JPN,Sony (SONY) Sees a More Significant Dip Than Broader Market: Some Facts to Know,other,Zacks,2026-04-23T22:00:04Z,https://finance.yahoo.com/markets/stocks/articles/sony-sony-sees-more-significant-220004618.html,2026-04-27T06:35:14+00:00
6758.T,Sony,TSE,JPN,Sony Group (SONY): 8 Low Priced Stocks to Buy with Huge Upside Potential,other,Insider Monkey,2026-04-23T20:03:07Z,https://finance.yahoo.com/markets/stocks/articles/sony-group-sony-8-low-200307996.html,2026-04-27T06:35:14+00:00
8306.T,Mitsubishi UFJ,TSE,JPN,Sweden's Modern Times unit PlaySimple files for $350 million India IPO,other,Reuters,2026-04-23T19:40:59Z,https://sg.finance.yahoo.com/news/swedens-modern-times-says-india-192101029.html,2026-04-27T06:35:14+00:00
6758.T,Sony,TSE,JPN,Is Sony Group (SONY) Among the 10 Best Global Stocks to Buy According to Wall Street Analysts?,other,Insider Monkey,2026-04-23T16:46:01Z,https://finance.yahoo.com/markets/stocks/articles/sony-group-sony-among-10-164601091.html,2026-04-27T06:35:14+00:00
4502.T,Takeda,TSE,JPN,SYRE Stock Jumps More Than 70% in a Month: What Is Driving This Rally?,other,Zacks,2026-04-23T16:31:00Z,https://finance.yahoo.com/markets/stocks/articles/syre-stock-jumps-more-70-163100254.html,2026-04-27T06:35:14+00:00
7974.T,Nintendo,TSE,JPN,"Nintendo's Got 99 Problems, and a Switch Is One",other,Motley Fool,2026-04-23T15:27:00Z,https://www.fool.com/investing/2026/04/23/nintendos-got-99-problems-and-a-switch-is-one/,2026-04-27T06:35:14+00:00
6758.T,Sony,TSE,JPN,Sony faces new concerns as insurance unit investigates misconduct,other,GuruFocus.com,2026-04-23T13:32:54Z,https://finance.yahoo.com/markets/stocks/articles/sony-faces-concerns-insurance-unit-133254804.html,2026-04-27T06:35:14+00:00
6758.T,Sony,TSE,JPN,Is Sony Group (TSE:6758) Pricing Reflect Its Mixed DCF And P/E Signals?,other,Simply Wall St.,2026-04-23T12:06:29Z,https://finance.yahoo.com/markets/stocks/articles/sony-group-tse-6758-pricing-120629875.html,2026-04-27T06:35:14+00:00
8035.T,Tokyo Electron,TSE,JPN,Lam Research Stock Jumps on Strong Earnings,results,Barrons.com,2026-04-23T09:13:00Z,https://www.barrons.com/articles/lam-research-earnings-stock-price-9b703e37?siteid=yhoof2&yptr=yahoo,2026-04-27T06:35:14+00:00
4502.T,Takeda,TSE,JPN,Bernstein Upgrades Takeda Pharmaceutical (TAK) to Outperform,other,Insider Monkey,2026-04-23T06:37:34Z,https://finance.yahoo.com/sectors/healthcare/articles/bernstein-upgrades-takeda-pharmaceutical-tak-063734975.html,2026-04-27T06:35:14+00:00
7203.T,Toyota,TSE,JPN,Is It Time To Reassess Toyota Motor (TSE:7203) After Recent Share Price Pullback?,other,Simply Wall St.,2026-04-23T04:30:47Z,https://finance.yahoo.com/markets/stocks/articles/time-reassess-toyota-motor-tse-043047113.html,2026-04-27T06:35:14+00:00
7203.T,Toyota,TSE,JPN,Toyota Motor (TSE:7203) Is Down 5.6% After Aluminum Supply Disruptions Test Its EV Transition Strategy,other,Simply Wall St.,2026-04-23T01:11:58Z,https://finance.yahoo.com/markets/stocks/articles/toyota-motor-tse-7203-down-011158862.html,2026-04-27T06:35:14+00:00
8306.T,Mitsubishi UFJ,TSE,JPN,JPMorgan Chase & Co. (JPM) Closing in on Record $38B Oracle Data Center Loan,other,Insider Monkey,2026-04-22T22:43:26Z,https://finance.yahoo.com/markets/stocks/articles/jpmorgan-chase-co-jpm-closing-224326784.html,2026-04-27T06:35:14+00:00
7203.T,Toyota,TSE,JPN,Toyota Motor Corporation (TM) Stock Declines While Market Improves: Some Information for Investors,other,Zacks,2026-04-22T21:50:04Z,https://finance.yahoo.com/markets/stocks/articles/toyota-motor-corporation-tm-stock-215004721.html,2026-04-27T06:35:14+00:00
8306.T,Mitsubishi UFJ,TSE,JPN,"Precious Metals Gain, But Appear Vulnerable to Downturn",other,The Wall Street Journal,2026-04-22T18:01:00Z,https://www.wsj.com/finance/commodities-futures/gold-edges-higher-after-trump-says-u-s-will-extend-cease-fire-deadline-c463e044?siteid=yhoof2&yptr=yahoo,2026-04-27T06:35:14+00:00
4502.T,Takeda,TSE,JPN,Will Asceniv Deliver for ADMA in the Upcoming Quarterly Results?,results,Zacks,2026-04-22T15:37:00Z,https://finance.yahoo.com/sectors/healthcare/articles/asceniv-deliver-adma-upcoming-quarterly-153700546.html,2026-04-27T06:35:14+00:00
8035.T,Tokyo Electron,TSE,JPN,Applied Materials Just Joined the Tesla Terafab Project. Does That Make AMAT Stock a Buy?,other,Barchart,2026-04-22T15:02:46Z,https://www.barchart.com/story/news/1451703/applied-materials-just-joined-the-tesla-terafab-project-does-that-make-amat-stock-a-buy,2026-04-27T06:35:14+00:00
8306.T,Mitsubishi UFJ,TSE,JPN,MUFG lending head signals further Asia dealmaking,other,Retail Banker International,2026-04-22T11:58:36Z,https://www.retailbankerinternational.com/news/mufg-lending-head-signals-further-asia-dealmaking/,2026-04-27T06:35:14+00:00
8306.T,Mitsubishi UFJ,TSE,JPN,Japan's financial watchdog to meet top banks to discuss Mythos AI model,other,Reuters,2026-04-22T02:20:35Z,https://finance.yahoo.com/sectors/technology/articles/japan-finance-minister-meet-banks-022035075.html,2026-04-27T06:35:14+00:00
7974.T,Nintendo,TSE,JPN,"Microsoft cuts Xbox Game Pass price, to remove 'Call of Duty' day one inclusions",guidance,Reuters,2026-04-21T17:16:08Z,https://finance.yahoo.com/sectors/technology/articles/microsoft-cuts-xbox-game-pass-171608802.html,2026-04-27T06:35:14+00:00
6501.T,Hitachi,TSE,JPN,Hitachi Ltd: A Significant Addition to T. Rowe Price Japan Fund's Portfolio,other,GuruFocus.com,2026-04-21T17:03:52Z,https://finance.yahoo.com/markets/stocks/articles/hitachi-ltd-significant-addition-t-170352341.html,2026-04-27T06:35:14+00:00
7741.T,HOYA,TSE,JPN,TKR or HOCPY: Which Is the Better Value Stock Right Now?,other,Zacks,2026-04-21T15:40:03Z,https://finance.yahoo.com/markets/stocks/articles/tkr-hocpy-better-value-stock-154003828.html,2026-04-27T06:35:14+00:00
4502.T,Takeda,TSE,JPN,Takeda Ends Veritas In Silico Pact As mRNA Focus And Valuation Watched,other,Simply Wall St.,2026-04-21T07:07:46Z,https://finance.yahoo.com/sectors/healthcare/articles/takeda-ends-veritas-silico-pact-070746350.html,2026-04-27T06:35:14+00:00
7974.T,Nintendo,TSE,JPN,Assessing Nintendo (TSE:7974) Valuation After Recent Share Price Softness,other,Simply Wall St.,2026-04-20T22:05:50Z,https://finance.yahoo.com/markets/stocks/articles/assessing-nintendo-tse-7974-valuation-220550251.html,2026-04-27T06:35:14+00:00
4502.T,Takeda,TSE,JPN,KROS 2026 Watchlist: 3 Catalysts That Could Reset Sentiment,other,Zacks,2026-04-20T15:41:00Z,https://finance.yahoo.com/sectors/healthcare/articles/kros-2026-watchlist-3-catalysts-154100806.html,2026-04-27T06:35:14+00:00
4502.T,Takeda,TSE,JPN,KROS Rinvatercept: What to Know Before DMD Phase II Starts,other,Zacks,2026-04-20T15:29:00Z,https://finance.yahoo.com/sectors/healthcare/articles/kros-rinvatercept-know-dmd-phase-152900356.html,2026-04-27T06:35:14+00:00
4503.T,Astellas,TSE,JPN,Merck Says FDA Grants Priority Review to Keytruda-Padcev Combo for Bladder Cancer,other,MT Newswires,2026-04-20T11:37:21Z,https://finance.yahoo.com/sectors/healthcare/articles/merck-says-fda-grants-priority-113721554.html,2026-04-27T06:35:14+00:00
6501.T,Hitachi,TSE,JPN,Is It Too Late To Consider Hitachi (TSE:6501) After A 53% One-Year Rally?,other,Simply Wall St.,2026-04-19T22:04:40Z,https://finance.yahoo.com/markets/stocks/articles/too-consider-hitachi-tse-6501-220440683.html,2026-04-27T06:35:14+00:00
6594.T,Nidec,TSE,JPN,Assessing Nidec (TSE:6594) Valuation After Governance Reforms And Accounting Probe Findings,other,Simply Wall St.,2026-04-19T08:03:49Z,https://finance.yahoo.com/markets/stocks/articles/assessing-nidec-tse-6594-valuation-080349865.html,2026-04-27T06:35:14+00:00
8035.T,Tokyo Electron,TSE,JPN,Tokyo Electron (TSE:8035) Valuation Check After 130% One Year Total Return,other,Simply Wall St.,2026-04-18T23:03:22Z,https://finance.yahoo.com/markets/stocks/articles/tokyo-electron-tse-8035-valuation-230322296.html,2026-04-27T06:35:14+00:00
8058.T,Mitsubishi Corp,TSE,JPN,Berkshire Taps Yen Bonds: Does This Signal Confidence in Japan?,other,Zacks,2026-04-17T18:08:00Z,https://finance.yahoo.com/markets/currencies/articles/berkshire-taps-yen-bonds-does-180800958.html,2026-04-27T06:35:14+00:00
8001.T,Itochu,TSE,JPN,Berkshire Taps Yen Bonds: Does This Signal Confidence in Japan?,other,Zacks,2026-04-17T18:08:00Z,https://finance.yahoo.com/markets/currencies/articles/berkshire-taps-yen-bonds-does-180800958.html,2026-04-27T06:35:14+00:00
4502.T,Takeda,TSE,JPN,"DNLI Gains 25.4% Year to Date: Should You Buy, Sell or Hold the Stock?",other,Zacks,2026-04-17T17:38:00Z,https://finance.yahoo.com/sectors/healthcare/articles/dnli-gains-25-4-date-173800744.html,2026-04-27T06:35:14+00:00
7974.T,Nintendo,TSE,JPN,"Australia’s BIG W cuts prices on 2,000 items amid cost pressures",guidance,Retail Insight Network,2026-04-17T13:46:42Z,https://www.retail-insight-network.com/news/big-w-cuts-prices-2000-items/,2026-04-27T06:35:14+00:00
6501.T,Hitachi,TSE,JPN,Hitachi delivers electric excavator to Rudnik uglja Pljevlja,other,Mining Technology,2026-04-17T08:24:15Z,https://www.mining-technology.com/news/hitachi-electric-excavator-rudnik-uglja-pljevlja/,2026-04-27T06:35:14+00:00
8035.T,Tokyo Electron,TSE,JPN,"Stocks to Watch: TSMC, Abbott Laboratories, Nvidia, Netflix",other,The Wall Street Journal,2026-04-16T20:30:01Z,https://www.wsj.com/livecoverage/stock-market-today-dow-sp-500-nasdaq-04-16-2026/card/stocks-to-watch-tsmc-pepsico-netflix-deJv1TDIyaKNqkGtQ3Kl?siteid=yhoof2&yptr=yahoo,2026-04-27T06:35:14+00:00
8035.T,Tokyo Electron,TSE,JPN,"Tesla, SpaceX Search For Suppliers For Elon Musk's Terafab Project: Report",other,Investor's Business Daily,2026-04-16T20:18:34Z,https://www.investors.com/news/tesla-spacex-terafab-elon-musk-semiconductor-lam-research-tokyo-electron-applied-materials-samsung/?src=A00220&yptr=yahoo,2026-04-27T06:35:14+00:00
8035.T,Tokyo Electron,TSE,JPN,Musk Moving at “Light Speed” to Sign Up Suppliers for $25B Terafab Chip Dream,other,TipRanks,2026-04-16T19:06:16Z,https://finance.yahoo.com/sectors/technology/articles/musk-moving-light-speed-sign-110616588.html,2026-04-27T06:35:14+00:00
9432.T,NTT,TSE,JPN,Inside NTT Research’s push to commercialize deep tech,other,FastCompany,2026-04-16T15:41:02Z,https://www.fastcompany.com/91527309/inside-ntt-researchs-push-to-commercialize-deep-tech,2026-04-27T06:35:14+00:00
8035.T,Tokyo Electron,TSE,JPN,Elon Musk Advances Terafab Plan Targeting $13 Trillion Chip Investment,other,GuruFocus.com,2026-04-16T12:56:48Z,https://finance.yahoo.com/sectors/technology/articles/elon-musk-advances-terafab-plan-125648951.html,2026-04-27T06:35:14+00:00
8035.T,Tokyo Electron,TSE,JPN,Musk's Chip Push Signals Bigger Ambitions,other,GuruFocus.com,2026-04-16T12:46:09Z,https://finance.yahoo.com/sectors/technology/articles/musks-chip-push-signals-bigger-124609279.html,2026-04-27T06:35:14+00:00
8306.T,Mitsubishi UFJ,TSE,JPN,Forêt Domaniale Wind Project secures financial close,other,Power Technology,2026-04-16T09:12:51Z,https://www.power-technology.com/news/foret-domaniale-wind-financial-close/,2026-04-27T06:35:14+00:00
7974.T,Nintendo,TSE,JPN,"Super Mario Dominates Box Office: Will Nintendo, Comcast Or AMC Stock Be The Biggest Winner?",other,Benzinga,2026-04-15T23:31:30Z,https://finance.yahoo.com/markets/stocks/articles/super-mario-dominates-box-office-233130493.html,2026-04-27T06:35:14+00:00
6098.T,Recruit,TSE,JPN,NRC Health Surges 62% in a Year: Should You Buy the Stock?,other,Zacks,2026-04-15T17:15:00Z,https://finance.yahoo.com/markets/stocks/articles/nrc-health-surges-62-buy-171500119.html,2026-04-27T06:35:14+00:00
4519.T,Chugai Pharma,TSE,JPN,Is Chugai Pharmaceutical (TSE:4519) Still Attractively Priced After Its Strong Multi Year Run,other,Simply Wall St.,2026-04-13T23:05:46Z,https://finance.yahoo.com/markets/stocks/articles/chugai-pharmaceutical-tse-4519-still-230546155.html,2026-04-27T06:35:14+00:00
7974.T,Nintendo,TSE,JPN,Did Nintendo Just Say Checkmate to Disney?,other,Motley Fool,2026-04-11T09:25:00Z,https://www.fool.com/investing/2026/04/11/did-nintendo-just-say-checkmate-to-disney/,2026-04-27T06:35:14+00:00
4503.T,Astellas,TSE,JPN,A Look At Astellas Pharma’s Valuation After A Strong Year Of Share Price Gains,other,Simply Wall St.,2026-04-10T15:09:47Z,https://finance.yahoo.com/markets/stocks/articles/look-astellas-pharma-valuation-strong-150947430.html,2026-04-27T06:35:14+00:00
4503.T,Astellas,TSE,JPN,Is Astellas Pharma (ALPMY) Stock Outpacing Its Medical Peers This Year?,other,Zacks,2026-04-10T13:40:03Z,https://finance.yahoo.com/sectors/healthcare/articles/astellas-pharma-alpmy-stock-outpacing-134003136.html,2026-04-27T06:35:14+00:00
8058.T,Mitsubishi Corp,TSE,JPN,Mitsubishi Partners With Yami To Test Higher Margin Consumer Growth In North America,partnership,Simply Wall St.,2026-04-09T05:11:06Z,https://finance.yahoo.com/markets/stocks/articles/mitsubishi-partners-yami-test-higher-051106417.html,2026-04-27T06:35:14+00:00
8316.T,Sumitomo Mitsui FG,TSE,JPN,A Potential Move By SMFG Could Reshape More Than One Player,other,Insider Monkey,2026-04-08T19:45:25Z,https://finance.yahoo.com/markets/stocks/articles/potential-move-smfg-could-reshape-194525224.html,2026-04-27T06:35:14+00:00
4503.T,Astellas,TSE,JPN,Sutro Biopharma (STRO) Moves 7.4% Higher: Will This Strength Last?,other,Zacks,2026-04-08T12:31:00Z,https://finance.yahoo.com/markets/stocks/articles/sutro-biopharma-stro-moves-7-123100785.html,2026-04-27T06:35:14+00:00
6501.T,Hitachi,TSE,JPN,Hitachi (TSE:6501) Valuation Check As Sovereign AI Factory Initiative Expands Across Key Markets,other,Simply Wall St.,2026-04-08T12:07:00Z,https://finance.yahoo.com/markets/stocks/articles/hitachi-tse-6501-valuation-check-120700992.html,2026-04-27T06:35:14+00:00
8058.T,Mitsubishi Corp,TSE,JPN,Is Mitsubishi Motors (TSE:7211) Quietly Trading Small Cars For An Electrified SUV Future?,other,Simply Wall St.,2026-04-03T20:10:06Z,https://finance.yahoo.com/markets/stocks/articles/mitsubishi-motors-tse-7211-quietly-201006461.html,2026-04-27T06:35:14+00:00
7741.T,HOYA,TSE,JPN,HAYW vs. HOCPY: Which Stock Is the Better Value Option?,other,Zacks,2026-04-03T15:40:02Z,https://finance.yahoo.com/markets/stocks/articles/hayw-vs-hocpy-stock-better-154002397.html,2026-04-27T06:35:14+00:00
6098.T,Recruit,TSE,JPN,Asian Market's Estimated Undervalued Stocks For April 2026,other,Simply Wall St.,2026-04-03T04:37:58Z,https://finance.yahoo.com/markets/stocks/articles/asian-markets-estimated-undervalued-stocks-043758444.html,2026-04-27T06:35:14+00:00
6098.T,Recruit,TSE,JPN,3 Asian Stocks Estimated To Be Trading At Up To 49.6% Below Intrinsic Value,other,Simply Wall St.,2026-04-02T22:34:44Z,https://finance.yahoo.com/markets/stocks/articles/3-asian-stocks-estimated-trading-223444940.html,2026-04-27T06:35:14+00:00
6098.T,Recruit,TSE,JPN,Here is Why Growth Investors Should Buy Recruit Holdings Co. (RCRUY) Now,other,Zacks,2026-04-02T16:45:01Z,https://finance.yahoo.com/markets/stocks/articles/why-growth-investors-buy-recruit-164501548.html,2026-04-27T06:35:14+00:00
8058.T,Mitsubishi Corp,TSE,JPN,JPMorgan Scales Blockchain Platform via Mitsubishi Tie-Up,other,Zacks,2026-03-31T16:06:00Z,https://finance.yahoo.com/markets/crypto/articles/jpmorgan-scales-blockchain-platform-via-160600191.html,2026-04-27T06:35:14+00:00
8058.T,Mitsubishi Corp,TSE,JPN,JPMorgan expands digital assets push with Mitsubishi deal as it targets $10bn in daily transactions,other,DLNews,2026-03-31T08:00:03Z,https://www.dlnews.com/articles/markets/jpmorgan-expands-digital-assets-push-with-mitsubishi-deal-as-it-targets-dollar10bn-in-daily-transactions/,2026-04-27T06:35:14+00:00
8316.T,Sumitomo Mitsui FG,TSE,JPN,Is It Time To Reassess Sumitomo Mitsui Financial Group (TSE:8316) After The Recent 10.9% Drop?,other,Simply Wall St.,2026-03-29T06:05:40Z,https://finance.yahoo.com/markets/stocks/articles/time-reassess-sumitomo-mitsui-financial-060540258.html,2026-04-27T06:35:14+00:00
9432.T,NTT,TSE,JPN,Assessing NTT (TSE:9432) Valuation After Recent Share Price Momentum,other,Simply Wall St.,2026-03-28T17:03:57Z,https://finance.yahoo.com/markets/stocks/articles/assessing-ntt-tse-9432-valuation-170357125.html,2026-04-27T06:35:14+00:00
8058.T,Mitsubishi Corp,TSE,JPN,Hudbay Minerals (TSX:HBM) Is Up 9.1% After Long-Term Copper JV And Extended Mine Lives,other,Simply Wall St.,2026-03-28T09:05:05Z,https://finance.yahoo.com/markets/stocks/articles/hudbay-minerals-tsx-hbm-9-090505484.html,2026-04-27T06:35:14+00:00
4519.T,Chugai Pharma,TSE,JPN,Rani Therapeutics Q4 Earnings Call Highlights,results,MarketBeat,2026-03-26T21:48:59Z,https://www.marketbeat.com/instant-alerts/rani-therapeutics-q4-earnings-call-highlights-2026-03-26/?utm_source=yahoofinance&utm_medium=yahoofinance,2026-04-27T06:35:14+00:00
8058.T,Mitsubishi Corp,TSE,JPN,Assessing Mitsubishi (TSE:8058) Valuation After A Strong Run In Recent Returns,other,Simply Wall St.,2026-03-26T17:07:39Z,https://finance.yahoo.com/markets/stocks/articles/assessing-mitsubishi-tse-8058-valuation-170739561.html,2026-04-27T06:35:14+00:00
8058.T,Mitsubishi Corp,TSE,JPN,"TC Energy, LNG Canada ink deals for Coastal GasLink Phase 2",other,Offshore Technology,2026-03-26T09:51:45Z,https://www.offshore-technology.com/news/tc-energy-lng-canada-deals-coastal-gaslink-phase-2/,2026-04-27T06:35:14+00:00
8316.T,Sumitomo Mitsui FG,TSE,JPN,Jefferies Stock Gains as Takeover Speculation Builds on Lower Valuation,merger,Zacks,2026-03-25T13:59:00Z,https://finance.yahoo.com/markets/stocks/articles/jefferies-stock-gains-takeover-speculation-135900767.html,2026-04-27T06:35:14+00:00
4503.T,Astellas,TSE,JPN,Is Astellas Pharma (ALPMY) Outperforming Other Medical Stocks This Year?,other,Zacks,2026-03-25T13:40:02Z,https://finance.yahoo.com/sectors/healthcare/articles/astellas-pharma-alpmy-outperforming-other-134002970.html,2026-04-27T06:35:14+00:00
8316.T,Sumitomo Mitsui FG,TSE,JPN,Jefferies Attracts Takeover Interest Amid Share Slide,merger,GuruFocus.com,2026-03-24T23:04:38Z,https://finance.yahoo.com/markets/stocks/articles/jefferies-attracts-takeover-interest-amid-230438025.html,2026-04-27T06:35:14+00:00
8316.T,Sumitomo Mitsui FG,TSE,JPN,Jefferies Financial Rallies On Takeover Talk Ahead Of Earnings,results,Investor's Business Daily,2026-03-24T20:48:18Z,https://www.investors.com/news/jefferies-financial-stock-takeover-japan-sumitomo-mitsui-financial-group-earnings/?src=A00220&yptr=yahoo,2026-04-27T06:35:14+00:00
8316.T,Sumitomo Mitsui FG,TSE,JPN,"Tesla's Euro sales rebound, Jefferies stock rises on SMFG reports",other,Yahoo Finance Video,2026-03-24T14:42:59Z,https://finance.yahoo.com/video/teslas-euro-sales-rebound-jefferies-144259660.html,2026-04-27T06:35:14+00:00
6501.T,Hitachi,TSE,JPN,"NextEra to develop 9.5 GW of gas in Texas, Pennsylvania",other,Utility Dive,2026-03-24T10:02:20Z,https://www.utilitydive.com/news/nextera-gas-generation-doe-softbank-texas-pennsylvania/815541/,2026-04-27T06:35:14+00:00
8001.T,Itochu,TSE,JPN,Berkshire Maintains Buffett’s Bullishness on Japan with $1.8 Billion Tokio Marine Deal,other,The Daily Upside,2026-03-24T04:01:00Z,https://www.thedailyupside.com/finance/berkshire-continues-buffetts-japan-love-in-deal-with-insurance-giant-tokio-marine/,2026-04-27T06:35:14+00:00
6501.T,Hitachi,TSE,JPN,Trump Is Giving This Stock a $40 Billion Boost. Should You Buy It Here?,other,Barchart,2026-03-23T18:52:20Z,https://www.barchart.com/story/news/904073/trump-is-giving-this-stock-a-40-billion-boost-should-you-buy-it-here,2026-04-27T06:35:14+00:00
8001.T,Itochu,TSE,JPN,AM Best Ratings For GUNA Re Highlight ITOCHU Risk Management Focus,other,Simply Wall St.,2026-03-23T13:07:10Z,https://finance.yahoo.com/markets/stocks/articles/am-best-ratings-guna-highlight-130710595.html,2026-04-27T06:35:14+00:00
