ticker,form,updated_utc,recency_min,gapper_score,value_score,moat_score,insider_signal_score,risk_flags,market_flags,tags,items,price,avg_vol_3m,market_cap,link
SCHL,SC TO-I,2026-04-23T16:01:36-04:00,5939,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/866729/000119312526173633/0001193125-26-173633-index.htm
QETA,10-K,2026-04-23T10:40:26-04:00,6260,-3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1978528/000149315226018655/0001493152-26-018655-index.htm
GRVT,F-1,2026-04-23T10:17:02-04:00,6283,-5,-3,0,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/2078037/000149315226018652/0001493152-26-018652-index.htm
DAWN,25,2026-04-23T09:14:52-04:00,6346,-2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1845337/000135445726000366/0001354457-26-000366-index.htm
XNDU,F-1,2026-04-23T08:30:53-04:00,6390,-2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/2097163/000121390026046889/0001213900-26-046889-index.htm
SVAC,F-4,2026-04-23T06:17:36-04:00,6523,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/2074850/000110465926047122/0001104659-26-047122-index.htm
APPF,10-Q,2026-04-23T16:09:36-04:00,5931,2,-1,-1,0,,no_mcap_data;thin_volume,,,169.7500,422899,,https://www.sec.gov/Archives/edgar/data/1433195/000143319526000023/0001433195-26-000023-index.htm
BBBY-WT,10-Q,2026-04-27T16:27:47-04:00,153,8,-4,-4,0,,est_mcap_from_sec_shares;low_price;small_cap;thin_volume,,,0.5860,74586,43327958,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000038/0001130713-26-000038-index.htm
ABTC,DEFA14A,2026-04-27T06:30:12-04:00,750,4,-4,-4,0,,est_mcap_from_sec_shares;low_price;small_cap,,,1.2100,15023189,100190911,https://www.sec.gov/Archives/edgar/data/1755953/000119312526178759/0001193125-26-178759-index.htm
ASFT,10-K,2026-04-27T13:09:28-04:00,351,3,-6,-6,0,,est_mcap_from_sec_shares;low_price;small_cap;thin_volume,,,0.2480,533,1114809,https://www.sec.gov/Archives/edgar/data/1651992/000147793226002564/0001477932-26-002564-index.htm
AMST,RW,2026-04-23T13:00:37-04:00,6120,-3,-13,-10,0,offering,est_mcap_from_sec_shares;low_price;small_cap;thin_volume,-offering,,1.0500,246843,4801348,https://www.sec.gov/Archives/edgar/data/1807166/000121390026046972/0001213900-26-046972-index.htm
