ticker,form,updated_utc,recency_min,link
TDBCP,424B2,2026-04-27T16:40:29-04:00,140,https://www.sec.gov/Archives/edgar/data/947263/000114036126017141/0001140361-26-017141-index.htm
ARE,8-K,2026-04-27T16:39:01-04:00,141,https://www.sec.gov/Archives/edgar/data/1035443/000103544326000045/0001035443-26-000045-index.htm
GPUS-PD,S-3,2026-04-27T16:39:35-04:00,141,https://www.sec.gov/Archives/edgar/data/896493/000121465926005133/0001214659-26-005133-index.htm
IFED,424B2,2026-04-27T16:39:05-04:00,141,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002627/0001114446-26-002627-index.htm
IFED,424B2,2026-04-27T16:38:57-04:00,141,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002626/0001114446-26-002626-index.htm
QNCX,DEF 14A,2026-04-27T16:39:38-04:00,141,https://www.sec.gov/Archives/edgar/data/1662774/000119312526182255/0001193125-26-182255-index.htm
NVCT,DEFA14A,2026-04-27T16:39:33-04:00,141,https://www.sec.gov/Archives/edgar/data/1875558/000110465926049480/0001104659-26-049480-index.htm
ALH,DEFA14A,2026-04-27T16:39:07-04:00,141,https://www.sec.gov/Archives/edgar/data/1317685/000162828026027536/0001628280-26-027536-index.htm
SPRO,DEFA14A,2026-04-27T16:39:05-04:00,141,https://www.sec.gov/Archives/edgar/data/1701108/000119312526182256/0001193125-26-182256-index.htm
CME,8-K,2026-04-27T16:38:50-04:00,142,https://www.sec.gov/Archives/edgar/data/1156375/000115637526000022/0001156375-26-000022-index.htm
HLMN,8-K,2026-04-27T16:38:44-04:00,142,https://www.sec.gov/Archives/edgar/data/1822492/000182249226000078/0001822492-26-000078-index.htm
IFED,424B2,2026-04-27T16:38:48-04:00,142,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002625/0001114446-26-002625-index.htm
IFED,424B2,2026-04-27T16:38:44-04:00,142,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002624/0001114446-26-002624-index.htm
IFED,424B2,2026-04-27T16:38:41-04:00,142,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002623/0001114446-26-002623-index.htm
IFED,424B2,2026-04-27T16:38:37-04:00,142,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002621/0001114446-26-002621-index.htm
IFED,424B2,2026-04-27T16:38:36-04:00,142,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002622/0001114446-26-002622-index.htm
IFED,424B2,2026-04-27T16:38:33-04:00,142,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002620/0001114446-26-002620-index.htm
IFED,424B2,2026-04-27T16:38:27-04:00,142,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002619/0001114446-26-002619-index.htm
IFED,424B2,2026-04-27T16:38:23-04:00,142,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002618/0001114446-26-002618-index.htm
IFED,424B2,2026-04-27T16:38:22-04:00,142,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002616/0001114446-26-002616-index.htm
IFED,424B2,2026-04-27T16:38:16-04:00,142,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002615/0001114446-26-002615-index.htm
IFED,424B2,2026-04-27T16:38:08-04:00,142,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002614/0001114446-26-002614-index.htm
IFED,424B2,2026-04-27T16:38:01-04:00,142,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002613/0001114446-26-002613-index.htm
IFED,424B2,2026-04-27T16:37:56-04:00,142,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002612/0001114446-26-002612-index.htm
PRKR,424B3,2026-04-27T16:38:21-04:00,142,https://www.sec.gov/Archives/edgar/data/914139/000143774926013485/0001437749-26-013485-index.htm
BGMSP,DEF 14A,2026-04-27T16:38:16-04:00,142,https://www.sec.gov/Archives/edgar/data/1130166/000149315226019158/0001493152-26-019158-index.htm
EWCZ,10-K,2026-04-27T16:38:44-04:00,142,https://www.sec.gov/Archives/edgar/data/1856236/000119312526182250/0001193125-26-182250-index.htm
RMAX,DEFA14A,2026-04-27T16:38:34-04:00,142,https://www.sec.gov/Archives/edgar/data/1581091/000110465926049478/0001104659-26-049478-index.htm
IFED,424B2,2026-04-27T16:37:51-04:00,143,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002611/0001114446-26-002611-index.htm
IFED,424B2,2026-04-27T16:37:24-04:00,143,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002610/0001114446-26-002610-index.htm
ALH,DEF 14A,2026-04-27T16:37:52-04:00,143,https://www.sec.gov/Archives/edgar/data/1317685/000162828026027533/0001628280-26-027533-index.htm
NVCT,DEF 14A,2026-04-27T16:37:16-04:00,143,https://www.sec.gov/Archives/edgar/data/1875558/000110465926049476/0001104659-26-049476-index.htm
PACS,8-K,2026-04-27T16:36:22-04:00,144,https://www.sec.gov/Archives/edgar/data/2001184/000200118426000011/0002001184-26-000011-index.htm
IFED,424B2,2026-04-27T16:36:51-04:00,144,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002609/0001114446-26-002609-index.htm
BAC-PS,424B2,2026-04-27T16:36:32-04:00,144,https://www.sec.gov/Archives/edgar/data/70858/000191870426010839/0001918704-26-010839-index.htm
IFED,424B2,2026-04-27T16:36:24-04:00,144,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002608/0001114446-26-002608-index.htm
BAC-PS,424B2,2026-04-27T16:35:58-04:00,144,https://www.sec.gov/Archives/edgar/data/70858/000191870426010838/0001918704-26-010838-index.htm
PDC,6-K,2026-04-27T16:35:50-04:00,145,https://www.sec.gov/Archives/edgar/data/1944399/000121390026048047/0001213900-26-048047-index.htm
CLLS,6-K,2026-04-27T16:35:05-04:00,145,https://www.sec.gov/Archives/edgar/data/1627281/000117184326002734/0001171843-26-002734-index.htm
IFED,424B2,2026-04-27T16:35:25-04:00,145,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002607/0001114446-26-002607-index.htm
IFED,424B2,2026-04-27T16:35:04-04:00,145,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002605/0001114446-26-002605-index.htm
IFED,424B2,2026-04-27T16:35:03-04:00,145,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002606/0001114446-26-002606-index.htm
IFED,424B2,2026-04-27T16:35:00-04:00,145,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002604/0001114446-26-002604-index.htm
GETY,10-K,2026-04-27T16:35:21-04:00,145,https://www.sec.gov/Archives/edgar/data/1898496/000162828026027529/0001628280-26-027529-index.htm
CR,8-K,2026-04-27T16:34:13-04:00,146,https://www.sec.gov/Archives/edgar/data/1944013/000194401326000125/0001944013-26-000125-index.htm
IFED,424B2,2026-04-27T16:34:33-04:00,146,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002603/0001114446-26-002603-index.htm
IFED,424B2,2026-04-27T16:34:25-04:00,146,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002602/0001114446-26-002602-index.htm
IFED,424B2,2026-04-27T16:34:03-04:00,146,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002601/0001114446-26-002601-index.htm
IFED,424B2,2026-04-27T16:33:59-04:00,146,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002600/0001114446-26-002600-index.htm
PRKR,424B3,2026-04-27T16:34:00-04:00,146,https://www.sec.gov/Archives/edgar/data/914139/000143774926013483/0001437749-26-013483-index.htm
SILA,10-K,2026-04-27T16:34:12-04:00,146,https://www.sec.gov/Archives/edgar/data/1567925/000156792526000013/0001567925-26-000013-index.htm
COOK,DEFA14A,2026-04-27T16:34:48-04:00,146,https://www.sec.gov/Archives/edgar/data/1857853/000162828026027528/0001628280-26-027528-index.htm
PAYO,DEFA14A,2026-04-27T16:34:27-04:00,146,https://www.sec.gov/Archives/edgar/data/1845815/000110465926049470/0001104659-26-049470-index.htm
PEP,25,2026-04-27T16:33:54-04:00,146,https://www.sec.gov/Archives/edgar/data/77476/000135445726000377/0001354457-26-000377-index.htm
PEP,25-NSE,2026-04-27T16:33:54-04:00,146,https://www.sec.gov/Archives/edgar/data/77476/000135445726000377/0001354457-26-000377-index.htm
UTZ,8-K,2026-04-27T16:33:07-04:00,147,https://www.sec.gov/Archives/edgar/data/1739566/000162828026027526/0001628280-26-027526-index.htm
VTR,8-K,2026-04-27T16:33:06-04:00,147,https://www.sec.gov/Archives/edgar/data/740260/000074026026000016/0000740260-26-000016-index.htm
IFED,424B2,2026-04-27T16:33:33-04:00,147,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002599/0001114446-26-002599-index.htm
IFED,424B2,2026-04-27T16:33:32-04:00,147,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002598/0001114446-26-002598-index.htm
BNS,424B2,2026-04-27T16:33:04-04:00,147,https://www.sec.gov/Archives/edgar/data/9631/000183988226021324/0001839882-26-021324-index.htm
CLS,10-Q,2026-04-27T16:33:19-04:00,147,https://www.sec.gov/Archives/edgar/data/1030894/000103089426000032/0001030894-26-000032-index.htm
ACI,10-K,2026-04-27T16:33:13-04:00,147,https://www.sec.gov/Archives/edgar/data/1646972/000164697226000032/0001646972-26-000032-index.htm
HUBS,DEFA14A,2026-04-27T16:33:31-04:00,147,https://www.sec.gov/Archives/edgar/data/1404655/000119312526182218/0001193125-26-182218-index.htm
SD,DEFA14A,2026-04-27T16:33:23-04:00,147,https://www.sec.gov/Archives/edgar/data/1349436/000114036126017134/0001140361-26-017134-index.htm
INVL,8-K,2026-04-27T16:32:36-04:00,148,https://www.sec.gov/Archives/edgar/data/2001557/000200155726000085/0002001557-26-000085-index.htm
SD,DEF 14A,2026-04-27T16:32:08-04:00,148,https://www.sec.gov/Archives/edgar/data/1349436/000114036126017133/0001140361-26-017133-index.htm
HUBS,DEF 14A,2026-04-27T16:32:07-04:00,148,https://www.sec.gov/Archives/edgar/data/1404655/000119312526182210/0001193125-26-182210-index.htm
COOK,DEF 14A,2026-04-27T16:32:02-04:00,148,https://www.sec.gov/Archives/edgar/data/1857853/000162828026027524/0001628280-26-027524-index.htm
MTDR,8-K,2026-04-27T16:31:49-04:00,149,https://www.sec.gov/Archives/edgar/data/1520006/000152000626000008/0001520006-26-000008-index.htm
VOXR,6-K,2026-04-27T16:31:21-04:00,149,https://www.sec.gov/Archives/edgar/data/1907909/000165495426003960/0001654954-26-003960-index.htm
BAC-PS,424B2,2026-04-27T16:31:25-04:00,149,https://www.sec.gov/Archives/edgar/data/70858/000191870426010837/0001918704-26-010837-index.htm
SMTK,424B3,2026-04-27T16:31:44-04:00,149,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049463/0001104659-26-049463-index.htm
PRKR,424B3,2026-04-27T16:31:19-04:00,149,https://www.sec.gov/Archives/edgar/data/914139/000143774926013480/0001437749-26-013480-index.htm
PAYO,DEF 14A,2026-04-27T16:31:37-04:00,149,https://www.sec.gov/Archives/edgar/data/1845815/000110465926049462/0001104659-26-049462-index.htm
CXAI,PRE 14A,2026-04-27T16:31:08-04:00,149,https://www.sec.gov/Archives/edgar/data/1820875/000182912626003985/0001829126-26-003985-index.htm
FUSE,S-1,2026-04-27T16:31:37-04:00,149,https://www.sec.gov/Archives/edgar/data/2033383/000149315226019155/0001493152-26-019155-index.htm
FUSE,S-1/A,2026-04-27T16:31:37-04:00,149,https://www.sec.gov/Archives/edgar/data/2033383/000149315226019155/0001493152-26-019155-index.htm
SLMBP,DEFA14A,2026-04-27T16:31:51-04:00,149,https://www.sec.gov/Archives/edgar/data/1032033/000119312526182211/0001193125-26-182211-index.htm
GYRE,DEFA14A,2026-04-27T16:31:12-04:00,149,https://www.sec.gov/Archives/edgar/data/1124105/000114036126017130/0001140361-26-017130-index.htm
CHAR,8-K,2026-04-27T16:30:51-04:00,150,https://www.sec.gov/Archives/edgar/data/2024459/000121390026048040/0001213900-26-048040-index.htm
LC,8-K,2026-04-27T16:30:43-04:00,150,https://www.sec.gov/Archives/edgar/data/1409970/000140997026000059/0001409970-26-000059-index.htm
SBEV,8-K,2026-04-27T16:30:38-04:00,150,https://www.sec.gov/Archives/edgar/data/1553788/000173112226000614/0001731122-26-000614-index.htm
NVAC,8-K,2026-04-27T16:30:37-04:00,150,https://www.sec.gov/Archives/edgar/data/1859807/000121390026048039/0001213900-26-048039-index.htm
FGBIP,8-K,2026-04-27T16:30:17-04:00,150,https://www.sec.gov/Archives/edgar/data/1408534/000140853426000030/0001408534-26-000030-index.htm
LXU,8-K,2026-04-27T16:30:14-04:00,150,https://www.sec.gov/Archives/edgar/data/60714/000119312526182194/0001193125-26-182194-index.htm
MATX,8-K,2026-04-27T16:30:07-04:00,150,https://www.sec.gov/Archives/edgar/data/3453/000110465926049459/0001104659-26-049459-index.htm
GTY,8-K,2026-04-27T16:30:06-04:00,150,https://www.sec.gov/Archives/edgar/data/1052752/000119312526182196/0001193125-26-182196-index.htm
NNNN,6-K,2026-04-27T16:30:04-04:00,150,https://www.sec.gov/Archives/edgar/data/1982708/000118518526001504/0001185185-26-001504-index.htm
XCH,6-K,2026-04-27T16:30:01-04:00,150,https://www.sec.gov/Archives/edgar/data/1979887/000119312526182195/0001193125-26-182195-index.htm
PRKR,424B3,2026-04-27T16:30:24-04:00,150,https://www.sec.gov/Archives/edgar/data/914139/000143774926013478/0001437749-26-013478-index.htm
SMTK,424B3,2026-04-27T16:30:15-04:00,150,https://www.sec.gov/Archives/edgar/data/1817760/000110465926049460/0001104659-26-049460-index.htm
SPRO,DEF 14A,2026-04-27T16:30:44-04:00,150,https://www.sec.gov/Archives/edgar/data/1701108/000119312526182201/0001193125-26-182201-index.htm
ABEO,DEF 14A,2026-04-27T16:30:39-04:00,150,https://www.sec.gov/Archives/edgar/data/318306/000149315226019153/0001493152-26-019153-index.htm
GYRE,DEF 14A,2026-04-27T16:30:37-04:00,150,https://www.sec.gov/Archives/edgar/data/1124105/000114036126017124/0001140361-26-017124-index.htm
SLMBP,DEF 14A,2026-04-27T16:30:37-04:00,150,https://www.sec.gov/Archives/edgar/data/1032033/000119312526182200/0001193125-26-182200-index.htm
SURG,PRE 14A,2026-04-27T16:30:39-04:00,150,https://www.sec.gov/Archives/edgar/data/1392694/000149315226019152/0001493152-26-019152-index.htm
AZTR,PRE 14A,2026-04-27T16:30:37-04:00,150,https://www.sec.gov/Archives/edgar/data/1701478/000149315226019154/0001493152-26-019154-index.htm
CAPS,PRE 14A,2026-04-27T16:30:19-04:00,150,https://www.sec.gov/Archives/edgar/data/887151/000143774926013477/0001437749-26-013477-index.htm
DEA,10-Q,2026-04-27T16:30:46-04:00,150,https://www.sec.gov/Archives/edgar/data/1622194/000162219426000019/0001622194-26-000019-index.htm
SEER,DEFA14A,2026-04-27T16:30:15-04:00,150,https://www.sec.gov/Archives/edgar/data/1726445/000119312526182199/0001193125-26-182199-index.htm
WKHS,8-K,2026-04-27T16:29:49-04:00,151,https://www.sec.gov/Archives/edgar/data/1425287/000162828026027522/0001628280-26-027522-index.htm
SEI,8-K,2026-04-27T16:27:55-04:00,152,https://www.sec.gov/Archives/edgar/data/1697500/000162828026027520/0001628280-26-027520-index.htm
SEER,DEFA14A,2026-04-27T16:28:43-04:00,152,https://www.sec.gov/Archives/edgar/data/1726445/000119312526182189/0001193125-26-182189-index.htm
CAII,S-1,2026-04-27T16:27:39-04:00,153,https://www.sec.gov/Archives/edgar/data/2115404/000121390026048032/0001213900-26-048032-index.htm
CAII,S-1/A,2026-04-27T16:27:39-04:00,153,https://www.sec.gov/Archives/edgar/data/2115404/000121390026048032/0001213900-26-048032-index.htm
BBBY-WT,10-Q,2026-04-27T16:27:47-04:00,153,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000038/0001130713-26-000038-index.htm
SEER,DEFA14A,2026-04-27T16:27:37-04:00,153,https://www.sec.gov/Archives/edgar/data/1726445/000119312526182182/0001193125-26-182182-index.htm
CI,8-K,2026-04-27T16:26:35-04:00,154,https://www.sec.gov/Archives/edgar/data/1739940/000114036126017123/0001140361-26-017123-index.htm
GSCE,424B2,2026-04-27T16:26:51-04:00,154,https://www.sec.gov/Archives/edgar/data/886982/000119312526182169/0001193125-26-182169-index.htm
UHT,8-K,2026-04-27T16:25:18-04:00,155,https://www.sec.gov/Archives/edgar/data/798783/000119312526182162/0001193125-26-182162-index.htm
IFED,424B2,2026-04-27T16:25:42-04:00,155,https://www.sec.gov/Archives/edgar/data/1114446/000183988226021322/0001839882-26-021322-index.htm
VYLD,424B3,2026-04-27T16:25:09-04:00,155,https://www.sec.gov/Archives/edgar/data/19617/000121390026048031/0001213900-26-048031-index.htm
TE-WT,8-K,2026-04-27T16:24:53-04:00,156,https://www.sec.gov/Archives/edgar/data/1992243/000121390026048030/0001213900-26-048030-index.htm
SER,DEF 14A,2026-04-27T16:24:05-04:00,156,https://www.sec.gov/Archives/edgar/data/1708599/000170859926000029/0001708599-26-000029-index.htm
BFLY,DEF 14A,2026-04-27T16:23:59-04:00,156,https://www.sec.gov/Archives/edgar/data/1804176/000114036126017118/0001140361-26-017118-index.htm
SANM,10-Q,2026-04-27T16:24:23-04:00,156,https://www.sec.gov/Archives/edgar/data/897723/000089772326000025/0000897723-26-000025-index.htm
BFLY,DEFA14A,2026-04-27T16:24:34-04:00,156,https://www.sec.gov/Archives/edgar/data/1804176/000114036126017120/0001140361-26-017120-index.htm
SEER,8-K,2026-04-27T16:23:36-04:00,157,https://www.sec.gov/Archives/edgar/data/1726445/000119312526182155/0001193125-26-182155-index.htm
GABC,8-K,2026-04-27T16:23:23-04:00,157,https://www.sec.gov/Archives/edgar/data/714395/000071439526000016/0000714395-26-000016-index.htm
CLS,8-K,2026-04-27T16:23:00-04:00,157,https://www.sec.gov/Archives/edgar/data/1030894/000103089426000030/0001030894-26-000030-index.htm
AOMN,8-K,2026-04-27T16:22:46-04:00,158,https://www.sec.gov/Archives/edgar/data/1766478/000176647826000018/0001766478-26-000018-index.htm
CDP,8-K,2026-04-27T16:22:18-04:00,158,https://www.sec.gov/Archives/edgar/data/860546/000086054626000024/0000860546-26-000024-index.htm
CDR-PB,8-K,2026-04-27T16:22:01-04:00,158,https://www.sec.gov/Archives/edgar/data/761648/000076164826000012/0000761648-26-000012-index.htm
BNS,424B2,2026-04-27T16:22:46-04:00,158,https://www.sec.gov/Archives/edgar/data/9631/000183988226021321/0001839882-26-021321-index.htm
AGL,DEFA14A,2026-04-27T16:21:40-04:00,159,https://www.sec.gov/Archives/edgar/data/1831097/000162828026027515/0001628280-26-027515-index.htm
PRKR,8-K,2026-04-27T16:19:58-04:00,160,https://www.sec.gov/Archives/edgar/data/914139/000143774926013473/0001437749-26-013473-index.htm
OCFC,DEF 14A,2026-04-27T16:20:34-04:00,160,https://www.sec.gov/Archives/edgar/data/1004702/000130817926000348/0001308179-26-000348-index.htm
SNSE,DEFA14A,2026-04-27T16:20:45-04:00,160,https://www.sec.gov/Archives/edgar/data/1829802/000119312526182149/0001193125-26-182149-index.htm
AEYE,8-K,2026-04-27T16:19:48-04:00,161,https://www.sec.gov/Archives/edgar/data/1362190/000110465926049452/0001104659-26-049452-index.htm
SSD,8-K,2026-04-27T16:19:43-04:00,161,https://www.sec.gov/Archives/edgar/data/920371/000162828026027513/0001628280-26-027513-index.htm
FBK,8-K,2026-04-27T16:19:40-04:00,161,https://www.sec.gov/Archives/edgar/data/1649749/000164974926000036/0001649749-26-000036-index.htm
SNSE,DEF 14A,2026-04-27T16:19:08-04:00,161,https://www.sec.gov/Archives/edgar/data/1829802/000119312526182143/0001193125-26-182143-index.htm
DNUT,DEFA14A,2026-04-27T16:19:42-04:00,161,https://www.sec.gov/Archives/edgar/data/1857154/000119312526182145/0001193125-26-182145-index.htm
MA,DEFA14A,2026-04-27T16:19:21-04:00,161,https://www.sec.gov/Archives/edgar/data/1141391/000114139126000023/0001141391-26-000023-index.htm
AGL,8-K,2026-04-27T16:18:40-04:00,162,https://www.sec.gov/Archives/edgar/data/1831097/000162828026027512/0001628280-26-027512-index.htm
TRUP,8-K,2026-04-27T16:18:28-04:00,162,https://www.sec.gov/Archives/edgar/data/1371285/000137128526000083/0001371285-26-000083-index.htm
SCYX,DEF 14A,2026-04-27T16:18:49-04:00,162,https://www.sec.gov/Archives/edgar/data/1178253/000114036126017112/0001140361-26-017112-index.htm
TWOD,10-K,2026-04-27T16:18:52-04:00,162,https://www.sec.gov/Archives/edgar/data/1465740/000146574026000022/0001465740-26-000022-index.htm
TERN,10-K,2026-04-27T16:18:09-04:00,162,https://www.sec.gov/Archives/edgar/data/1831363/000119312526182140/0001193125-26-182140-index.htm
IMKTA,DEFA14A,2026-04-27T16:18:02-04:00,162,https://www.sec.gov/Archives/edgar/data/50493/000114036126017109/0001140361-26-017109-index.htm
ERAS,8-K,2026-04-27T16:17:23-04:00,163,https://www.sec.gov/Archives/edgar/data/1761918/000119312526182137/0001193125-26-182137-index.htm
MLM,8-K,2026-04-27T16:17:13-04:00,163,https://www.sec.gov/Archives/edgar/data/916076/000095015726000549/0000950157-26-000549-index.htm
OAK-PB,8-K,2026-04-27T16:17:05-04:00,163,https://www.sec.gov/Archives/edgar/data/1403528/000140352826000019/0001403528-26-000019-index.htm
TFII,6-K,2026-04-27T16:17:18-04:00,163,https://www.sec.gov/Archives/edgar/data/1588823/000119312526182136/0001193125-26-182136-index.htm
DNUT,DEF 14A,2026-04-27T16:17:35-04:00,163,https://www.sec.gov/Archives/edgar/data/1857154/000119312526182138/0001193125-26-182138-index.htm
T-PC,10-Q,2026-04-27T16:17:53-04:00,163,https://www.sec.gov/Archives/edgar/data/732717/000073271726000206/0000732717-26-000206-index.htm
CTOS,10-Q,2026-04-27T16:17:14-04:00,163,https://www.sec.gov/Archives/edgar/data/1709682/000170968226000018/0001709682-26-000018-index.htm
LAB,DEFA14A,2026-04-27T16:17:10-04:00,163,https://www.sec.gov/Archives/edgar/data/1162194/000114036126017107/0001140361-26-017107-index.htm
SEAT,DEFA14A,2026-04-27T16:17:00-04:00,163,https://www.sec.gov/Archives/edgar/data/1856031/000114036126017106/0001140361-26-017106-index.htm
LEVI,8-K,2026-04-27T16:16:01-04:00,164,https://www.sec.gov/Archives/edgar/data/94845/000009484526000027/0000094845-26-000027-index.htm
ASTE,8-K,2026-04-27T16:15:59-04:00,164,https://www.sec.gov/Archives/edgar/data/792987/000079298726000020/0000792987-26-000020-index.htm
TGT,DEF 14A,2026-04-27T16:16:29-04:00,164,https://www.sec.gov/Archives/edgar/data/27419/000162828026027508/0001628280-26-027508-index.htm
CPNG,DEF 14A,2026-04-27T16:15:55-04:00,164,https://www.sec.gov/Archives/edgar/data/1834584/000114036126017102/0001140361-26-017102-index.htm
SRG-PA,DEFA14A,2026-04-27T16:16:30-04:00,164,https://www.sec.gov/Archives/edgar/data/1628063/000117494726000520/0001174947-26-000520-index.htm
CPNG,DEFA14A,2026-04-27T16:16:29-04:00,164,https://www.sec.gov/Archives/edgar/data/1834584/000114036126017105/0001140361-26-017105-index.htm
VERX,DEFA14A,2026-04-27T16:16:23-04:00,164,https://www.sec.gov/Archives/edgar/data/1806837/000110465926049446/0001104659-26-049446-index.htm
BCPC,DEFA14A,2026-04-27T16:16:18-04:00,164,https://www.sec.gov/Archives/edgar/data/9326/000114036126017104/0001140361-26-017104-index.htm
BSY,8-K,2026-04-27T16:15:43-04:00,165,https://www.sec.gov/Archives/edgar/data/1031308/000110465926049444/0001104659-26-049444-index.htm
CMG,8-K,2026-04-27T16:15:39-04:00,165,https://www.sec.gov/Archives/edgar/data/1058090/000105809026000024/0001058090-26-000024-index.htm
CHEV,8-K,2026-04-27T16:15:25-04:00,165,https://www.sec.gov/Archives/edgar/data/1459188/000121390026048021/0001213900-26-048021-index.htm
LEVI,8-K,2026-04-27T16:15:22-04:00,165,https://www.sec.gov/Archives/edgar/data/94845/000009484526000026/0000094845-26-000026-index.htm
FOSL,8-K,2026-04-27T16:15:21-04:00,165,https://www.sec.gov/Archives/edgar/data/883569/000088356926000032/0000883569-26-000032-index.htm
BAH,8-K,2026-04-27T16:15:16-04:00,165,https://www.sec.gov/Archives/edgar/data/1443646/000144364626000007/0001443646-26-000007-index.htm
SKY,8-K,2026-04-27T16:15:14-04:00,165,https://www.sec.gov/Archives/edgar/data/90896/000119312526182121/0001193125-26-182121-index.htm
STNG,6-K,2026-04-27T16:15:50-04:00,165,https://www.sec.gov/Archives/edgar/data/1483934/000148393426000038/0001483934-26-000038-index.htm
BNZI,424B3,2026-04-27T16:15:30-04:00,165,https://www.sec.gov/Archives/edgar/data/1826011/000149315226019139/0001493152-26-019139-index.htm
BNZI,424B3,2026-04-27T16:15:29-04:00,165,https://www.sec.gov/Archives/edgar/data/1826011/000149315226019140/0001493152-26-019140-index.htm
SEAT,DEF 14A,2026-04-27T16:15:50-04:00,165,https://www.sec.gov/Archives/edgar/data/1856031/000114036126017103/0001140361-26-017103-index.htm
LAB,DEF 14A,2026-04-27T16:15:48-04:00,165,https://www.sec.gov/Archives/edgar/data/1162194/000114036126017100/0001140361-26-017100-index.htm
SRG-PA,DEF 14A,2026-04-27T16:15:39-04:00,165,https://www.sec.gov/Archives/edgar/data/1628063/000117494726000519/0001174947-26-000519-index.htm
MEHA,DEF 14A,2026-04-27T16:15:38-04:00,165,https://www.sec.gov/Archives/edgar/data/1837254/000121390026048022/0001213900-26-048022-index.htm
BCPC,DEF 14A,2026-04-27T16:15:38-04:00,165,https://www.sec.gov/Archives/edgar/data/9326/000114036126017099/0001140361-26-017099-index.htm
VERX,DEF 14A,2026-04-27T16:15:21-04:00,165,https://www.sec.gov/Archives/edgar/data/1806837/000110465926049441/0001104659-26-049441-index.htm
CTOS,8-K,2026-04-27T16:14:41-04:00,166,https://www.sec.gov/Archives/edgar/data/1709682/000170968226000017/0001709682-26-000017-index.htm
CCK,8-K,2026-04-27T16:14:07-04:00,166,https://www.sec.gov/Archives/edgar/data/1219601/000162828026027502/0001628280-26-027502-index.htm
VTMX,6-K,2026-04-27T16:14:25-04:00,166,https://www.sec.gov/Archives/edgar/data/1969373/000095010326006223/0000950103-26-006223-index.htm
ALDX,DEFA14A,2026-04-27T16:13:54-04:00,166,https://www.sec.gov/Archives/edgar/data/1341235/000119312526182118/0001193125-26-182118-index.htm
RNGR,8-K,2026-04-27T16:13:09-04:00,167,https://www.sec.gov/Archives/edgar/data/1699039/000162828026027500/0001628280-26-027500-index.htm
REAL,DEF 14A,2026-04-27T16:13:22-04:00,167,https://www.sec.gov/Archives/edgar/data/1573221/000157322126000036/0001573221-26-000036-index.htm
MA,DEF 14A,2026-04-27T16:13:03-04:00,167,https://www.sec.gov/Archives/edgar/data/1141391/000114139126000021/0001141391-26-000021-index.htm
TSEOF,10-K,2026-04-27T16:13:19-04:00,167,https://www.sec.gov/Archives/edgar/data/1519061/000110465926049440/0001104659-26-049440-index.htm
REAL,DEFA14A,2026-04-27T16:13:51-04:00,167,https://www.sec.gov/Archives/edgar/data/1573221/000157322126000037/0001573221-26-000037-index.htm
BULL,424B3,2026-04-27T16:12:11-04:00,168,https://www.sec.gov/Archives/edgar/data/1866364/000121390026048019/0001213900-26-048019-index.htm
SNDA,DEFA14A,2026-04-27T16:11:57-04:00,168,https://www.sec.gov/Archives/edgar/data/1043000/000119312526182108/0001193125-26-182108-index.htm
AMKR,8-K,2026-04-27T16:11:18-04:00,169,https://www.sec.gov/Archives/edgar/data/1047127/000104712726000017/0001047127-26-000017-index.htm
PK,8-K,2026-04-27T16:11:02-04:00,169,https://www.sec.gov/Archives/edgar/data/1617406/000161740626000025/0001617406-26-000025-index.htm
CBNK,8-K,2026-04-27T16:10:55-04:00,169,https://www.sec.gov/Archives/edgar/data/1419536/000141953626000097/0001419536-26-000097-index.htm
