kind,ticker,name,form,filed,accession,captured_at
restatement,NXXT,"NEXTNRG, INC.  (NXXT)  (CIK 0001817004)",8-K,2026-04-23,0001493152-26-018757:form8-k.htm,2026-04-27T22:53:26Z
non_reliance,TBRG,"TruBridge, Inc.  (TBRG)  (CIK 0001169445)",8-K,2026-04-23,0001193125-26-172139:d46312dex21.htm,2026-04-27T22:53:26Z
audit_opinion,MNTR,"Mentor Capital, Inc.  (MNTR)  (CIK 0001599117)",8-K,2026-04-23,0001493152-26-018614:form8-k.htm,2026-04-27T22:53:26Z
audit_opinion,,"FGI Industries Ltd.  (FGI, FGIWW)  (CIK 0001864943)",8-K,2026-04-23,0001628280-26-026841:fgi-20260420.htm,2026-04-27T22:53:26Z
adverse_opinion,MNTR,"Mentor Capital, Inc.  (MNTR)  (CIK 0001599117)",8-K,2026-04-23,0001493152-26-018614:form8-k.htm,2026-04-27T22:53:26Z
adverse_opinion,,"FGI Industries Ltd.  (FGI, FGIWW)  (CIK 0001864943)",8-K,2026-04-23,0001628280-26-026841:fgi-20260420.htm,2026-04-27T22:53:26Z
valuation_allowance,TEL,TE Connectivity plc  (TEL)  (CIK 0001385157),8-K,2026-04-22,0001104659-26-046285:tel-20260422xex99d1.htm,2026-04-27T22:53:26Z
valuation_allowance,TEL,TE Connectivity plc  (TEL)  (CIK 0001385157),8-K,2026-04-22,0001104659-26-046285:tel-20260422xex99d2.htm,2026-04-27T22:53:26Z
substantial_doubt,,"QuasarEdge Acquisition Corp  (QRED, QRED-UN)  (CIK 0002085177)",8-K,2026-04-22,0001829126-26-003763:quasaredgeacq_ex99-1.htm,2026-04-27T22:53:26Z
restatement,,BMW AUTO LEASING LLC  (CIK 0001126530),8-K,2026-04-22,0000929638-26-001548:exhibit5-2.htm,2026-04-27T22:53:26Z
non_reliance,HIVE,HIVE Digital Technologies Ltd.  (HIVE)  (CIK 0001720424),8-K,2026-04-22,0001062993-26-002077:exhibit10-1.htm,2026-04-27T22:53:26Z
going_concern,,"QuasarEdge Acquisition Corp  (QRED, QRED-UN)  (CIK 0002085177)",8-K,2026-04-22,0001829126-26-003763:quasaredgeacq_ex99-1.htm,2026-04-27T22:53:26Z
audit_opinion,ITP,"IT TECH PACKAGING, INC.  (ITP)  (CIK 0001358190)",8-K,2026-04-22,0001213900-26-046612:ea0287355-8k_ittech.htm,2026-04-27T22:53:26Z
audit_opinion,CSAI,"CLOUDASTRUCTURE, INC.  (CSAI)  (CIK 0001709628)",8-K,2026-04-22,0001683168-26-003135:cloud_8k.htm,2026-04-27T22:53:26Z
adverse_opinion,CSAI,"CLOUDASTRUCTURE, INC.  (CSAI)  (CIK 0001709628)",8-K,2026-04-22,0001683168-26-003135:cloud_8k.htm,2026-04-27T22:53:26Z
valuation_allowance,MVIS,"MICROVISION, INC.  (MVIS)  (CIK 0000065770)",8-K/A,2026-04-21,0001493152-26-018360:ex99-1.htm,2026-04-27T22:53:26Z
substantial_doubt,MVIS,"MICROVISION, INC.  (MVIS)  (CIK 0000065770)",8-K/A,2026-04-21,0001493152-26-018360:ex99-1.htm,2026-04-27T22:53:26Z
substantial_doubt,DERM,Journey Medical Corp  (DERM)  (CIK 0001867066),8-K,2026-04-21,0001104659-26-046158:tm2612310d1_ex99-1.htm,2026-04-27T22:53:26Z
restatement,DRVN,Driven Brands Holdings Inc.  (DRVN)  (CIK 0001804745),8-K,2026-04-21,0001804745-26-000026:a991drvn-preliminaryearn.htm,2026-04-27T22:53:26Z
restatement,PAXH,PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.  (PAXH)  (CIK 0001350156),8-K,2026-04-21,0001079973-26-000518:paxh_8k.htm,2026-04-27T22:53:26Z
restatement,,TOYOTA AUTO FINANCE RECEIVABLES LLC  (CIK 0001131131),8-K,2026-04-21,0000929638-26-001539:exhibit5-2.htm,2026-04-27T22:53:26Z
non_reliance,PAXH,PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.  (PAXH)  (CIK 0001350156),8-K,2026-04-21,0001079973-26-000518:paxh_8k.htm,2026-04-27T22:53:26Z
going_concern,MVIS,"MICROVISION, INC.  (MVIS)  (CIK 0000065770)",8-K/A,2026-04-21,0001493152-26-018360:ex99-1.htm,2026-04-27T22:53:26Z
going_concern,MVIS,"MICROVISION, INC.  (MVIS)  (CIK 0000065770)",8-K/A,2026-04-21,0001493152-26-018360:ex23-1.htm,2026-04-27T22:53:26Z
going_concern,PCOK,"Pacific Oak Strategic Opportunity REIT, Inc.  (PCOK)  (CIK 0001452936)",8-K,2026-04-21,0001452936-26-000021:bviq42025ex992.htm,2026-04-27T22:53:26Z
going_concern,,"Maywood Acquisition Corp. 2  (MYX, MYXXU)  (CIK 0002080087)",8-K,2026-04-21,0001477932-26-002445:mayau_ex991.htm,2026-04-27T22:53:26Z
audit_opinion,,"KiNRG, Inc.  (CIK 0000095572)",8-K,2026-04-21,0001213900-26-045740:ea0286730-8k_kinrginc.htm,2026-04-27T22:53:26Z
adverse_opinion,,"Amprius Technologies, Inc.  (AMPX, AMPX-WT)  (CIK 0001899287)",8-K,2026-04-21,0001899287-26-000022:ampx-20260417.htm,2026-04-27T22:53:26Z
adverse_opinion,,"KiNRG, Inc.  (CIK 0000095572)",8-K,2026-04-21,0001213900-26-045740:ea0286730-8k_kinrginc.htm,2026-04-27T22:53:26Z
valuation_allowance,CEG,Constellation Energy Corp  (CEG)  (CIK 0001868275),8-K/A,2026-04-20,0001104659-26-045036:tm2611747d1_ex99-1.htm,2026-04-27T22:53:26Z
substantial_doubt,HGTXU,HUGOTON ROYALTY TRUST  (HGTXU)  (CIK 0000862022),8-K,2026-04-20,0001193125-26-163137:hgtxu-ex99_1.htm,2026-04-27T22:53:26Z
substantial_doubt,,"Stardust Power Inc.  (SDST, SDSTW)  (CIK 0001831979)",8-K,2026-04-20,0001493152-26-018020:ex99-1.htm,2026-04-27T22:53:26Z
restatement,SMCI,"Super Micro Computer, Inc.  (SMCI)  (CIK 0001375365)",8-K,2026-04-20,0001375365-26-000012:smci-20260415.htm,2026-04-27T22:53:26Z
restatement,AKR,ACADIA REALTY TRUST  (AKR)  (CIK 0000899629),8-K,2026-04-20,0001104659-26-045244:tm2612083d1_ex10-1.htm,2026-04-27T22:53:26Z
restatement,ALMR,"Alamar Biosciences, Inc.  (ALMR)  (CIK 0002104204)",8-K,2026-04-20,0001193125-26-163921:d103481d8k.htm,2026-04-27T22:53:26Z
non_reliance,,"Archimedes Tech SPAC Partners II Co.  (ATII, ATIIU, ATIIW)  (CIK 0002028516)",8-K,2026-04-20,0001437749-26-012856:ex_947684.htm,2026-04-27T22:53:26Z
non_reliance,SYY,SYSCO CORP  (SYY)  (CIK 0000096021),8-K,2026-04-20,0001193125-26-164087:d290779dex101.htm,2026-04-27T22:53:26Z
non_reliance,,"Piermont Valley Acquisition Corp  (CMCAF, CMCUF, CMCWF)  (CIK 0001865248)",8-K,2026-04-20,0001477932-26-002395:cmca_ex21.htm,2026-04-27T22:53:26Z
going_concern,HGTXU,HUGOTON ROYALTY TRUST  (HGTXU)  (CIK 0000862022),8-K,2026-04-20,0001193125-26-163137:hgtxu-ex99_1.htm,2026-04-27T22:53:26Z
going_concern,,"Stardust Power Inc.  (SDST, SDSTW)  (CIK 0001831979)",8-K,2026-04-20,0001493152-26-018020:ex99-1.htm,2026-04-27T22:53:26Z
audit_opinion,HYFM,"HYDROFARM HOLDINGS GROUP, INC.  (HYFM)  (CIK 0001695295)",8-K,2026-04-20,0001437749-26-012705:hyfm20260415_8k.htm,2026-04-27T22:53:26Z
audit_opinion,DMRA,"Damora Therapeutics, Inc.  (DMRA)  (CIK 0001800315)",8-K,2026-04-20,0001193125-26-163909:dmra-20260417.htm,2026-04-27T22:53:26Z
adverse_opinion,HYFM,"HYDROFARM HOLDINGS GROUP, INC.  (HYFM)  (CIK 0001695295)",8-K,2026-04-20,0001437749-26-012705:hyfm20260415_8k.htm,2026-04-27T22:53:26Z
adverse_opinion,DMRA,"Damora Therapeutics, Inc.  (DMRA)  (CIK 0001800315)",8-K,2026-04-20,0001193125-26-163909:dmra-20260417.htm,2026-04-27T22:53:26Z
valuation_allowance,ENBP,ENB Financial Corp  (ENBP)  (CIK 0001437479),8-K/A,2026-04-17,0001174947-26-000488:ex99-1.htm,2026-04-27T22:53:26Z
substantial_doubt,HGTXU,HUGOTON ROYALTY TRUST  (HGTXU)  (CIK 0000862022),8-K,2026-04-17,0001193125-26-161712:hgt_-_dismissal_of_audit.htm,2026-04-27T22:53:26Z
substantial_doubt,,"Volato Group, Inc.  (SOAR, SOARW)  (CIK 0001853070)",8-K,2026-04-17,0001493152-26-017829:form8-k.htm,2026-04-27T22:53:26Z
substantial_doubt,,"LanzaTech Global, Inc.  (LNZA, LNZAW)  (CIK 0001843724)",8-K/A,2026-04-17,0001628280-26-025865:amci-20260410.htm,2026-04-27T22:53:26Z
substantial_doubt,QUBT,Quantum Computing Inc.  (QUBT)  (CIK 0001758009),8-K/A,2026-04-17,0001213900-26-045225:ea028674901ex99-2.htm,2026-04-27T22:53:26Z
restatement,TDG,TransDigm Group INC  (TDG)  (CIK 0001260221),8-K,2026-04-17,0001193125-26-161564:d108525dex101.htm,2026-04-27T22:53:26Z
restatement,ARXS,"Arxis, Inc.  (ARXS)  (CIK 0002093536)",8-K,2026-04-17,0001193125-26-161805:d15141d8k.htm,2026-04-27T22:53:26Z
non_reliance,,"T1 Energy Inc.  (TE, TE-WT)  (CIK 0001992243)",8-K,2026-04-17,0001213900-26-045173:ea028661001ex5-1.htm,2026-04-27T22:53:26Z
non_reliance,COMP,"Compass, Inc.  (COMP)  (CIK 0001563190)",8-K,2026-04-17,0001563190-26-000089:exhibit101-putagreementdat.htm,2026-04-27T22:53:26Z
going_concern,,"Volato Group, Inc.  (SOAR, SOARW)  (CIK 0001853070)",8-K,2026-04-17,0001493152-26-017829:form8-k.htm,2026-04-27T22:53:26Z
going_concern,DCH,Dauch Corp  (DCH)  (CIK 0001062231),8-K/A,2026-04-17,0001104659-26-044910:tm2611849d1_ex99-1.htm,2026-04-27T22:53:26Z
going_concern,RDN,RADIAN GROUP INC  (RDN)  (CIK 0000890926),8-K/A,2026-04-17,0001193125-26-161776:rdn-ex99_1.htm,2026-04-27T22:53:26Z
going_concern,QUBT,Quantum Computing Inc.  (QUBT)  (CIK 0001758009),8-K/A,2026-04-17,0001213900-26-045225:ea028674901ex99-2.htm,2026-04-27T22:53:26Z
audit_opinion,FIP,FTAI Infrastructure Inc.  (FIP)  (CIK 0001899883),8-K,2026-04-17,0001140361-26-015294:ef20070825_8k.htm,2026-04-27T22:53:26Z
audit_opinion,GWTI,"GREENWAY TECHNOLOGIES, INC. & SUBSIDIARIES  (GWTI)  (CIK 0001572386)",8-K,2026-04-17,0001493152-26-017801:form8-k.htm,2026-04-27T22:53:26Z
audit_opinion,,"Volato Group, Inc.  (SOAR, SOARW)  (CIK 0001853070)",8-K,2026-04-17,0001493152-26-017829:form8-k.htm,2026-04-27T22:53:26Z
adverse_opinion,CRWE,"Crown Equity Holdings, Inc.  (CRWE)  (CIK 0001103833)",8-K,2026-04-17,0001477932-26-002377:crwe_8k.htm,2026-04-27T22:53:26Z
adverse_opinion,HGTXU,HUGOTON ROYALTY TRUST  (HGTXU)  (CIK 0000862022),8-K,2026-04-17,0001193125-26-161712:hgt_-_dismissal_of_audit.htm,2026-04-27T22:53:26Z
adverse_opinion,FIP,FTAI Infrastructure Inc.  (FIP)  (CIK 0001899883),8-K,2026-04-17,0001140361-26-015294:ef20070825_8k.htm,2026-04-27T22:53:26Z
adverse_opinion,GTII,"GLOBAL TECH INDUSTRIES GROUP, INC.  (GTII)  (CIK 0000356590)",8-K,2026-04-17,0001493152-26-017768:form8-k.htm,2026-04-27T22:53:26Z
adverse_opinion,GWTI,"GREENWAY TECHNOLOGIES, INC. & SUBSIDIARIES  (GWTI)  (CIK 0001572386)",8-K,2026-04-17,0001493152-26-017801:form8-k.htm,2026-04-27T22:53:26Z
substantial_doubt,HNOI,"HNO International, Inc.  (HNOI)  (CIK 0001342916)",8-K,2026-04-16,0001342916-26-000019:hnoi8k401.htm,2026-04-27T22:53:26Z
substantial_doubt,,"LanzaTech Global, Inc.  (LNZA, LNZAW)  (CIK 0001843724)",8-K,2026-04-16,0001628280-26-025564:amci-20260410.htm,2026-04-27T22:53:26Z
substantial_doubt,,"BuzzFeed, Inc.  (BZFD, BZFDW)  (CIK 0001828972)",8-K,2026-04-16,0001828972-26-000033:bzfd-20260413.htm,2026-04-27T22:53:26Z
restatement,,"OppFi Inc.  (OPFI, OPFI-WT)  (CIK 0001818502)",8-K,2026-04-16,0001818502-26-000023:exhibit101_blueowl-opploan.htm,2026-04-27T22:53:26Z
non_reliance,,"Audax Private Credit Fund, LLC  (CIK 0002033362)",8-K,2026-04-16,0001193125-26-158197:ck0002033362-ex10_1.htm,2026-04-27T22:53:26Z
audit_opinion,HNOI,"HNO International, Inc.  (HNOI)  (CIK 0001342916)",8-K,2026-04-16,0001342916-26-000019:hnoi8k401.htm,2026-04-27T22:53:26Z
audit_opinion,,"Viskase Holdings, Inc.  (ENZN, ENZND)  (CIK 0000727510)",8-K,2026-04-16,0001104659-26-044420:tm2611998d1_8k.htm,2026-04-27T22:53:26Z
audit_opinion,AUTL,Autolus Therapeutics plc  (AUTL)  (CIK 0001730463),8-K,2026-04-16,0001730463-26-000049:autl-20260414.htm,2026-04-27T22:53:26Z
audit_opinion,,"LanzaTech Global, Inc.  (LNZA, LNZAW)  (CIK 0001843724)",8-K,2026-04-16,0001628280-26-025564:amci-20260410.htm,2026-04-27T22:53:26Z
audit_opinion,,"BuzzFeed, Inc.  (BZFD, BZFDW)  (CIK 0001828972)",8-K,2026-04-16,0001828972-26-000033:bzfd-20260413.htm,2026-04-27T22:53:26Z
adverse_opinion,HNOI,"HNO International, Inc.  (HNOI)  (CIK 0001342916)",8-K,2026-04-16,0001342916-26-000019:hnoi8k401.htm,2026-04-27T22:53:26Z
adverse_opinion,,"Viskase Holdings, Inc.  (ENZN, ENZND)  (CIK 0000727510)",8-K,2026-04-16,0001104659-26-044420:tm2611998d1_8k.htm,2026-04-27T22:53:26Z
adverse_opinion,AUTL,Autolus Therapeutics plc  (AUTL)  (CIK 0001730463),8-K,2026-04-16,0001730463-26-000049:autl-20260414.htm,2026-04-27T22:53:26Z
adverse_opinion,,"LanzaTech Global, Inc.  (LNZA, LNZAW)  (CIK 0001843724)",8-K,2026-04-16,0001628280-26-025564:amci-20260410.htm,2026-04-27T22:53:26Z
adverse_opinion,,"BuzzFeed, Inc.  (BZFD, BZFDW)  (CIK 0001828972)",8-K,2026-04-16,0001828972-26-000033:bzfd-20260413.htm,2026-04-27T22:53:26Z
valuation_allowance,RHNO,RHINO BITCOIN INC.  (RHNO)  (CIK 0001785493),8-K/A,2026-04-15,0001493152-26-016826:ex99-3.htm,2026-04-27T22:53:26Z
valuation_allowance,SNSE,"Sensei Biotherapeutics, Inc.  (SNSE)  (CIK 0001829802)",8-K/A,2026-04-15,0001193125-26-157038:d40329dex993.htm,2026-04-27T22:53:26Z
substantial_doubt,SNSE,"Sensei Biotherapeutics, Inc.  (SNSE)  (CIK 0001829802)",8-K/A,2026-04-15,0001193125-26-157038:d40329dex993.htm,2026-04-27T22:53:26Z
restatement,OTTR,Otter Tail Corp  (OTTR)  (CIK 0001466593),8-K,2026-04-15,0001466593-26-000040:ottr-20260413.htm,2026-04-27T22:53:26Z
non_reliance,ECL,ECOLAB INC.  (ECL)  (CIK 0000031462),8-K,2026-04-15,0001104659-26-043821:ecl-20260410xex10d1.htm,2026-04-27T22:53:26Z
non_reliance,,"FORD MOTOR CO  (F, F-PB, F-PC, F-PD)  (CIK 0000037996)",8-K,2026-04-15,0000037996-26-000079:exhibit102april152026.htm,2026-04-27T22:53:26Z
non_reliance,,"FORD MOTOR CO  (F, F-PB, F-PC, F-PD)  (CIK 0000037996)",8-K,2026-04-15,0000037996-26-000079:exhibit103april152026.htm,2026-04-27T22:53:26Z
going_concern,RHNO,RHINO BITCOIN INC.  (RHNO)  (CIK 0001785493),8-K/A,2026-04-15,0001493152-26-016826:ex99-3.htm,2026-04-27T22:53:26Z
going_concern,TMGI,"Transglobal Management Group, Inc.  (TMGI)  (CIK 0001434601)",8-K,2026-04-15,0001683168-26-002955:tmgi_8k.htm,2026-04-27T22:53:26Z
going_concern,TMGI,"Transglobal Management Group, Inc.  (TMGI)  (CIK 0001434601)",8-K,2026-04-15,0001683168-26-002955:tmgi_ex1002.htm,2026-04-27T22:53:26Z
going_concern,SNSE,"Sensei Biotherapeutics, Inc.  (SNSE)  (CIK 0001829802)",8-K/A,2026-04-15,0001193125-26-157038:d40329dex993.htm,2026-04-27T22:53:26Z
going_concern,SUNE,"SUNation Energy, Inc.  (SUNE)  (CIK 0000022701)",8-K,2026-04-15,0001213900-26-043846:ea0286436-8k_sunation.htm,2026-04-27T22:53:26Z
audit_opinion,CHGG,"CHEGG, INC  (CHGG)  (CIK 0001364954)",8-K,2026-04-15,0001364954-26-000030:chgg-20260413.htm,2026-04-27T22:53:26Z
adverse_opinion,CHGG,"CHEGG, INC  (CHGG)  (CIK 0001364954)",8-K,2026-04-15,0001364954-26-000030:chgg-20260413.htm,2026-04-27T22:53:26Z
valuation_allowance,WERN,WERNER ENTERPRISES INC  (WERN)  (CIK 0000793074),8-K/A,2026-04-14,0000793074-26-000090:wern-20260127ex992.htm,2026-04-27T22:53:26Z
valuation_allowance,WERN,WERNER ENTERPRISES INC  (WERN)  (CIK 0000793074),8-K/A,2026-04-14,0000793074-26-000090:wern-20260127ex991.htm,2026-04-27T22:53:26Z
valuation_allowance,SERV,Serve Robotics Inc. /DE/  (SERV)  (CIK 0001832483),8-K/A,2026-04-14,0001213900-26-043149:ea028305301ex99-1.htm,2026-04-27T22:53:26Z
valuation_allowance,RMIX,"Suncrete, Inc.  (RMIX)  (CIK 0002094433)",8-K,2026-04-14,0001104659-26-043237:tm2611641d1_ex99-5.htm,2026-04-27T22:53:26Z
valuation_allowance,,"Haymaker Acquisition Corp. 4  (HYAC, HYAC-UN, HYAC-WT)  (CIK 0001970509)",8-K,2026-04-14,0001104659-26-043241:tm2611641d1_ex99-5.htm,2026-04-27T22:53:26Z
substantial_doubt,,"Haymaker Acquisition Corp. 4  (HYAC, HYAC-UN, HYAC-WT)  (CIK 0001970509)",8-K,2026-04-14,0001104659-26-043241:tm2611641d1_ex99-1.htm,2026-04-27T22:53:26Z
substantial_doubt,RMIX,"Suncrete, Inc.  (RMIX)  (CIK 0002094433)",8-K,2026-04-14,0001104659-26-043237:tm2611641d1_ex99-1.htm,2026-04-27T22:53:26Z
substantial_doubt,SERV,Serve Robotics Inc. /DE/  (SERV)  (CIK 0001832483),8-K/A,2026-04-14,0001213900-26-043149:ea028305301ex99-1.htm,2026-04-27T22:53:26Z
substantial_doubt,WERN,WERNER ENTERPRISES INC  (WERN)  (CIK 0000793074),8-K/A,2026-04-14,0000793074-26-000090:wern-20260127ex991.htm,2026-04-27T22:53:26Z
substantial_doubt,RMIX,"Suncrete, Inc.  (RMIX)  (CIK 0002094433)",8-K,2026-04-14,0001104659-26-043237:tm2611641d1_ex99-5.htm,2026-04-27T22:53:26Z
substantial_doubt,,"Haymaker Acquisition Corp. 4  (HYAC, HYAC-UN, HYAC-WT)  (CIK 0001970509)",8-K,2026-04-14,0001104659-26-043241:tm2611641d1_ex99-5.htm,2026-04-27T22:53:26Z
restatement,,"Rain Enhancement Technologies Holdco, Inc.  (RAIN, RAINW)  (CIK 0002028293)",8-K,2026-04-14,0001213900-26-043544:ea0286060-8k_rain.htm,2026-04-27T22:53:26Z
restatement,ARAI,Arrive AI Inc.  (ARAI)  (CIK 0001818274),8-K,2026-04-14,0001493152-26-016556:form8-k.htm,2026-04-27T22:53:26Z
restatement,VERI,"Veritone, Inc.  (VERI)  (CIK 0001615165)",8-K,2026-04-14,0001628280-26-025100:veri-20260408.htm,2026-04-27T22:53:26Z
non_reliance,,"Nature's Miracle Holding Inc.  (NMHI, NMHIW)  (CIK 0001947861)",8-K,2026-04-14,0001213900-26-043181:ea0286129-8k_natures.htm,2026-04-27T22:53:26Z
non_reliance,ARAI,Arrive AI Inc.  (ARAI)  (CIK 0001818274),8-K,2026-04-14,0001493152-26-016556:form8-k.htm,2026-04-27T22:53:26Z
non_reliance,,"SunPower Inc.  (SPWR, SPWRW)  (CIK 0001838987)",8-K,2026-04-14,0001213900-26-043530:ea0286264-8k_sunpower.htm,2026-04-27T22:53:26Z
non_reliance,,"Rain Enhancement Technologies Holdco, Inc.  (RAIN, RAINW)  (CIK 0002028293)",8-K,2026-04-14,0001213900-26-043544:ea0286060-8k_rain.htm,2026-04-27T22:53:26Z
non_reliance,VERI,"Veritone, Inc.  (VERI)  (CIK 0001615165)",8-K,2026-04-14,0001628280-26-025100:veri-20260408.htm,2026-04-27T22:53:26Z
non_reliance,LCID,"Lucid Group, Inc.  (LCID)  (CIK 0001811210)",8-K,2026-04-14,0001104659-26-042847:tm2611666d2_ex10-1.htm,2026-04-27T22:53:26Z
non_reliance,CRWV,"CoreWeave, Inc.  (CRWV)  (CIK 0001769628)",8-K,2026-04-14,0001769628-26-000164:ex102.htm,2026-04-27T22:53:26Z
non_reliance,CRWV,"CoreWeave, Inc.  (CRWV)  (CIK 0001769628)",8-K,2026-04-14,0001769628-26-000164:ex101.htm,2026-04-27T22:53:26Z
going_concern,,"Haymaker Acquisition Corp. 4  (HYAC, HYAC-UN, HYAC-WT)  (CIK 0001970509)",8-K,2026-04-14,0001104659-26-043241:tm2611641d1_ex99-1.htm,2026-04-27T22:53:26Z
going_concern,RMIX,"Suncrete, Inc.  (RMIX)  (CIK 0002094433)",8-K,2026-04-14,0001104659-26-043237:tm2611641d1_ex99-1.htm,2026-04-27T22:53:26Z
going_concern,SERV,Serve Robotics Inc. /DE/  (SERV)  (CIK 0001832483),8-K/A,2026-04-14,0001213900-26-043149:ea028305301ex99-1.htm,2026-04-27T22:53:26Z
going_concern,,"Apogee Acquisition Corp  (AACP, AACPU)  (CIK 0002102123)",8-K,2026-04-14,0001213900-26-043615:ea028584501ex99-1.htm,2026-04-27T22:53:26Z
audit_opinion,BGFR,BestGofer Inc.  (BGFR)  (CIK 0001722556),8-K,2026-04-14,0001722556-26-000006:bgof-20260408_8k.htm,2026-04-27T22:53:26Z
audit_opinion,QMCI,QUOTEMEDIA INC  (QMCI)  (CIK 0001101433),8-K,2026-04-14,0001654954-26-003496:qmci_8k.htm,2026-04-27T22:53:26Z
adverse_opinion,BGFR,BestGofer Inc.  (BGFR)  (CIK 0001722556),8-K,2026-04-14,0001722556-26-000006:bgof-20260408_8k.htm,2026-04-27T22:53:26Z
adverse_opinion,BRID,BRIDGFORD FOODS CORP  (BRID)  (CIK 0000014177),8-K,2026-04-14,0001493152-26-016410:form8-k.htm,2026-04-27T22:53:26Z
adverse_opinion,QMCI,QUOTEMEDIA INC  (QMCI)  (CIK 0001101433),8-K,2026-04-14,0001654954-26-003496:qmci_8k.htm,2026-04-27T22:53:26Z
valuation_allowance,GRDX,GridAI Technologies Corp.  (GRDX)  (CIK 0001604191),8-K/A,2026-04-13,0001104659-26-042177:tm2611367d1_ex99-1.htm,2026-04-27T22:53:26Z
substantial_doubt,GRDX,GridAI Technologies Corp.  (GRDX)  (CIK 0001604191),8-K/A,2026-04-13,0001104659-26-042177:tm2611367d1_ex99-1.htm,2026-04-27T22:53:26Z
substantial_doubt,,"Stardust Power Inc.  (SDST, SDSTW)  (CIK 0001831979)",8-K,2026-04-13,0001493152-26-016290:ex99-1.htm,2026-04-27T22:53:26Z
going_concern,GRDX,GridAI Technologies Corp.  (GRDX)  (CIK 0001604191),8-K/A,2026-04-13,0001104659-26-042177:tm2611367d1_ex99-1.htm,2026-04-27T22:53:26Z
going_concern,,"Stardust Power Inc.  (SDST, SDSTW)  (CIK 0001831979)",8-K,2026-04-13,0001493152-26-016290:ex99-1.htm,2026-04-27T22:53:26Z
going_concern,GRDX,GridAI Technologies Corp.  (GRDX)  (CIK 0001604191),8-K/A,2026-04-13,0001104659-26-042177:tm2611367d1_ex23-1.htm,2026-04-27T22:53:26Z
non_reliance,,"Dynamix Corp  (ETHM, ETHMU, ETHMW)  (CIK 0002028699)",8-K,2026-04-10,0001213900-26-042469:ea028570101ex10-1.htm,2026-04-27T22:53:26Z
audit_opinion,JFIL,"Jubilant Flame International, Ltd  (JFIL)  (CIK 0001517389)",8-K,2026-04-10,0001477932-26-002115:jfil_8k.htm,2026-04-27T22:53:26Z
