state,ori,county,agency_name,agency_type,nibrs,nibrs_start,lat,lon,captured_at
TX,TX0360000,CHAMBERS,Chambers County Sheriff's Office,County,1,2018-01-01,29.7039,-94.6689,2026-04-27T17:54:22Z
TX,TX0361000,CHAMBERS,Independent School District: Barbers Hill,Other,1,2017-01-01,29.7039,-94.6689,2026-04-27T17:54:22Z
TX,TX1010100,"CHAMBERS, HARRIS",Baytown Police Department,City,1,2020-01-01,29.7610,-94.9640,2026-04-27T17:54:22Z
TX,TX0360700,"CHAMBERS, LIBERTY",Mont Belvieu Police Department,City,1,2017-01-01,29.7039,-94.6689,2026-04-27T17:54:22Z
TX,TX0371000,CHEROKEE,Alto Police Department,City,1,2024-01-01,31.8439,-95.1563,2026-04-27T17:54:22Z
TX,TX0370400,CHEROKEE,Cherokee County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0370500,CHEROKEE,Cherokee County Constable: Precinct 2,Other,1,2023-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0370600,CHEROKEE,Cherokee County Constable: Precinct 3,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0370700,CHEROKEE,Cherokee County Constable: Precinct 4,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0370000,CHEROKEE,Cherokee County Sheriff's Office,County,1,2018-01-01,31.8069,-95.1512,2026-04-27T17:54:22Z
TX,TX0371200,CHEROKEE,Cuney Police Department,City,1,2018-01-01,31.8439,-95.1563,2026-04-27T17:54:22Z
TX,TX0370100,CHEROKEE,Jacksonville Police Department,City,1,2009-06-01,31.8439,-95.1563,2026-04-27T17:54:22Z
TX,TX0370300,CHEROKEE,Rusk Police Department,City,1,2008-10-01,31.7931,-95.1504,2026-04-27T17:54:22Z
TX,TX2121500,"CHEROKEE, SMITH",Bullard Police Department,City,1,2018-06-01,32.3751,-95.2687,2026-04-27T17:54:22Z
TX,TX2120300,"CHEROKEE, SMITH",Troup Police Department,City,1,2025-01-01,32.3751,-95.2687,2026-04-27T17:54:22Z
TX,TX0380200,CHILDRESS,Childress County Constable: Precinct 1,Other,1,2024-05-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0380000,CHILDRESS,Childress County Sheriff's Office,County,1,2020-10-01,34.5293,-100.2083,2026-04-27T17:54:22Z
TX,TX0380100,CHILDRESS,Childress Police Department,City,1,2019-01-01,34.5293,-100.2083,2026-04-27T17:54:22Z
TX,TX0390300,CLAY,Clay County Constable: Precinct 1,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0390000,CLAY,Clay County Sheriff's Office,County,1,2021-01-01,33.8156,-98.1941,2026-04-27T17:54:22Z
TX,TX2430500,"CLAY, WICHITA",Wichita Falls Police Department,City,1,2020-11-01,33.9087,-98.5025,2026-04-27T17:54:22Z
TX,TX0400000,COCHRAN,Cochran County Sheriff's Office,County,1,2019-01-01,33.7252,-102.7592,2026-04-27T17:54:22Z
TX,TX0410200,COKE,Coke County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0410000,COKE,Coke County Sheriff's Office,County,1,2021-01-01,31.8771,-100.6352,2026-04-27T17:54:22Z
TX,TX0420300,COLEMAN,Coleman County Constable,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0420000,COLEMAN,Coleman County Sheriff's Office,County,1,2021-01-01,31.8310,-99.4230,2026-04-27T17:54:22Z
TX,TX0420100,COLEMAN,Coleman Police Department,City,1,2021-01-01,31.9142,-99.3466,2026-04-27T17:54:22Z
TX,TX0420200,COLEMAN,Santa Anna Police Department,City,1,2019-06-01,31.7398,-99.3235,2026-04-27T17:54:22Z
TX,TX0430100,COLLIN,Allen Police Department,City,1,2022-04-01,33.1015,-96.6724,2026-04-27T17:54:22Z
TX,TX0432400,COLLIN,Collin County Community College District,University or Co,1,2022-12-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0431000,COLLIN,Collin County Constable: Precinct 1,Other,1,2023-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0431500,COLLIN,Collin County Constable: Precinct 2,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0431200,COLLIN,Collin County Constable: Precinct 3,Other,1,2023-04-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0431300,COLLIN,Collin County Constable: Precinct 4,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0430000,COLLIN,Collin County Sheriff's Office,County,1,1997-01-01,33.2481,-96.6357,2026-04-27T17:54:22Z
TX,TX0430300,COLLIN,Farmersville Police Department,City,1,2019-04-01,33.1645,-96.3611,2026-04-27T17:54:22Z
TX,TX0430500,COLLIN,McKinney Police Department,City,1,1997-04-01,33.1947,-96.5798,2026-04-27T17:54:22Z
TX,TX0431700,COLLIN,Melissa Police Department,City,1,2018-08-01,33.1947,-96.5798,2026-04-27T17:54:22Z
TX,TX0431800,COLLIN,Murphy Police Department,City,1,2007-01-01,33.0164,-96.6128,2026-04-27T17:54:22Z
TX,TX0430900,COLLIN,Princeton Police Department,City,1,2017-01-01,33.1947,-96.5798,2026-04-27T17:54:22Z
TX,TX0571100,"COLLIN, DALLAS",Garland Police Department,City,1,2020-01-01,32.9089,-96.6558,2026-04-27T17:54:22Z
TX,TX0572000,"COLLIN, DALLAS",Richardson Police Department,City,1,2019-01-01,32.7670,-96.7784,2026-04-27T17:54:22Z
TX,TX0572100,"COLLIN, DALLAS",Sachse Police Department,City,1,2006-03-01,32.9733,-96.5862,2026-04-27T17:54:22Z
TX,TX0570400,"COLLIN, DALLAS, DENTON",Carrollton Police Department,City,1,2020-02-01,32.7670,-96.7784,2026-04-27T17:54:22Z
TX,TXDPD0000,"COLLIN, DALLAS, DENTON",Dallas Police Department,City,1,2018-03-01,32.7678,-96.7956,2026-04-27T17:54:22Z
TX,TX0430800,"COLLIN, DALLAS, ROCKWALL",Wylie Police Department,City,1,2006-12-01,33.0230,-96.5188,2026-04-27T17:54:22Z
TX,TX0430200,"COLLIN, DENTON",Celina Police Department,City,1,2018-08-01,33.3239,-96.7806,2026-04-27T17:54:22Z
TX,TX0430400,"COLLIN, DENTON",Frisco Police Department,City,1,2000-02-01,33.1947,-96.5798,2026-04-27T17:54:22Z
TX,TX0430600,"COLLIN, DENTON",Plano Police Department,City,1,2005-07-01,33.0179,-96.7023,2026-04-27T17:54:22Z
TX,TX0430700,"COLLIN, DENTON",Prosper Police Department,City,1,2019-01-01,33.1947,-96.5798,2026-04-27T17:54:22Z
TX,TX0432700,"COLLIN, HUNT",Josephine Police Department,City,1,2020-11-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1990200,"COLLIN, HUNT, ROCKWALL",Royse City Police Department,City,1,2011-12-01,32.8981,-96.4044,2026-04-27T17:54:22Z
TX,TX0440000,COLLINGSWORTH,Collingsworth County Sheriff's Office,County,1,2021-01-01,34.8560,-100.2109,2026-04-27T17:54:22Z
TX,TX0450000,COLORADO,Colorado County Sheriff's Office,County,1,2018-01-01,29.7062,-96.5528,2026-04-27T17:54:22Z
TX,TX0450100,COLORADO,Columbus Police Department,City,1,2018-12-01,29.5960,-96.5084,2026-04-27T17:54:22Z
TX,TX0450200,COLORADO,Eagle Lake Police Department,City,1,2024-01-01,29.5960,-96.5084,2026-04-27T17:54:22Z
TX,TX0450300,COLORADO,Weimar Police Department,City,1,2020-10-01,29.5960,-96.5084,2026-04-27T17:54:22Z
TX,TX0460800,COMAL,Bulverde Police Department,City,1,2018-12-01,29.8061,-98.2606,2026-04-27T17:54:22Z
TX,TX0460200,COMAL,Comal County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0460300,COMAL,Comal County Constable: Precinct 2,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0460400,COMAL,Comal County Constable: Precinct 3,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0460500,COMAL,Comal County Constable: Precinct 4,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0460000,COMAL,Comal County Sheriff's Office,County,1,2021-01-01,29.6818,-98.1505,2026-04-27T17:54:22Z
TX,TX0460700,COMAL,Garden Ridge Police Department,City,1,2018-05-01,29.8061,-98.2606,2026-04-27T17:54:22Z
TX,TX0460100,"COMAL, GUADALUPE",New Braunfels Police Department,City,1,2018-02-01,29.6924,-98.1103,2026-04-27T17:54:22Z
TX,TX0470000,COMANCHE,Comanche County Sheriff's Office,County,1,2021-01-01,31.9120,-98.6017,2026-04-27T17:54:22Z
TX,TX0470100,COMANCHE,Comanche Police Department,City,1,2019-11-01,31.8984,-98.6037,2026-04-27T17:54:22Z
TX,TX0470200,COMANCHE,De Leon Police Department,City,1,2021-09-01,32.1089,-98.5369,2026-04-27T17:54:22Z
TX,TX0480300,CONCHO,Concho County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0480000,CONCHO,Concho County Sheriff's Office,County,1,2020-02-01,31.3189,-99.8636,2026-04-27T17:54:22Z
TX,TX0490300,COOKE,Cooke County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0491200,COOKE,Cooke County Constable: Precinct 2,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0490000,COOKE,Cooke County Sheriff's Office,County,1,2019-04-01,33.6392,-97.2104,2026-04-27T17:54:22Z
TX,TX0490100,COOKE,Gainesville Police Department,City,1,2019-09-01,33.6412,-97.1466,2026-04-27T17:54:22Z
TX,TX0490800,COOKE,Oak Ridge Police Department,City,0,,33.6481,-97.0407,2026-04-27T17:54:22Z
TX,TX0490700,COOKE,Valley View Police Department,City,1,2025-09-01,33.6392,-97.2104,2026-04-27T17:54:22Z
TX,TX0500000,CORYELL,Coryell County Sheriff's Office,County,1,2020-04-01,31.4340,-97.7515,2026-04-27T17:54:22Z
TX,TX0500200,CORYELL,Gatesville Police Department,City,1,2016-09-01,31.4359,-97.7485,2026-04-27T17:54:22Z
TX,TX0500100,"CORYELL, LAMPASAS",Copperas Cove Police Department,City,1,2021-01-01,31.1223,-97.9007,2026-04-27T17:54:22Z
TX,TX0510000,COTTLE,Cottle County Sheriff's Office,County,1,2024-01-01,34.0919,-100.2764,2026-04-27T17:54:22Z
TX,TX0510100,COTTLE,Paducah Police Department,City,0,,34.0919,-100.2764,2026-04-27T17:54:22Z
TX,TX0520000,CRANE,Crane County Sheriff's Office,County,1,2018-11-01,31.4228,-102.4878,2026-04-27T17:54:22Z
TX,TX0520100,CRANE,Crane Police Department,City,1,2020-05-01,31.3973,-102.3504,2026-04-27T17:54:22Z
TX,TX0530200,CROCKETT,Crockett County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0530000,CROCKETT,Crockett County Sheriff's Office,County,1,2018-07-01,30.7175,-101.4042,2026-04-27T17:54:22Z
TX,TX0540000,CROSBY,Crosby County Sheriff's Office,County,1,2018-03-01,33.6589,-101.2394,2026-04-27T17:54:22Z
TX,TX0540100,CROSBY,Crosbyton Police Department,City,1,2021-01-01,33.6600,-101.2397,2026-04-27T17:54:22Z
TX,TX0540200,CROSBY,Lorenzo Police Department,City,0,,33.6091,-101.2987,2026-04-27T17:54:22Z
TX,TX0550000,CULBERSON,Culberson County Sheriff's Office,County,1,2024-01-01,31.4459,-104.5269,2026-04-27T17:54:22Z
TX,TX0560000,DALLAM,Dallam County Sheriff's Office,County,1,2020-05-01,36.0613,-102.5219,2026-04-27T17:54:22Z
TX,TX0560100,"DALLAM, HARTLEY",Dalhart Police Department,City,1,2019-06-01,36.2864,-102.5940,2026-04-27T17:54:22Z
TX,TX0570600,DALLAS,Cockrell Hill Police Department,City,1,2020-05-01,32.7670,-96.7784,2026-04-27T17:54:22Z
TX,TX0570800,DALLAS,DeSoto Police Department,City,1,2019-03-01,32.7670,-96.7784,2026-04-27T17:54:22Z
TX,TX0570900,DALLAS,Duncanville Police Department,City,1,2019-03-01,32.7670,-96.7784,2026-04-27T17:54:22Z
TX,TX0571000,DALLAS,Farmers Branch Police Department,City,1,2019-08-01,32.9243,-96.8555,2026-04-27T17:54:22Z
TX,TX0571300,DALLAS,Highland Park Police Department,City,1,1998-01-01,32.8289,-96.7965,2026-04-27T17:54:22Z
TX,TX0571400,DALLAS,Hutchins Police Department,City,1,2020-02-01,32.7670,-96.7784,2026-04-27T17:54:22Z
TX,TX0571500,DALLAS,Irving Police Department,City,1,2020-01-01,32.8150,-96.9500,2026-04-27T17:54:22Z
TX,TX0571700,DALLAS,Lancaster Police Department,City,1,2000-01-01,32.7670,-96.7784,2026-04-27T17:54:22Z
TX,TX0572300,DALLAS,Sunnyvale Police Department,City,1,2021-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0572400,DALLAS,University Park Police Department,City,1,2018-06-01,32.8454,-96.7973,2026-04-27T17:54:22Z
TX,TX0572600,DALLAS,University of Texas: Southwestern Medical School,University or Co,1,2020-11-01,32.8125,-96.8381,2026-04-27T17:54:22Z
TX,TX0572500,DALLAS,Wilmer Police Department,City,1,2020-08-01,32.5892,-96.6849,2026-04-27T17:54:22Z
TX,TX0570700,"DALLAS, DENTON",Coppell Police Department,City,1,2019-04-01,32.9755,-96.9925,2026-04-27T17:54:22Z
TX,TX0610600,"DALLAS, DENTON",Lewisville Police Department,City,1,2002-01-01,33.2050,-97.1190,2026-04-27T17:54:22Z
TX,TX0570500,"DALLAS, ELLIS",Cedar Hill Police Department,City,1,2019-03-01,32.7670,-96.7784,2026-04-27T17:54:22Z
TX,TX0700200,"DALLAS, ELLIS",Ferris Police Department,City,1,2021-01-01,32.5343,-96.6668,2026-04-27T17:54:22Z
TX,TX0574700,"DALLAS, ELLIS",Glenn Heights Police Department,City,1,2018-01-01,32.5650,-96.8433,2026-04-27T17:54:22Z
TX,TX0575500,"DALLAS, ELLIS",Ovilla Police Department,City,1,2020-11-01,32.5273,-96.8889,2026-04-27T17:54:22Z
TX,TX0571200,"DALLAS, ELLIS, TARRANT",Grand Prairie Police Department,City,1,2018-01-01,32.7670,-96.7784,2026-04-27T17:54:22Z
TX,TX0571800,"DALLAS, KAUFMAN",Mesquite Police Department,City,1,2018-11-01,32.7670,-96.7784,2026-04-27T17:54:22Z
TX,TX0572200,"DALLAS, KAUFMAN",Seagoville Police Department,City,1,2019-09-01,32.6495,-96.5435,2026-04-27T17:54:22Z
TX,TX0573300,"DALLAS, ROCKWALL",Rowlett Police Department,City,1,1998-01-01,32.7670,-96.7784,2026-04-27T17:54:22Z
TX,TX0580000,DAWSON,Dawson County Sheriff's Office,County,1,2019-12-01,32.7419,-101.9473,2026-04-27T17:54:22Z
TX,TX0580100,DAWSON,Lamesa Police Department,City,1,2022-01-01,32.7316,-101.9540,2026-04-27T17:54:22Z
TX,TX1530500,"DAWSON, LYNN",O'Donnell Police Department,City,1,2019-07-01,33.1784,-101.8185,2026-04-27T17:54:22Z
TX,TX0590200,DEAF SMITH,Deaf Smith County Constable,Other,1,2024-12-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0590000,DEAF SMITH,Deaf Smith County Sheriff's Office,County,1,2018-06-01,34.8174,-102.3978,2026-04-27T17:54:22Z
TX,TX0590100,DEAF SMITH,Hereford Police Department,City,1,2021-01-01,34.9408,-102.6076,2026-04-27T17:54:22Z
TX,TX0600600,DELTA,Delta County Constable: Precinct 5,Other,1,2024-11-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0600000,DELTA,Delta County Sheriff's Office,County,1,2017-09-01,33.3746,-95.6896,2026-04-27T17:54:22Z
TX,TX0600800,DELTA,Fire Marshal's Office: Delta County,Other,1,2025-04-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0600700,DELTA,Independent School District: Cooper,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0611400,DENTON,Aubrey Police Department,City,1,2020-01-01,33.3042,-96.9863,2026-04-27T17:54:22Z
TX,TX0612300,DENTON,Corinth Police Department,City,1,2019-08-01,33.1497,-97.0616,2026-04-27T17:54:22Z
TX,TX0611700,DENTON,Denton County Constable: Precinct 3,Other,1,2023-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0612100,DENTON,Denton County Constable: Precinct 4,Other,1,2023-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0610000,DENTON,Denton County Sheriff's Office,County,1,2019-08-01,33.2150,-97.1119,2026-04-27T17:54:22Z
TX,TX0612500,DENTON,Double Oak Police Department,City,1,2017-01-01,33.0626,-97.0960,2026-04-27T17:54:22Z
TX,TX0612000,DENTON,Highland Village Police Department,City,1,2018-06-01,33.2050,-97.1190,2026-04-27T17:54:22Z
TX,TX0615600,DENTON,Independent School District: Lake Dallas,Other,1,2025-05-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0611300,DENTON,Little Elm Police Department,City,1,2020-01-01,33.2050,-97.1190,2026-04-27T17:54:22Z
TX,TX0610700,DENTON,Pilot Point Police Department,City,1,2021-01-01,33.2050,-97.1190,2026-04-27T17:54:22Z
TX,TX0611500,DENTON,The Colony Police Department,City,1,2008-01-01,33.0986,-96.8801,2026-04-27T17:54:22Z
TX,TX0611100,DENTON,University of North Texas: Denton,University or Co,1,2021-01-01,33.2057,-97.1508,2026-04-27T17:54:22Z
TX,TX2201200,"DENTON, PARKER, TARRANT",Fort Worth Police Department,City,1,2005-10-01,32.7720,-97.2913,2026-04-27T17:54:22Z
TX,TX0611200,"DENTON, TARRANT",Flower Mound Police Department,City,1,2002-04-01,33.0411,-97.0445,2026-04-27T17:54:22Z
TX,TX0612900,"DENTON, TARRANT",Roanoke Police Department,City,1,2019-12-01,33.0007,-97.2218,2026-04-27T17:54:22Z
TX,TX2203200,"DENTON, TARRANT",Southlake Police Department,City,1,2020-01-01,32.9391,-97.1837,2026-04-27T17:54:22Z
TX,TX0613100,"DENTON, TARRANT",Trophy Club Police Department,City,1,2020-06-01,32.9970,-97.1879,2026-04-27T17:54:22Z
TX,TX0620100,DEWITT,Cuero Police Department,City,1,2016-11-01,29.0823,-97.3617,2026-04-27T17:54:22Z
TX,TX0620000,DEWITT,Dewitt County Sheriff's Office,County,1,2012-07-01,29.0924,-97.2890,2026-04-27T17:54:22Z
TX,TX0620900,DEWITT,Independent School District: Yorktown,Other,1,2025-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX1430300,"DEWITT, LAVACA",Yoakum Police Department,City,1,2019-01-01,29.3826,-96.9236,2026-04-27T17:54:22Z
TX,TX0630000,DICKENS,Dickens County Sheriff's Office,County,0,,33.6147,-100.7861,2026-04-27T17:54:22Z
TX,TX0630100,DICKENS,Spur Police Department,City,0,,33.4765,-100.8554,2026-04-27T17:54:22Z
TX,TX0640500,DIMMIT,Carrizo Springs Police Department,City,1,2024-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0640000,DIMMIT,Dimmit County Sheriff's Office,County,1,2021-02-01,28.5219,-99.8605,2026-04-27T17:54:22Z
TX,TX0640200,DIMMIT,Independent School District: Carrizo Springs Con,Other,1,2024-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0650000,DONLEY,Donley County Sheriff's Office,County,1,2019-12-01,34.9550,-100.8158,2026-04-27T17:54:22Z
TX,TX0660100,DUVAL,Benavides Police Department,City,0,,27.6811,-98.4974,2026-04-27T17:54:22Z
TX,TX0660000,DUVAL,Duval County Sheriff's Office,County,1,2018-01-01,27.6811,-98.4974,2026-04-27T17:54:22Z
TX,TX0660300,DUVAL,Freer Police Department,City,1,2020-09-01,27.6811,-98.4974,2026-04-27T17:54:22Z
TX,TX0660200,"DUVAL, JIM WELLS",San Diego Police Department,City,0,,27.7609,-98.2388,2026-04-27T17:54:22Z
TX,TX0671200,EASTLAND,Cisco College,University or Co,1,2021-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0670100,EASTLAND,Cisco Police Department,City,1,2018-08-01,32.3246,-98.8366,2026-04-27T17:54:22Z
TX,TX0670600,EASTLAND,Eastland County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0670700,EASTLAND,Eastland County Constable: Precinct 2,Other,1,2023-10-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0670000,EASTLAND,Eastland County Sheriff's Office,County,1,2019-01-01,32.4026,-98.8191,2026-04-27T17:54:22Z
TX,TX0670200,EASTLAND,Eastland Police Department,City,1,2017-03-01,32.3246,-98.8366,2026-04-27T17:54:22Z
TX,TX0671300,EASTLAND,Independent School District: Gorman,Other,1,2025-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0670400,EASTLAND,Ranger Police Department,City,1,2021-01-01,32.4716,-98.6830,2026-04-27T17:54:22Z
TX,TX0680000,ECTOR,Ector County Sheriff's Office,County,1,2021-01-01,31.8653,-102.5425,2026-04-27T17:54:22Z
TX,TX0681200,ECTOR,Hospital District: Ector County,Other,1,2021-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0680800,ECTOR,Independent School District: Ector County,Other,1,2021-01-01,31.8653,-102.5425,2026-04-27T17:54:22Z
TX,TX0680900,ECTOR,Odessa College,University or Co,1,2021-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0680400,ECTOR,University of Texas: Permian Basin,University or Co,1,2020-08-01,31.8815,-102.3214,2026-04-27T17:54:22Z
TX,TX0680200,"ECTOR, MIDLAND",Odessa Police Department,City,1,2020-12-01,31.8458,-102.3677,2026-04-27T17:54:22Z
TX,TX0690100,EDWARDS,Edwards County Constable: Precinct 1,Other,1,2025-03-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0690000,EDWARDS,Edwards County Sheriff's Office,County,1,2021-01-01,29.9859,-100.3074,2026-04-27T17:54:22Z
TX,TX0710100,EL PASO,Anthony Police Department,City,1,2020-12-01,31.7664,-106.2414,2026-04-27T17:54:22Z
TX,TX0711200,EL PASO,Clint Police Department,City,1,2021-01-01,31.7664,-106.2414,2026-04-27T17:54:22Z
TX,TX0711100,EL PASO,El Paso Community College,University or Co,1,2021-01-01,31.7664,-106.2414,2026-04-27T17:54:22Z
TX,TX0710000,EL PASO,El Paso County Sheriff's Office,County,1,2019-07-01,31.7664,-106.2414,2026-04-27T17:54:22Z
TX,TX0710200,EL PASO,El Paso Police Department,City,1,2019-07-01,31.7587,-106.4848,2026-04-27T17:54:22Z
TX,TX0711400,EL PASO,Horizon City Police Department,City,1,2021-01-01,31.7664,-106.2414,2026-04-27T17:54:22Z
TX,TX0711300,EL PASO,Independent School District: El Paso,Other,1,2021-01-01,31.7664,-106.2414,2026-04-27T17:54:22Z
TX,TX0712200,EL PASO,Independent School District: Socorro,Other,1,2021-01-01,31.6244,-106.2634,2026-04-27T17:54:22Z
TX,TX0712800,EL PASO,San Elizario Police Department,City,1,2021-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0711600,EL PASO,Socorro Police Department,City,1,2021-01-01,31.6713,-106.2789,2026-04-27T17:54:22Z
TX,TX0710400,EL PASO,University of Texas: El Paso,University or Co,1,2020-05-01,31.7786,-106.5065,2026-04-27T17:54:22Z
TX,TX0702900,ELLIS,Alma Police Department,City,1,2022-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0701100,ELLIS,Ellis County Constable: Precinct 1,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0702600,ELLIS,Ellis County Constable: Precinct 3,Other,1,2025-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0701400,ELLIS,Ellis County Constable: Precinct 4,Other,1,2025-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0701900,ELLIS,Independent School District: Ennis,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0702300,ELLIS,Independent School District: Ferris,Other,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0702200,ELLIS,Maypearl Police Department,City,1,2020-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0700500,ELLIS,Midlothian Police Department,City,1,2019-10-01,32.3473,-96.7982,2026-04-27T17:54:22Z
TX,TX0700600,ELLIS,Milford Police Department,City,1,2022-01-01,32.3473,-96.7982,2026-04-27T17:54:22Z
TX,TX0700700,ELLIS,Palmer Police Department,City,1,2020-11-01,32.3473,-96.7982,2026-04-27T17:54:22Z
TX,TX0700800,ELLIS,Red Oak Police Department,City,1,2019-09-01,32.5306,-96.8049,2026-04-27T17:54:22Z
TX,TX0701000,ELLIS,Waxahachie Police Department,City,1,2019-09-01,32.3849,-96.8478,2026-04-27T17:54:22Z
TX,TX1261200,"ELLIS, JOHNSON",Venus Police Department,City,1,2019-02-01,32.3798,-97.3650,2026-04-27T17:54:22Z
TX,TX2202000,"ELLIS, JOHNSON, TARRANT",Mansfield Police Department,City,1,2019-08-01,32.5542,-97.1108,2026-04-27T17:54:22Z
TX,TX0720100,ERATH,Dublin Police Department,City,1,2019-11-01,32.0848,-98.3408,2026-04-27T17:54:22Z
TX,TX0720300,ERATH,Erath County Constable: Precinct 1,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0720500,ERATH,Erath County Constable: Precinct 2,Other,1,2025-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0720000,ERATH,Erath County Sheriff's Office,County,1,2019-05-01,32.2127,-98.1904,2026-04-27T17:54:22Z
TX,TX0720200,ERATH,Stephenville Police Department,City,1,2020-08-01,32.2218,-98.2040,2026-04-27T17:54:22Z
TX,TX0720400,ERATH,Tarleton State University,University or Co,1,2019-08-01,32.2381,-98.2224,2026-04-27T17:54:22Z
TX,TX0730000,FALLS,Falls County Sheriff's Office,County,1,2022-02-01,31.2519,-96.9341,2026-04-27T17:54:22Z
TX,TX0730800,FALLS,Independent School District: Marlin,Other,1,2021-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0730100,FALLS,Lott Police Department,City,0,,31.2519,-96.9341,2026-04-27T17:54:22Z
TX,TX0730200,FALLS,Marlin Police Department,City,1,2020-08-01,31.2519,-96.9341,2026-04-27T17:54:22Z
TX,TX0730300,FALLS,Rosebud Police Department,City,1,2024-01-01,31.2519,-96.9341,2026-04-27T17:54:22Z
TX,TX0740100,FANNIN,Bonham Police Department,City,1,2021-01-01,33.5781,-96.1766,2026-04-27T17:54:22Z
TX,TX0740800,FANNIN,Ector Police Department,City,1,2024-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0740700,FANNIN,Fannin County Constable: Precinct 1,Other,1,2025-06-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0741000,FANNIN,Fannin County Constable: Precinct 2,Other,1,2025-07-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0741100,FANNIN,Fannin County Constable: Precinct 3,Other,1,2025-06-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0740000,FANNIN,Fannin County Sheriff's Office,County,1,2020-09-01,33.5937,-96.2270,2026-04-27T17:54:22Z
TX,TX0740200,FANNIN,Honey Grove Police Department,City,1,2019-01-01,0.0000,0.0000,2026-04-27T17:54:22Z
TX,TX0741400,FANNIN,Independent School District: Honey Grove,Other,1,2023-09-01,0.0000,0.0000,2026-04-27T17:54:22Z
