kind,ticker,name,form,filed,period,accession,captured_at
rights_offering,,"NIOCORP DEVELOPMENTS LTD  (NB, NIOBW)  (CIK 0001512228)",8-K,2026-04-06,2026-04-06,0001539497-26-001088:n2574_ex4-1.htm,2026-04-27T22:51:04Z
private_placement,,"QDRO Acquisition Corp.  (QADR, QADRU)  (CIK 0002083217)",8-K,2026-04-06,2026-03-26,0001213900-26-040358:ea028482801ex99-1.htm,2026-04-27T22:51:04Z
private_placement,,"Inflection Point Acquisition Corp. VI  (IPFX, IPFXU)  (CIK 0002102041)",8-K,2026-04-06,2026-03-30,0001213900-26-040135:ea0284792-8k_inflect6.htm,2026-04-27T22:51:04Z
private_placement,,"Inflection Point Acquisition Corp. VI  (IPFX, IPFXU)  (CIK 0002102041)",8-K,2026-04-06,2026-03-30,0001213900-26-040135:ea028479201ex99-1.htm,2026-04-27T22:51:04Z
private_placement,,"QDRO Acquisition Corp.  (QADR, QADRU)  (CIK 0002083217)",8-K,2026-04-06,2026-03-26,0001213900-26-040358:ea0284828-8k_qdro.htm,2026-04-27T22:51:04Z
pipe_financing,,"Spring Valley Acquisition Corp. III  (SVAC, SVACU, SVACW)  (CIK 0002074850)",8-K,2026-04-06,2026-04-06,0001104659-26-039922:tm2611128d1_8k.htm,2026-04-27T22:51:04Z
pipe_financing,,"Spring Valley Acquisition Corp. III  (SVAC, SVACU, SVACW)  (CIK 0002074850)",8-K,2026-04-06,2026-04-06,0001104659-26-039922:tm2611128d1_ex99-1.htm,2026-04-27T22:51:04Z
convertible_notes,,"Wheeler Real Estate Investment Trust, Inc.  (WHLR, WHLRD, WHLRL, WHLRP)  (CIK 00",8-K,2026-04-06,2026-04-01,0001527541-26-000082:whlr-20260401.htm,2026-04-27T22:51:04Z
convertible_notes,NXTS,Nexentis Technologies Inc.  (NXTS)  (CIK 0001789192),8-K,2026-04-06,2026-04-03,0001493152-26-015246:form8-k.htm,2026-04-27T22:51:04Z
atm_offering,ONCY,ONCOLYTICS BIOTECH INC  (ONCY)  (CIK 0001129928),8-K,2026-04-06,2026-04-06,0001104659-26-039935:tm2610715d2_8k.htm,2026-04-27T22:51:04Z
atm_offering,,"Strategy Inc  (MSTR, STRC, STRD, STRF, STRK)  (CIK 0001050446)",8-K,2026-04-06,2026-04-06,0001193125-26-142925:mstr-20260406.htm,2026-04-27T22:51:04Z
atm_offering,AIRS,"Airsculpt Technologies, Inc.  (AIRS)  (CIK 0001870940)",8-K/A,2026-04-06,2026-04-02,0001870940-26-000022:a8-kexhibit99112312025.htm,2026-04-27T22:51:04Z
rights_offering,TULP,"BLOOMIA HOLDINGS, INC.  (TULP)  (CIK 0000875355)",8-K,2026-04-03,2026-04-03,0001104659-26-039450:tulp-20260403xex99d1.htm,2026-04-27T22:51:04Z
rights_offering,TULP,"BLOOMIA HOLDINGS, INC.  (TULP)  (CIK 0000875355)",8-K,2026-04-03,2026-04-03,0001104659-26-039450:tulp-20260403x8k.htm,2026-04-27T22:51:04Z
private_placement,,"IPC Alternative Real Estate Income Trust, Inc.  (CIK 0001959961)",8-K,2026-04-03,2026-04-01,0001193125-26-141992:ck0001959961-20260401.htm,2026-04-27T22:51:04Z
private_placement,,"Future Money Acquisition Corp  (FMAC, FMACU)  (CIK 0002099232)",8-K,2026-04-03,2026-03-30,0001493152-26-015100:ex99-1.htm,2026-04-27T22:51:04Z
private_placement,,"Future Money Acquisition Corp  (FMAC, FMACU)  (CIK 0002099232)",8-K,2026-04-03,2026-03-30,0001493152-26-015100:form8-k.htm,2026-04-27T22:51:04Z
pipe_financing,NTHI,"NEONC TECHNOLOGIES HOLDINGS, INC.  (NTHI)  (CIK 0001979414)",8-K,2026-04-03,2026-04-01,0001829126-26-003165:neonctechnologies_ex99-1.htm,2026-04-27T22:51:04Z
pipe_financing,,"Crown Reserve Acquisition Corp. I  (CRAC, CRACR, CRACU, CRACW)  (CIK 0002070887)",8-K,2026-04-03,2026-03-30,0001213900-26-040025:ea028511501ex10-1.htm,2026-04-27T22:51:04Z
pipe_financing,,"Crown Reserve Acquisition Corp. I  (CRAC, CRACR, CRACU, CRACW)  (CIK 0002070887)",8-K,2026-04-03,2026-03-30,0001213900-26-040025:ea028511501ex2-1.htm,2026-04-27T22:51:04Z
pipe_financing,,"Crown Reserve Acquisition Corp. I  (CRAC, CRACR, CRACU, CRACW)  (CIK 0002070887)",8-K,2026-04-03,2026-03-30,0001213900-26-040025:ea0285115-8k425_crown1.htm,2026-04-27T22:51:04Z
pipe_financing,,"Crown Reserve Acquisition Corp. I  (CRAC, CRACR, CRACU, CRACW)  (CIK 0002070887)",8-K,2026-04-03,2026-03-30,0001213900-26-040025:ea028511501ex10-3.htm,2026-04-27T22:51:04Z
convertible_notes,,"Drugs Made In America Acquisition II Corp.  (DMII, DMIIR, DMIIU)  (CIK 000204047",8-K,2026-04-03,2026-03-24,0001213900-26-039986:ea0285112-8k_drugs2.htm,2026-04-27T22:51:04Z
convertible_notes,,"Drugs Made In America Acquisition II Corp.  (DMII, DMIIR, DMIIU)  (CIK 000204047",8-K,2026-04-03,2026-03-24,0001213900-26-039986:ea028511201ex10-1.htm,2026-04-27T22:51:04Z
atm_offering,NSPR,"InspireMD, Inc.  (NSPR)  (CIK 0001433607)",8-K,2026-04-03,2026-04-03,0001493152-26-015127:form8-k.htm,2026-04-27T22:51:04Z
atm_offering,INM,InMed Pharmaceuticals Inc.  (INM)  (CIK 0001728328),8-K,2026-04-03,2026-04-03,0001213900-26-039943:ea0284989-8k_inmed.htm,2026-04-27T22:51:04Z
rights_offering,,KPET Ultra Paceline Corp  (CIK 0002095297),8-K,2026-04-02,2026-03-30,0001213900-26-039471:ea028452901ex4-1.htm,2026-04-27T22:51:04Z
rights_offering,,KPET Ultra Paceline Corp  (CIK 0002095297),8-K,2026-04-02,2026-03-30,0001213900-26-039471:ea028452901ex4-2.htm,2026-04-27T22:51:04Z
rights_offering,BYND,"BEYOND MEAT, INC.  (BYND)  (CIK 0001655210)",8-K,2026-04-02,2026-03-28,0001655210-26-000018:ex102beyondmeatinc2026empl.htm,2026-04-27T22:51:04Z
private_placement,,KPET Ultra Paceline Corp  (CIK 0002095297),8-K,2026-04-02,2026-03-30,0001213900-26-039471:ea028452901ex10-5.htm,2026-04-27T22:51:04Z
private_placement,GURE,"GULF RESOURCES, INC.  (GURE)  (CIK 0000885462)",8-K,2026-04-02,2026-04-02,0001193805-26-000401:e665323_8k-gulfresources.htm,2026-04-27T22:51:04Z
private_placement,,KPET Ultra Paceline Corp  (CIK 0002095297),8-K,2026-04-02,2026-03-30,0001213900-26-039471:ea028452901ex10-1.htm,2026-04-27T22:51:04Z
private_placement,,KPET Ultra Paceline Corp  (CIK 0002095297),8-K,2026-04-02,2026-03-30,0001213900-26-039471:ea0284529-8k_kpet.htm,2026-04-27T22:51:04Z
private_placement,,KPET Ultra Paceline Corp  (CIK 0002095297),8-K,2026-04-02,2026-03-30,0001213900-26-039471:ea028452901ex10-3.htm,2026-04-27T22:51:04Z
pipe_financing,,"Crown Reserve Acquisition Corp. I  (CRAC, CRACR, CRACU, CRACW)  (CIK 0002070887)",8-K,2026-04-02,2026-03-31,0001213900-26-038670:ea028469901ex99-1.htm,2026-04-27T22:51:04Z
convertible_notes,,"BED BATH & BEYOND, INC.  (BBBY, BBBY-WT)  (CIK 0001130713)",8-K,2026-04-02,2026-04-02,0001140361-26-012893:ef20069679_8k.htm,2026-04-27T22:51:04Z
convertible_notes,,"BED BATH & BEYOND, INC.  (BBBY, BBBY-WT)  (CIK 0001130713)",8-K,2026-04-02,2026-04-02,0001140361-26-012893:ef20069679_ex2-1.htm,2026-04-27T22:51:04Z
convertible_notes,RVYL,RYVYL Inc.  (RVYL)  (CIK 0001419275),8-K,2026-04-02,2026-03-27,0001185185-26-001245:rvyl8k040226.htm,2026-04-27T22:51:04Z
convertible_notes,,"BED BATH & BEYOND, INC.  (BBBY, BBBY-WT)  (CIK 0001130713)",8-K,2026-04-02,2026-04-02,0001140361-26-012893:ef20069679_ex10-1.htm,2026-04-27T22:51:04Z
atm_offering,INO,"INOVIO PHARMACEUTICALS, INC.  (INO)  (CIK 0001055726)",8-K,2026-04-02,2026-04-01,0001193125-26-138870:d107839d8k.htm,2026-04-27T22:51:04Z
atm_offering,CTNT,CHEETAH NET SUPPLY CHAIN SERVICE INC.  (CTNT)  (CIK 0001951667),8-K,2026-04-02,2026-03-31,0001104659-26-039184:tm2610890d1_8k.htm,2026-04-27T22:51:04Z
atm_offering,HOTH,"Hoth Therapeutics, Inc.  (HOTH)  (CIK 0001711786)",8-K,2026-04-02,2026-04-01,0001213900-26-039363:ea0284778-8k_hoth.htm,2026-04-27T22:51:04Z
atm_offering,AIRS,"Airsculpt Technologies, Inc.  (AIRS)  (CIK 0001870940)",8-K,2026-04-02,2026-04-02,0001870940-26-000016:a8-kexhibit99112312025.htm,2026-04-27T22:51:04Z
accel_buyback,ESPR,"Esperion Therapeutics, Inc.  (ESPR)  (CIK 0001434868)",8-K,2026-04-02,2026-04-02,0001628280-26-023196:esperion-amendmentno1tocre.htm,2026-04-27T22:51:04Z
accel_buyback,,"BED BATH & BEYOND, INC.  (BBBY, BBBY-WT)  (CIK 0001130713)",8-K,2026-04-02,2026-04-02,0001140361-26-012893:ef20069679_ex2-1.htm,2026-04-27T22:51:04Z
rights_offering,QADR,QDRO Acquisition Corp.  (QADR)  (CIK 0002083217),8-K,2026-04-01,2026-03-26,0001213900-26-038597:ea027807301ex4-1.htm,2026-04-27T22:51:04Z
rights_offering,AGPU,Axe Compute Inc.  (AGPU)  (CIK 0001446159),8-K,2026-04-01,2026-04-01,0001171843-26-002182:exh_102.htm,2026-04-27T22:51:04Z
private_placement,QADR,QDRO Acquisition Corp.  (QADR)  (CIK 0002083217),8-K,2026-04-01,2026-03-26,0001213900-26-038597:ea027807301ex10-3b.htm,2026-04-27T22:51:04Z
private_placement,QADR,QDRO Acquisition Corp.  (QADR)  (CIK 0002083217),8-K,2026-04-01,2026-03-26,0001213900-26-038597:ea027807301ex10-3a.htm,2026-04-27T22:51:04Z
private_placement,FMAC,Future Money Acquisition Corp  (FMAC)  (CIK 0002099232),8-K,2026-04-01,2026-03-26,0001493152-26-014664:ex10-4.htm,2026-04-27T22:51:04Z
private_placement,APRE,"Aprea Therapeutics, Inc.  (APRE)  (CIK 0001781983)",8-K,2026-04-01,2026-04-01,0001104659-26-038258:apre-20260401xex99d1.htm,2026-04-27T22:51:04Z
private_placement,QADR,QDRO Acquisition Corp.  (QADR)  (CIK 0002083217),8-K,2026-04-01,2026-03-26,0001213900-26-038597:ea0278073-8k_qdro.htm,2026-04-27T22:51:04Z
private_placement,NOW,"ServiceNow, Inc.  (NOW)  (CIK 0001373715)",8-K,2026-04-01,2026-04-01,0001373715-26-000030:exh102-formofcommercialpap.htm,2026-04-27T22:51:04Z
private_placement,FMAC,Future Money Acquisition Corp  (FMAC)  (CIK 0002099232),8-K,2026-04-01,2026-03-26,0001493152-26-014664:ex10-2.htm,2026-04-27T22:51:04Z
private_placement,FMAC,Future Money Acquisition Corp  (FMAC)  (CIK 0002099232),8-K,2026-04-01,2026-03-26,0001493152-26-014664:form8-k.htm,2026-04-27T22:51:04Z
private_placement,FMAC,Future Money Acquisition Corp  (FMAC)  (CIK 0002099232),8-K,2026-04-01,2026-03-26,0001493152-26-014664:ex99-2.htm,2026-04-27T22:51:04Z
private_placement,QADR,QDRO Acquisition Corp.  (QADR)  (CIK 0002083217),8-K,2026-04-01,2026-03-26,0001213900-26-038597:ea027807301ex10-2.htm,2026-04-27T22:51:04Z
pipe_financing,,"Hall Chadwick Acquisition Corp  (HCAC, HCACR, HCACU)  (CIK 0002079013)",8-K,2026-04-01,2026-03-30,0001829126-26-002995:hallchadwickacq_ex99-1.htm,2026-04-27T22:51:04Z
pipe_financing,AIDX,"20/20 Biolabs, Inc.  (AIDX)  (CIK 0001139685)",8-K,2026-04-01,2026-03-31,0001213900-26-037770:ea028443201ex99-1.htm,2026-04-27T22:51:04Z
convertible_notes,TLRY,"Tilray Brands, Inc.  (TLRY)  (CIK 0001731348)",8-K,2026-04-01,2026-04-01,0001171843-26-002136:exh_991.htm,2026-04-27T22:51:04Z
convertible_notes,BITF,Keel Infrastructure Corp.  (BITF)  (CIK 0001812477),8-K,2026-04-01,2026-04-01,0001213900-26-038080:ea028450001ex4-1.htm,2026-04-27T22:51:04Z
convertible_notes,AIDX,"20/20 Biolabs, Inc.  (AIDX)  (CIK 0001139685)",8-K,2026-04-01,2026-03-31,0001213900-26-037770:ea028443201ex99-1.htm,2026-04-27T22:51:04Z
convertible_notes,QIND,Quality Industrial Corp.  (QIND)  (CIK 0001393781),8-K/A,2026-04-01,2026-03-31,0001493152-26-014536:ex99-2.htm,2026-04-27T22:51:04Z
convertible_notes,,"T3 Defense Inc.  (DFNS, DFNSW)  (CIK 0001787518)",8-K/A,2026-04-01,2026-02-16,0001213900-26-038056:ea028429201ex99-2.htm,2026-04-27T22:51:04Z
convertible_notes,OPTT,"Ocean Power Technologies, Inc.  (OPTT)  (CIK 0001378140)",8-K,2026-04-01,2026-04-01,0001493152-26-014548:ex5-1.htm,2026-04-27T22:51:04Z
convertible_notes,OPTT,"Ocean Power Technologies, Inc.  (OPTT)  (CIK 0001378140)",8-K,2026-04-01,2026-04-01,0001493152-26-014548:form8-k.htm,2026-04-27T22:51:04Z
atm_offering,OPTT,"Ocean Power Technologies, Inc.  (OPTT)  (CIK 0001378140)",8-K,2026-04-01,2026-04-01,0001493152-26-014548:ex10-2.htm,2026-04-27T22:51:04Z
rights_offering,MPTI,"M-tron Industries, Inc.  (MPTI)  (CIK 0001902314)",8-K/A,2026-03-31,2026-03-30,0001437749-26-010738:ex_939777.htm,2026-04-27T22:51:04Z
rights_offering,MPTI,"M-tron Industries, Inc.  (MPTI)  (CIK 0001902314)",8-K/A,2026-03-31,2026-03-30,0001437749-26-010738:mpti20260331_8ka.htm,2026-04-27T22:51:04Z
rights_offering,IPFX,Inflection Point Acquisition Corp. VI  (IPFX)  (CIK 0002102041),8-K,2026-03-31,2026-03-26,0001213900-26-037559:ea028430501ex4-1.htm,2026-04-27T22:51:04Z
private_placement,IPFX,Inflection Point Acquisition Corp. VI  (IPFX)  (CIK 0002102041),8-K,2026-03-31,2026-03-26,0001213900-26-037559:ea0284305-8k_inflect6.htm,2026-04-27T22:51:04Z
private_placement,IPFX,Inflection Point Acquisition Corp. VI  (IPFX)  (CIK 0002102041),8-K,2026-03-31,2026-03-26,0001213900-26-037559:ea028430501ex10-4.htm,2026-04-27T22:51:04Z
private_placement,SCYX,SCYNEXIS INC  (SCYX)  (CIK 0001178253),8-K,2026-03-31,2026-03-30,0001193125-26-133259:d122408dex991.htm,2026-04-27T22:51:04Z
private_placement,SCYX,SCYNEXIS INC  (SCYX)  (CIK 0001178253),8-K,2026-03-31,2026-03-30,0001193125-26-133259:d122408d8k.htm,2026-04-27T22:51:04Z
private_placement,IPFX,Inflection Point Acquisition Corp. VI  (IPFX)  (CIK 0002102041),8-K,2026-03-31,2026-03-26,0001213900-26-037559:ea028430501ex99-2.htm,2026-04-27T22:51:04Z
private_placement,IPFX,Inflection Point Acquisition Corp. VI  (IPFX)  (CIK 0002102041),8-K,2026-03-31,2026-03-26,0001213900-26-037559:ea028430501ex10-3.htm,2026-04-27T22:51:04Z
private_placement,IPFX,Inflection Point Acquisition Corp. VI  (IPFX)  (CIK 0002102041),8-K,2026-03-31,2026-03-26,0001213900-26-037559:ea028430501ex10-1.htm,2026-04-27T22:51:04Z
private_placement,CYAB,"CYABRA, INC.  (CYAB)  (CIK 0002032341)",8-K,2026-03-31,2026-03-26,0001213900-26-036722:ea028336201ex10-19.htm,2026-04-27T22:51:04Z
private_placement,CNTB,Connect Biopharma Holdings Ltd  (CNTB)  (CIK 0001835268),8-K,2026-03-31,2026-03-31,0001835268-26-000012:cntbpressreleaseyear-end20.htm,2026-04-27T22:51:04Z
pipe_financing,CYAB,"CYABRA, INC.  (CYAB)  (CIK 0002032341)",8-K,2026-03-31,2026-03-26,0001213900-26-036722:ea028336201ex99-2.htm,2026-04-27T22:51:04Z
pipe_financing,SCYX,SCYNEXIS INC  (SCYX)  (CIK 0001178253),8-K,2026-03-31,2026-03-31,0001193125-26-134476:d114312dex991.htm,2026-04-27T22:51:04Z
convertible_notes,TXNM,TXNM ENERGY INC  (TXNM)  (CIK 0001108426),8-K,2026-03-31,2026-03-31,0001108426-26-000014:pnm-20260331.htm,2026-04-27T22:51:04Z
convertible_notes,ZBIO,"Zenas BioPharma, Inc.  (ZBIO)  (CIK 0001953926)",8-K,2026-03-31,2026-03-26,0001104659-26-037821:tm2610711d1_8k.htm,2026-04-27T22:51:04Z
convertible_notes,CYAB,"CYABRA, INC.  (CYAB)  (CIK 0002032341)",8-K,2026-03-31,2026-03-26,0001213900-26-036722:ea028336201ex99-2.htm,2026-04-27T22:51:04Z
convertible_notes,CYAB,"CYABRA, INC.  (CYAB)  (CIK 0002032341)",8-K,2026-03-31,2026-03-26,0001213900-26-036722:ea028336201ex99-3.htm,2026-04-27T22:51:04Z
convertible_notes,,"Nuvve Holding Corp.  (NVVE, NVVEW)  (CIK 0001836875)",8-K,2026-03-31,2026-03-31,0001836875-26-000025:nvve-exx991xq4x12x31x2025.htm,2026-04-27T22:51:04Z
convertible_notes,EMAT,Evolution Metals & Technologies Corp.  (EMAT)  (CIK 0001866226),8-K/A,2026-03-31,2026-01-05,0001213900-26-036749:ea028354901ex99-9.htm,2026-04-27T22:51:04Z
convertible_notes,EMAT,Evolution Metals & Technologies Corp.  (EMAT)  (CIK 0001866226),8-K/A,2026-03-31,2026-01-05,0001213900-26-036749:ea028354901ex99-2.htm,2026-04-27T22:51:04Z
convertible_notes,QIND,Quality Industrial Corp.  (QIND)  (CIK 0001393781),8-K,2026-03-31,2026-03-31,0001493152-26-013747:ex99-1.htm,2026-04-27T22:51:04Z
convertible_notes,FEMY,FEMASYS INC  (FEMY)  (CIK 0001339005),8-K,2026-03-31,2026-03-31,0001140361-26-012346:ef20069346_ex99-1.htm,2026-04-27T22:51:04Z
convertible_notes,MFON,MOBIVITY HOLDINGS CORP.  (MFON)  (CIK 0001447380),8-K,2026-03-31,2026-03-26,0001493152-26-014372:form8-k.htm,2026-04-27T22:51:04Z
convertible_notes,OMER,OMEROS CORP  (OMER)  (CIK 0001285819),8-K,2026-03-31,2026-03-31,0001437749-26-010634:ex_889301.htm,2026-04-27T22:51:04Z
convertible_notes,IBRX,"ImmunityBio, Inc.  (IBRX)  (CIK 0001326110)",8-K,2026-03-31,2026-03-30,0001193125-26-133363:d139829dex101.htm,2026-04-27T22:51:04Z
convertible_notes,ORMP,ORAMED PHARMACEUTICALS INC.  (ORMP)  (CIK 0001176309),8-K,2026-03-31,2026-03-25,0001213900-26-037474:ea0284244-8k_oramed.htm,2026-04-27T22:51:04Z
convertible_notes,CYAB,"CYABRA, INC.  (CYAB)  (CIK 0002032341)",8-K,2026-03-31,2026-03-26,0001213900-26-036722:ea0283362-8k_cyabra.htm,2026-04-27T22:51:04Z
convertible_notes,EMMA,"Emmaus Life Sciences, Inc.  (EMMA)  (CIK 0000822370)",8-K,2026-03-31,2026-03-30,0001213900-26-036886:ea028389901ex99-1.htm,2026-04-27T22:51:04Z
convertible_notes,TVRD,"Tvardi Therapeutics, Inc.  (TVRD)  (CIK 0001346830)",8-K,2026-03-31,2026-03-31,0001104659-26-037724:tm2610603d1_ex99-1.htm,2026-04-27T22:51:04Z
convertible_notes,ZBIO,"Zenas BioPharma, Inc.  (ZBIO)  (CIK 0001953926)",8-K,2026-03-31,2026-03-26,0001104659-26-037821:tm2610711d1_ex1-2.htm,2026-04-27T22:51:04Z
atm_offering,,"Satellogic Inc.  (SATL, SATLW)  (CIK 0001874315)",8-K,2026-03-31,2026-03-30,0001437749-26-010408:satl20260329_8k.htm,2026-04-27T22:51:04Z
atm_offering,HTCR,"HeartCore Enterprises, Inc.  (HTCR)  (CIK 0001892322)",8-K,2026-03-31,2026-03-31,0001493152-26-014225:ex99-1.htm,2026-04-27T22:51:04Z
atm_offering,DMAC,DiaMedica Therapeutics Inc.  (DMAC)  (CIK 0001401040),8-K,2026-03-31,2026-03-30,0001437749-26-010409:ex_939162.htm,2026-04-27T22:51:04Z
atm_offering,SMTK,"SmartKem, Inc.  (SMTK)  (CIK 0001817760)",8-K,2026-03-31,2026-03-30,0001104659-26-037405:tm2610643d1_ex10-3.htm,2026-04-27T22:51:04Z
atm_offering,CYAB,"CYABRA, INC.  (CYAB)  (CIK 0002032341)",8-K,2026-03-31,2026-03-26,0001213900-26-036722:ea028336201ex3-3.htm,2026-04-27T22:51:04Z
atm_offering,CYAB,"CYABRA, INC.  (CYAB)  (CIK 0002032341)",8-K,2026-03-31,2026-03-26,0001213900-26-036722:ea028336201ex10-19.htm,2026-04-27T22:51:04Z
atm_offering,BYND,"BEYOND MEAT, INC.  (BYND)  (CIK 0001655210)",8-K,2026-03-31,2026-03-31,0001655210-26-000016:ex991pressrelease-q4andful.htm,2026-04-27T22:51:04Z
accel_buyback,NCNO,"nCino, Inc.  (NCNO)  (CIK 0001902733)",8-K,2026-03-31,2026-03-30,0001902733-26-000019:fourthquarterearningspress.htm,2026-04-27T22:51:04Z
accel_buyback,NCNO,"nCino, Inc.  (NCNO)  (CIK 0001902733)",8-K,2026-03-31,2026-03-30,0001902733-26-000019:ncno-20260330.htm,2026-04-27T22:51:04Z
accel_buyback,PVH,PVH CORP. /DE/  (PVH)  (CIK 0000078239),8-K,2026-03-31,2026-03-31,0000078239-26-000020:ex99120254q8k.htm,2026-04-27T22:51:04Z
accel_buyback,DHI,HORTON D R INC /DE/  (DHI)  (CIK 0000882184),8-K,2026-03-31,2026-03-27,0000882184-26-000053:exhibit102-drhrentalamendm.htm,2026-04-27T22:51:04Z
accel_buyback,DHI,HORTON D R INC /DE/  (DHI)  (CIK 0000882184),8-K,2026-03-31,2026-03-27,0000882184-26-000053:exhibit101-dhihbamendmentn.htm,2026-04-27T22:51:04Z
rights_offering,MPTI,"M-tron Industries, Inc.  (MPTI)  (CIK 0001902314)",8-K,2026-03-30,2026-03-30,0001437749-26-010186:ex_938695.htm,2026-04-27T22:51:04Z
rights_offering,MPTI,"M-tron Industries, Inc.  (MPTI)  (CIK 0001902314)",8-K,2026-03-30,2026-03-30,0001437749-26-010186:ex_937793.htm,2026-04-27T22:51:04Z
rights_offering,MPTI,"M-tron Industries, Inc.  (MPTI)  (CIK 0001902314)",8-K,2026-03-30,2026-03-30,0001437749-26-010186:ex_937794.htm,2026-04-27T22:51:04Z
rights_offering,MPTI,"M-tron Industries, Inc.  (MPTI)  (CIK 0001902314)",8-K,2026-03-30,2026-03-30,0001437749-26-010186:mpti20260326_8k.htm,2026-04-27T22:51:04Z
private_placement,CNTB,Connect Biopharma Holdings Ltd  (CNTB)  (CIK 0001835268),8-K,2026-03-30,2026-03-29,0001835268-26-000006:exhibit993-pipepressrelease.htm,2026-04-27T22:51:04Z
private_placement,OKUR,"OnKure Therapeutics, Inc.  (OKUR)  (CIK 0001637715)",8-K,2026-03-30,2026-03-27,0001193125-26-130283:d910791d8k.htm,2026-04-27T22:51:04Z
private_placement,APRE,"Aprea Therapeutics, Inc.  (APRE)  (CIK 0001781983)",8-K,2026-03-30,2026-03-30,0001104659-26-036821:tm2610566d1_ex99-1.htm,2026-04-27T22:51:04Z
private_placement,CNTB,Connect Biopharma Holdings Ltd  (CNTB)  (CIK 0001835268),8-K,2026-03-30,2026-03-29,0001835268-26-000006:cntb-20260329.htm,2026-04-27T22:51:04Z
private_placement,APRE,"Aprea Therapeutics, Inc.  (APRE)  (CIK 0001781983)",8-K,2026-03-30,2026-03-30,0001104659-26-036821:tm2610566d1_ex10-4.htm,2026-04-27T22:51:04Z
private_placement,ARTL,"ARTELO BIOSCIENCES, INC.  (ARTL)  (CIK 0001621221)",8-K,2026-03-30,2026-03-27,0001640334-26-000574:artl_ex991.htm,2026-04-27T22:51:04Z
private_placement,APRE,"Aprea Therapeutics, Inc.  (APRE)  (CIK 0001781983)",8-K,2026-03-30,2026-03-30,0001104659-26-036821:tm2610566d1_8k.htm,2026-04-27T22:51:04Z
private_placement,ARTL,"ARTELO BIOSCIENCES, INC.  (ARTL)  (CIK 0001621221)",8-K,2026-03-30,2026-03-27,0001640334-26-000574:artl_ex992.htm,2026-04-27T22:51:04Z
pipe_financing,AEON,"AEON Biopharma, Inc.  (AEON)  (CIK 0001837607)",8-K,2026-03-30,2026-03-30,0001837607-26-000018:aeon-20260330xex99d1.htm,2026-04-27T22:51:04Z
pipe_financing,USAR,"USA Rare Earth, Inc.  (USAR)  (CIK 0001970622)",8-K,2026-03-30,2026-03-30,0001970622-26-000019:exhibit991-earningsrelease.htm,2026-04-27T22:51:04Z
convertible_notes,LBRT,Liberty Energy Inc.  (LBRT)  (CIK 0001694028),8-K,2026-03-30,2026-03-25,0001999371-26-007202:ex10-1.htm,2026-04-27T22:51:04Z
convertible_notes,,"Terrestrial Energy Inc. /DE/  (IMSR, IMSRW)  (CIK 0002019804)",8-K,2026-03-30,2026-03-30,0001104659-26-036467:tmb-20260330xex99d1.htm,2026-04-27T22:51:04Z
convertible_notes,FRMI,Fermi Inc.  (FRMI)  (CIK 0002071778),8-K,2026-03-30,2026-03-30,0002071778-26-000007:frmiex991fy2025shletter.htm,2026-04-27T22:51:04Z
convertible_notes,,"Ainos, Inc.  (AIMD, AIMDW)  (CIK 0001014763)",8-K,2026-03-30,2026-03-30,0001493152-26-013578:ex99-1.htm,2026-04-27T22:51:04Z
convertible_notes,AEON,"AEON Biopharma, Inc.  (AEON)  (CIK 0001837607)",8-K,2026-03-30,2026-03-30,0001837607-26-000018:aeon-20260330xex99d1.htm,2026-04-27T22:51:04Z
convertible_notes,,"Innventure, Inc.  (INV, INVLW)  (CIK 0002001557)",8-K,2026-03-30,2026-03-30,0002001557-26-000059:innventure-4q25earningsrel.htm,2026-04-27T22:51:04Z
convertible_notes,ECDA,"ECD Automotive Design, Inc.  (ECDA)  (CIK 0001922858)",8-K,2026-03-30,2026-03-24,0001437749-26-010367:ecda20260330_8k.htm,2026-04-27T22:51:04Z
convertible_notes,SCKT,"SOCKET MOBILE, INC.  (SCKT)  (CIK 0000944075)",8-K,2026-03-30,2026-03-30,0000944075-26-000025:form-8k0330.htm,2026-04-27T22:51:04Z
convertible_notes,ALBT,Avalon GloboCare Corp.  (ALBT)  (CIK 0001630212),8-K,2026-03-30,2026-03-30,0001213900-26-036478:ea0284102-8k_avalon.htm,2026-04-27T22:51:04Z
convertible_notes,,"Ensysce Biosciences, Inc.  (ENSC, ENSCW)  (CIK 0001716947)",8-K,2026-03-30,2026-03-30,0001493152-26-013622:ex99-1.htm,2026-04-27T22:51:04Z
atm_offering,DRIO,DarioHealth Corp.  (DRIO)  (CIK 0001533998),8-K,2026-03-30,2026-03-30,0001104659-26-036834:tm2610107d1_8k.htm,2026-04-27T22:51:04Z
atm_offering,SPCE,"Virgin Galactic Holdings, Inc  (SPCE)  (CIK 0001706946)",8-K,2026-03-30,2026-03-30,0001706946-26-000017:spce-20251231_991pressrele.htm,2026-04-27T22:51:04Z
atm_offering,PLRX,"PLIANT THERAPEUTICS, INC.  (PLRX)  (CIK 0001746473)",8-K,2026-03-30,2026-03-27,0001746473-26-000046:plrx-20260327.htm,2026-04-27T22:51:04Z
atm_offering,ADTX,"Aditxt, Inc.  (ADTX)  (CIK 0001726711)",8-K,2026-03-30,2026-03-27,0001213900-26-035973:ea028397901_ex5-1.htm,2026-04-27T22:51:04Z
