cik,company,form,filed_at,description,link,captured_at
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:37:56-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002612 <b>Size:</b> 702 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002612/0001114446-26-002612-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:37:51-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002611 <b>Size:</b> 455 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002611/0001114446-26-002611-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:37:24-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002610 <b>Size:</b> 631 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002610/0001114446-26-002610-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:36:51-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002609 <b>Size:</b> 536 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002609/0001114446-26-002609-index.htm,2026-04-27T23:05:37Z
0001682472,BofA Finance LLC (0001682472) (Filer),424B2,2026-04-27T16:36:32-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001918704-26-010839 <b>Size:</b> 1 MB,https://www.sec.gov/Archives/edgar/data/1682472/000191870426010839/0001918704-26-010839-index.htm,2026-04-27T23:05:37Z
0000070858,BANK OF AMERICA CORP /DE/ (0000070858) (Filer),424B2,2026-04-27T16:36:32-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001918704-26-010839 <b>Size:</b> 1 MB,https://www.sec.gov/Archives/edgar/data/70858/000191870426010839/0001918704-26-010839-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:36:24-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002608 <b>Size:</b> 713 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002608/0001114446-26-002608-index.htm,2026-04-27T23:05:37Z
0001682472,BofA Finance LLC (0001682472) (Filer),424B2,2026-04-27T16:35:58-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001918704-26-010838 <b>Size:</b> 933 KB,https://www.sec.gov/Archives/edgar/data/1682472/000191870426010838/0001918704-26-010838-index.htm,2026-04-27T23:05:37Z
0000070858,BANK OF AMERICA CORP /DE/ (0000070858) (Filer),424B2,2026-04-27T16:35:58-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001918704-26-010838 <b>Size:</b> 933 KB,https://www.sec.gov/Archives/edgar/data/70858/000191870426010838/0001918704-26-010838-index.htm,2026-04-27T23:05:37Z
0000083246,HSBC USA INC /MD/ (0000083246) (Filer),424B2,2026-04-27T16:35:46-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001104659-26-049472 <b>Size:</b> 1 MB,https://www.sec.gov/Archives/edgar/data/83246/000110465926049472/0001104659-26-049472-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:35:25-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002607 <b>Size:</b> 411 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002607/0001114446-26-002607-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:35:04-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002605 <b>Size:</b> 431 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002605/0001114446-26-002605-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:35:03-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002606 <b>Size:</b> 588 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002606/0001114446-26-002606-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:35:00-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002604 <b>Size:</b> 428 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002604/0001114446-26-002604-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:34:33-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002603 <b>Size:</b> 607 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002603/0001114446-26-002603-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:34:25-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002602 <b>Size:</b> 603 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002602/0001114446-26-002602-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:34:03-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002601 <b>Size:</b> 403 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002601/0001114446-26-002601-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:33:59-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002600 <b>Size:</b> 445 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002600/0001114446-26-002600-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:33:33-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002599 <b>Size:</b> 580 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002599/0001114446-26-002599-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:33:32-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001114446-26-002598 <b>Size:</b> 623 KB,https://www.sec.gov/Archives/edgar/data/1114446/000111444626002598/0001114446-26-002598-index.htm,2026-04-27T23:05:37Z
0000009631,BANK OF NOVA SCOTIA (0000009631) (Filer),424B2,2026-04-27T16:33:04-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001839882-26-021324 <b>Size:</b> 579 KB,https://www.sec.gov/Archives/edgar/data/9631/000183988226021324/0001839882-26-021324-index.htm,2026-04-27T23:05:37Z
0002033383,Fusemachines Inc. (0002033383) (Filer),S-1,2026-04-27T16:31:37-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001493152-26-019155 <b>Size:</b> 14 MB,https://www.sec.gov/Archives/edgar/data/2033383/000149315226019155/0001493152-26-019155-index.htm,2026-04-27T23:05:37Z
0002033383,Fusemachines Inc. (0002033383) (Filer),S-1/A,2026-04-27T16:31:37-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001493152-26-019155 <b>Size:</b> 14 MB,https://www.sec.gov/Archives/edgar/data/2033383/000149315226019155/0001493152-26-019155-index.htm,2026-04-27T23:05:37Z
0001682472,BofA Finance LLC (0001682472) (Filer),424B2,2026-04-27T16:31:25-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001918704-26-010837 <b>Size:</b> 758 KB,https://www.sec.gov/Archives/edgar/data/1682472/000191870426010837/0001918704-26-010837-index.htm,2026-04-27T23:05:37Z
0000070858,BANK OF AMERICA CORP /DE/ (0000070858) (Filer),424B2,2026-04-27T16:31:25-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001918704-26-010837 <b>Size:</b> 758 KB,https://www.sec.gov/Archives/edgar/data/70858/000191870426010837/0001918704-26-010837-index.htm,2026-04-27T23:05:37Z
0002115404,Collective Acquisition Corp. II (0002115404) (Filer),S-1,2026-04-27T16:27:39-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001213900-26-048032 <b>Size:</b> 4 MB,https://www.sec.gov/Archives/edgar/data/2115404/000121390026048032/0001213900-26-048032-index.htm,2026-04-27T23:05:37Z
0002115404,Collective Acquisition Corp. II (0002115404) (Filer),S-1/A,2026-04-27T16:27:39-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001213900-26-048032 <b>Size:</b> 4 MB,https://www.sec.gov/Archives/edgar/data/2115404/000121390026048032/0001213900-26-048032-index.htm,2026-04-27T23:05:37Z
0001419828,GS Finance Corp. (0001419828) (Filer),424B2,2026-04-27T16:26:51-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001193125-26-182169 <b>Size:</b> 434 KB,https://www.sec.gov/Archives/edgar/data/1419828/000119312526182169/0001193125-26-182169-index.htm,2026-04-27T23:05:37Z
0000886982,GOLDMAN SACHS GROUP INC (0000886982) (Filer),424B2,2026-04-27T16:26:51-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001193125-26-182169 <b>Size:</b> 434 KB,https://www.sec.gov/Archives/edgar/data/886982/000119312526182169/0001193125-26-182169-index.htm,2026-04-27T23:05:37Z
0001114446,UBS AG (0001114446) (Filer),424B2,2026-04-27T16:25:42-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001839882-26-021322 <b>Size:</b> 1 MB,https://www.sec.gov/Archives/edgar/data/1114446/000183988226021322/0001839882-26-021322-index.htm,2026-04-27T23:05:37Z
0000009631,BANK OF NOVA SCOTIA (0000009631) (Filer),424B2,2026-04-27T16:22:46-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001839882-26-021321 <b>Size:</b> 700 KB,https://www.sec.gov/Archives/edgar/data/9631/000183988226021321/0001839882-26-021321-index.htm,2026-04-27T23:05:37Z
0002053115,Zi Yun Dong Fang Ltd (0002053115) (Filer),F-1,2026-04-27T16:06:47-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001493152-26-019131 <b>Size:</b> 4 MB,https://www.sec.gov/Archives/edgar/data/2053115/000149315226019131/0001493152-26-019131-index.htm,2026-04-27T23:05:37Z
0002053115,Zi Yun Dong Fang Ltd (0002053115) (Filer),F-1/A,2026-04-27T16:06:47-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001493152-26-019131 <b>Size:</b> 4 MB,https://www.sec.gov/Archives/edgar/data/2053115/000149315226019131/0001493152-26-019131-index.htm,2026-04-27T23:05:37Z
0002103029,Sky Acquisition Group (0002103029) (Filer),S-1,2026-04-27T15:40:53-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001829126-26-003976 <b>Size:</b> 2 MB,https://www.sec.gov/Archives/edgar/data/2103029/000182912626003976/0001829126-26-003976-index.htm,2026-04-27T23:05:37Z
0002103029,Sky Acquisition Group (0002103029) (Filer),S-1/A,2026-04-27T15:40:53-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001829126-26-003976 <b>Size:</b> 2 MB,https://www.sec.gov/Archives/edgar/data/2103029/000182912626003976/0001829126-26-003976-index.htm,2026-04-27T23:05:37Z
0000946155,TIAA REAL ESTATE ACCOUNT (0000946155) (Filer),S-1,2026-04-27T15:34:28-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0000946155-26-000052 <b>Size:</b> 4 MB,https://www.sec.gov/Archives/edgar/data/946155/000094615526000052/0000946155-26-000052-index.htm,2026-04-27T23:05:37Z
0000946155,TIAA REAL ESTATE ACCOUNT (0000946155) (Filer),S-1/A,2026-04-27T15:34:28-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0000946155-26-000052 <b>Size:</b> 4 MB,https://www.sec.gov/Archives/edgar/data/946155/000094615526000052/0000946155-26-000052-index.htm,2026-04-27T23:05:37Z
0002123969,RRE Ventures Acquisition Corp. (0002123969) (Filer),S-1,2026-04-27T14:22:53-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001193125-26-181447 <b>Size:</b> 4 MB,https://www.sec.gov/Archives/edgar/data/2123969/000119312526181447/0001193125-26-181447-index.htm,2026-04-27T23:05:37Z
0002123969,RRE Ventures Acquisition Corp. (0002123969) (Filer),S-1/A,2026-04-27T14:22:53-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001193125-26-181447 <b>Size:</b> 4 MB,https://www.sec.gov/Archives/edgar/data/2123969/000119312526181447/0001193125-26-181447-index.htm,2026-04-27T23:05:37Z
0002081515,Berto Acquisition Corp. II (0002081515) (Filer),S-1,2026-04-27T13:43:02-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001829126-26-003952 <b>Size:</b> 5 MB,https://www.sec.gov/Archives/edgar/data/2081515/000182912626003952/0001829126-26-003952-index.htm,2026-04-27T23:05:37Z
0002046370,Uptrend Holdings Ltd (0002046370) (Filer),F-1,2026-04-27T13:41:45-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001213900-26-047926 <b>Size:</b> 14 MB,https://www.sec.gov/Archives/edgar/data/2046370/000121390026047926/0001213900-26-047926-index.htm,2026-04-27T23:05:37Z
0002046370,Uptrend Holdings Ltd (0002046370) (Filer),F-1/A,2026-04-27T13:41:45-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001213900-26-047926 <b>Size:</b> 14 MB,https://www.sec.gov/Archives/edgar/data/2046370/000121390026047926/0001213900-26-047926-index.htm,2026-04-27T23:05:37Z
0001394832,ATS Corp /ATS (0001394832) (Filer),F-1,2026-04-27T12:54:32-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001193125-26-180844 <b>Size:</b> 994 KB,https://www.sec.gov/Archives/edgar/data/1394832/000119312526180844/0001193125-26-180844-index.htm,2026-04-27T23:05:37Z
0002089855,T. Rowe Price Active Crypto ETF (0002089855) (Filer),S-1,2026-04-27T11:50:18-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001999371-26-009120 <b>Size:</b> 2 MB,https://www.sec.gov/Archives/edgar/data/2089855/000199937126009120/0001999371-26-009120-index.htm,2026-04-27T23:05:37Z
0002089855,T. Rowe Price Active Crypto ETF (0002089855) (Filer),S-1/A,2026-04-27T11:50:18-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001999371-26-009120 <b>Size:</b> 2 MB,https://www.sec.gov/Archives/edgar/data/2089855/000199937126009120/0001999371-26-009120-index.htm,2026-04-27T23:05:37Z
0001866816,"SYNTEC OPTICS HOLDINGS, INC. (0001866816) (Filer)",S-1,2026-04-27T08:23:15-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001493152-26-019077 <b>Size:</b> 7 MB,https://www.sec.gov/Archives/edgar/data/1866816/000149315226019077/0001493152-26-019077-index.htm,2026-04-27T23:05:37Z
0001934114,"SUJA LIFE, INC. (0001934114) (Filer)",S-1,2026-04-27T07:14:15-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001104659-26-049001 <b>Size:</b> 12 MB,https://www.sec.gov/Archives/edgar/data/1934114/000110465926049001/0001104659-26-049001-index.htm,2026-04-27T23:05:37Z
0001934114,"SUJA LIFE, INC. (0001934114) (Filer)",S-1/A,2026-04-27T07:14:15-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001104659-26-049001 <b>Size:</b> 12 MB,https://www.sec.gov/Archives/edgar/data/1934114/000110465926049001/0001104659-26-049001-index.htm,2026-04-27T23:05:37Z
0002114044,"Hemab Therapeutics Holdings, Inc. (0002114044) (Filer)",S-1,2026-04-27T07:09:29-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001193125-26-178809 <b>Size:</b> 8 MB,https://www.sec.gov/Archives/edgar/data/2114044/000119312526178809/0001193125-26-178809-index.htm,2026-04-27T23:05:37Z
0002114044,"Hemab Therapeutics Holdings, Inc. (0002114044) (Filer)",S-1/A,2026-04-27T07:09:29-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001193125-26-178809 <b>Size:</b> 8 MB,https://www.sec.gov/Archives/edgar/data/2114044/000119312526178809/0001193125-26-178809-index.htm,2026-04-27T23:05:37Z
0001554818,AUDDIA INC. (0001554818) (Filer),424B4,2026-04-27T07:00:36-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001683168-26-003222 <b>Size:</b> 348 KB,https://www.sec.gov/Archives/edgar/data/1554818/000168316826003222/0001683168-26-003222-index.htm,2026-04-27T23:05:37Z
0001750704,"HawkEye 360, Inc. (0001750704) (Filer)",S-1,2026-04-27T06:51:24-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001628280-26-027299 <b>Size:</b> 28 MB,https://www.sec.gov/Archives/edgar/data/1750704/000162828026027299/0001628280-26-027299-index.htm,2026-04-27T23:05:37Z
0001750704,"HawkEye 360, Inc. (0001750704) (Filer)",S-1/A,2026-04-27T06:51:24-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001628280-26-027299 <b>Size:</b> 28 MB,https://www.sec.gov/Archives/edgar/data/1750704/000162828026027299/0001628280-26-027299-index.htm,2026-04-27T23:05:37Z
0002030617,"Picard Medical, Inc. (0002030617) (Filer)",S-1,2026-04-27T06:16:23-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001829126-26-003906 <b>Size:</b> 13 MB,https://www.sec.gov/Archives/edgar/data/2030617/000182912626003906/0001829126-26-003906-index.htm,2026-04-27T23:05:37Z
0001926314,Ocean Capital Acquisition Corp (0001926314) (Filer),S-1,2026-04-27T06:12:27-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001493152-26-019021 <b>Size:</b> 5 MB,https://www.sec.gov/Archives/edgar/data/1926314/000149315226019021/0001493152-26-019021-index.htm,2026-04-27T23:05:37Z
0001926314,Ocean Capital Acquisition Corp (0001926314) (Filer),S-1/A,2026-04-27T06:12:27-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001493152-26-019021 <b>Size:</b> 5 MB,https://www.sec.gov/Archives/edgar/data/1926314/000149315226019021/0001493152-26-019021-index.htm,2026-04-27T23:05:37Z
0002042347,"Seaport Therapeutics, Inc. (0002042347) (Filer)",S-1,2026-04-27T06:06:03-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001193125-26-178716 <b>Size:</b> 6 MB,https://www.sec.gov/Archives/edgar/data/2042347/000119312526178716/0001193125-26-178716-index.htm,2026-04-27T23:05:37Z
0002042347,"Seaport Therapeutics, Inc. (0002042347) (Filer)",S-1/A,2026-04-27T06:06:03-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001193125-26-178716 <b>Size:</b> 6 MB,https://www.sec.gov/Archives/edgar/data/2042347/000119312526178716/0001193125-26-178716-index.htm,2026-04-27T23:05:37Z
0002122505,Irenic Acquisition Corp. (0002122505) (Filer),S-1,2026-04-27T06:03:34-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001104659-26-048827 <b>Size:</b> 149 KB,https://www.sec.gov/Archives/edgar/data/2122505/000110465926048827/0001104659-26-048827-index.htm,2026-04-27T23:05:37Z
0002122505,Irenic Acquisition Corp. (0002122505) (Filer),S-1/A,2026-04-27T06:03:34-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001104659-26-048827 <b>Size:</b> 149 KB,https://www.sec.gov/Archives/edgar/data/2122505/000110465926048827/0001104659-26-048827-index.htm,2026-04-27T23:05:37Z
0001367083,"Sonoma Pharmaceuticals, Inc. (0001367083) (Filer)",424B4,2026-04-27T06:00:31-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001683168-26-003212 <b>Size:</b> 273 KB,https://www.sec.gov/Archives/edgar/data/1367083/000168316826003212/0001683168-26-003212-index.htm,2026-04-27T23:05:37Z
0001296484,TOP SHIPS INC. (0001296484) (Filer),F-1,2026-04-24T20:03:54-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001171843-26-002711 <b>Size:</b> 1 MB,https://www.sec.gov/Archives/edgar/data/1296484/000117184326002711/0001171843-26-002711-index.htm,2026-04-27T23:05:37Z
0002102155,Quantum Leap Acquisition Corp (0002102155) (Filer),S-1,2026-04-24T19:18:20-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001213900-26-047663 <b>Size:</b> 5 MB,https://www.sec.gov/Archives/edgar/data/2102155/000121390026047663/0001213900-26-047663-index.htm,2026-04-27T23:05:37Z
0002102155,Quantum Leap Acquisition Corp (0002102155) (Filer),S-1/A,2026-04-24T19:18:20-04:00,<b>Filed:</b> 2026-04-27 <b>AccNo:</b> 0001213900-26-047663 <b>Size:</b> 5 MB,https://www.sec.gov/Archives/edgar/data/2102155/000121390026047663/0001213900-26-047663-index.htm,2026-04-27T23:05:37Z
0001828673,HCW Biologics Inc. (0001828673) (Filer),S-1,2026-04-24T17:30:12-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001493152-26-018992 <b>Size:</b> 777 KB,https://www.sec.gov/Archives/edgar/data/1828673/000149315226018992/0001493152-26-018992-index.htm,2026-04-27T23:05:37Z
0001828673,HCW Biologics Inc. (0001828673) (Filer),S-1/A,2026-04-24T17:30:12-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001493152-26-018992 <b>Size:</b> 777 KB,https://www.sec.gov/Archives/edgar/data/1828673/000149315226018992/0001493152-26-018992-index.htm,2026-04-27T23:05:37Z
0002085932,Energy Transition Special Opportunities (0002085932) (Filer),S-1,2026-04-24T17:27:41-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001213900-26-047625 <b>Size:</b> 7 MB,https://www.sec.gov/Archives/edgar/data/2085932/000121390026047625/0001213900-26-047625-index.htm,2026-04-27T23:05:37Z
0002085932,Energy Transition Special Opportunities (0002085932) (Filer),S-1/A,2026-04-24T17:27:41-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001213900-26-047625 <b>Size:</b> 7 MB,https://www.sec.gov/Archives/edgar/data/2085932/000121390026047625/0001213900-26-047625-index.htm,2026-04-27T23:05:37Z
0001296484,TOP SHIPS INC. (0001296484) (Filer),F-1,2026-04-24T17:26:54-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001171843-26-002707 <b>Size:</b> 1 MB,https://www.sec.gov/Archives/edgar/data/1296484/000117184326002707/0001171843-26-002707-index.htm,2026-04-27T23:05:37Z
0001807887,Laser Photonics Corp (0001807887) (Filer),S-1,2026-04-24T17:25:52-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001493152-26-018979 <b>Size:</b> 18 MB,https://www.sec.gov/Archives/edgar/data/1807887/000149315226018979/0001493152-26-018979-index.htm,2026-04-27T23:05:37Z
0002105274,"InterPrivate Investment Partners V, Inc. (0002105274) (Filer)",S-1,2026-04-24T17:08:50-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001213900-26-047608 <b>Size:</b> 7 MB,https://www.sec.gov/Archives/edgar/data/2105274/000121390026047608/0001213900-26-047608-index.htm,2026-04-27T23:05:37Z
0001925283,"Lincoln International, Inc. (0001925283) (Filer)",S-1,2026-04-24T17:07:32-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001628280-26-027260 <b>Size:</b> 34 MB,https://www.sec.gov/Archives/edgar/data/1925283/000162828026027260/0001628280-26-027260-index.htm,2026-04-27T23:05:37Z
0002096362,AIAI Holdings Corp (0002096362) (Filer),S-1,2026-04-24T16:30:27-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001493152-26-018924 <b>Size:</b> 8 MB,https://www.sec.gov/Archives/edgar/data/2096362/000149315226018924/0001493152-26-018924-index.htm,2026-04-27T23:05:37Z
0002096362,AIAI Holdings Corp (0002096362) (Filer),S-1/A,2026-04-24T16:30:27-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001493152-26-018924 <b>Size:</b> 8 MB,https://www.sec.gov/Archives/edgar/data/2096362/000149315226018924/0001493152-26-018924-index.htm,2026-04-27T23:05:37Z
0001751783,"Rhinebeck Bancorp, Inc. (0001751783) (Filer)",S-1,2026-04-24T16:15:47-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001104659-26-048594 <b>Size:</b> 14 MB,https://www.sec.gov/Archives/edgar/data/1751783/000110465926048594/0001104659-26-048594-index.htm,2026-04-27T23:05:37Z
0001751783,"Rhinebeck Bancorp, Inc. (0001751783) (Filer)",S-1/A,2026-04-24T16:15:47-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001104659-26-048594 <b>Size:</b> 14 MB,https://www.sec.gov/Archives/edgar/data/1751783/000110465926048594/0001104659-26-048594-index.htm,2026-04-27T23:05:37Z
0000771999,"DSS, INC. (0000771999) (Filer)",S-1,2026-04-24T16:05:48-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001493152-26-018910 <b>Size:</b> 458 KB,https://www.sec.gov/Archives/edgar/data/771999/000149315226018910/0001493152-26-018910-index.htm,2026-04-27T23:05:37Z
0000771999,"DSS, INC. (0000771999) (Filer)",S-1/A,2026-04-24T16:05:48-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001493152-26-018910 <b>Size:</b> 458 KB,https://www.sec.gov/Archives/edgar/data/771999/000149315226018910/0001493152-26-018910-index.htm,2026-04-27T23:05:37Z
0001712178,NaaS Technology Inc. (0001712178) (Filer),F-1,2026-04-24T11:44:26-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001185185-26-001481 <b>Size:</b> 16 MB,https://www.sec.gov/Archives/edgar/data/1712178/000118518526001481/0001185185-26-001481-index.htm,2026-04-27T23:05:37Z
0001712178,NaaS Technology Inc. (0001712178) (Filer),F-1/A,2026-04-24T11:44:26-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001185185-26-001481 <b>Size:</b> 16 MB,https://www.sec.gov/Archives/edgar/data/1712178/000118518526001481/0001185185-26-001481-index.htm,2026-04-27T23:05:37Z
0002094076,Starlink AI Acquisition Corp (0002094076) (Filer),S-1,2026-04-24T10:17:25-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001493152-26-018875 <b>Size:</b> 3 MB,https://www.sec.gov/Archives/edgar/data/2094076/000149315226018875/0001493152-26-018875-index.htm,2026-04-27T23:05:37Z
0002094076,Starlink AI Acquisition Corp (0002094076) (Filer),S-1/A,2026-04-24T10:17:25-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001493152-26-018875 <b>Size:</b> 3 MB,https://www.sec.gov/Archives/edgar/data/2094076/000149315226018875/0001493152-26-018875-index.htm,2026-04-27T23:05:37Z
0002067674,SILVER BOW MINING CORP. (0002067674) (Filer),S-1,2026-04-24T09:48:31-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001539497-26-001201 <b>Size:</b> 576 KB,https://www.sec.gov/Archives/edgar/data/2067674/000153949726001201/0001539497-26-001201-index.htm,2026-04-27T23:05:37Z
0002067674,SILVER BOW MINING CORP. (0002067674) (Filer),S-1/A,2026-04-24T09:48:31-04:00,<b>Filed:</b> 2026-04-24 <b>AccNo:</b> 0001539497-26-001201 <b>Size:</b> 576 KB,https://www.sec.gov/Archives/edgar/data/2067674/000153949726001201/0001539497-26-001201-index.htm,2026-04-27T23:05:37Z
