pair,usd_rate,inverse_usd,priority,captured_at
KMF,419.8289683,0.002381922343,0,2026-04-27T23:11:04Z
KMNO,50.03752815,0.019985,0,2026-04-27T23:11:04Z
KNC,6.958942241,0.1437,0,2026-04-27T23:11:04Z
KRL,6.620324396,0.15105,0,2026-04-27T23:11:04Z
KSM,0.2120890774,4.715,0,2026-04-27T23:11:04Z
KTA,6.244146113,0.16015,0,2026-04-27T23:11:04Z
KWD,0.3072956883,3.254194699,0,2026-04-27T23:11:04Z
KYD,0.8342145,1.19873246,0,2026-04-27T23:11:04Z
KZT,460.2903637,0.00217254168,0,2026-04-27T23:11:04Z
L3,95.78544061,0.01044,0,2026-04-27T23:11:04Z
LA,6.307158625,0.15855,0,2026-04-27T23:11:04Z
LAK,21950.05165,4.555797935e-05,0,2026-04-27T23:11:04Z
LAYER,11.9474313,0.0837,0,2026-04-27T23:11:04Z
LBP,89603.7607,1.116024587e-05,0,2026-04-27T23:11:04Z
LCX,32.36245955,0.0309,0,2026-04-27T23:11:04Z
LDO,2.481389578,0.403,0,2026-04-27T23:11:04Z
LIGHTER,1.161440186,0.861,0,2026-04-27T23:11:04Z
LINEA,276.2430939,0.00362,0,2026-04-27T23:11:04Z
LIT,12.57854511,0.07950045028,0,2026-04-27T23:11:04Z
LKR,318.7750493,0.003137008377,0,2026-04-27T23:11:04Z
LMTS,13.73249107,0.07282,0,2026-04-27T23:11:04Z
LOKA,910.8382593,0.001097889762,0,2026-04-27T23:11:04Z
LOOM,188.078996,0.005316914814,0,2026-04-27T23:11:04Z
LPT,0.4705882353,2.125,0,2026-04-27T23:11:04Z
LQTY,3.176115611,0.31485,0,2026-04-27T23:11:04Z
LRC,59.70149254,0.01675,0,2026-04-27T23:11:04Z
LRD,183.8285662,0.005439850947,0,2026-04-27T23:11:04Z
LRDS,46.18937644,0.02165,0,2026-04-27T23:11:04Z
LSETH,0.0003924885541,2547.845,0,2026-04-27T23:11:04Z
LSL,16.52651403,0.06050882832,0,2026-04-27T23:11:04Z
LTL,2.8539,0.3503977014,0,2026-04-27T23:11:04Z
LVL,0.599506,1.66804002,0,2026-04-27T23:11:04Z
LYD,6.34015,0.157724975,0,2026-04-27T23:11:04Z
MAD,9.2564615,0.1080326429,0,2026-04-27T23:11:04Z
MAGIC,15.17450683,0.0659,0,2026-04-27T23:11:04Z
MAMO,83.43763037,0.011985,0,2026-04-27T23:11:04Z
MANA,10.79913607,0.0926,0,2026-04-27T23:11:04Z
MANTLE,1.570968502,0.63655,0,2026-04-27T23:11:04Z
MASK,1.941747573,0.515,0,2026-04-27T23:11:04Z
MATH,38.91050584,0.0257,0,2026-04-27T23:11:04Z
MCO2,11.91409084,0.08393422655,0,2026-04-27T23:11:04Z
MDL,17.32498081,0.05772012164,0,2026-04-27T23:11:04Z
MDT,248.1389578,0.00403,0,2026-04-27T23:11:04Z
ME,9.394081729,0.10645,0,2026-04-27T23:11:04Z
MEDIA,5.740682923,0.1741953028,0,2026-04-27T23:11:04Z
MET,6.472491909,0.1545,0,2026-04-27T23:11:04Z
METIS,0.2812939522,3.555,0,2026-04-27T23:11:04Z
MEZO,20.83767452,0.04799,0,2026-04-27T23:11:04Z
MGA,4149.579605,0.0002409882675,0,2026-04-27T23:11:04Z
MINA,16.10305958,0.0621,0,2026-04-27T23:11:04Z
MIR,192.1535245,0.005204172042,0,2026-04-27T23:11:04Z
MKD,52.5782535,0.01901927001,0,2026-04-27T23:11:04Z
MKR,0.0004917069718,2033.731587,0,2026-04-27T23:11:04Z
MLN,0.3241491086,3.085,0,2026-04-27T23:11:04Z
MMK,2099.924994,0.000476207485,0,2026-04-27T23:11:04Z
MNDE,50.95541401,0.019625,0,2026-04-27T23:11:04Z
MNT,3574.228648,0.000279780646,0,2026-04-27T23:11:04Z
MOBILE,7422.506285,0.0001347253827,0,2026-04-27T23:11:04Z
MOG,6451612.903,1.55e-07,0,2026-04-27T23:11:04Z
MON,32.82455277,0.030465,0,2026-04-27T23:11:04Z
MONA,0.02101617442,47.58239915,0,2026-04-27T23:11:04Z
MOODENG,17.21170396,0.0581,0,2026-04-27T23:11:04Z
MOP,8.080664,0.1237522065,0,2026-04-27T23:11:04Z
MORPHO,0.5133074969,1.94815,0,2026-04-27T23:11:04Z
MOVE,56.61345438,0.0176636457,0,2026-04-27T23:11:04Z
MPLX,37.45318352,0.0267,0,2026-04-27T23:11:04Z
MRO,378.644,0.002641003159,0,2026-04-27T23:11:04Z
MRU,39.99570585,0.02500268413,0,2026-04-27T23:11:04Z
MSOL,0.008629989213,115.875,0,2026-04-27T23:11:04Z
MTL,3.346160001,0.298850025,0,2026-04-27T23:11:04Z
MULTI,5.121519556,0.1952545507,0,2026-04-27T23:11:04Z
MUR,46.71,0.02140869193,0,2026-04-27T23:11:04Z
MUSD,1,1,0,2026-04-27T23:11:04Z
MUSE,3.029781192,0.330056838,0,2026-04-27T23:11:04Z
MVR,15.46,0.06468305304,0,2026-04-27T23:11:04Z
MWK,1737.086456,0.0005756765855,0,2026-04-27T23:11:04Z
MXC,2006.826867,0.0004982990892,0,2026-04-27T23:11:04Z
MZN,63.86497732,0.01565803421,0,2026-04-27T23:11:04Z
NAD,16.5264585,0.06050903162,0,2026-04-27T23:11:04Z
NCT,127.1455817,0.007865,0,2026-04-27T23:11:04Z
NEAR,0.7366482505,1.3575,0,2026-04-27T23:11:04Z
NEON,33.61909565,0.029745,0,2026-04-27T23:11:04Z
NEST,5494.649632,0.0001819952257,0,2026-04-27T23:11:04Z
NEWT,13.09757695,0.07635,0,2026-04-27T23:11:04Z
NGN,1359.829957,0.0007353860639,0,2026-04-27T23:11:04Z
NIO,36.803278,0.02717149271,0,2026-04-27T23:11:04Z
NKN,122.6993865,0.00815,0,2026-04-27T23:11:04Z
NMR,0.1101928375,9.075,0,2026-04-27T23:11:04Z
NOICE,36968.57671,2.705e-05,0,2026-04-27T23:11:04Z
NOM,386.8471954,0.002585,0,2026-04-27T23:11:04Z
NPR,150.858779,0.006628715986,0,2026-04-27T23:11:04Z
NU,50.26049912,0.01989634042,0,2026-04-27T23:11:04Z
OCEAN,7.558578987,0.1323,0,2026-04-27T23:11:04Z
OGN,43.56349379,0.022955,0,2026-04-27T23:11:04Z
OMG,16.4385214,0.06083272185,0,2026-04-27T23:11:04Z
OMNI,1.508295626,0.663,0,2026-04-27T23:11:04Z
OMR,0.384567,2.600327121,0,2026-04-27T23:11:04Z
ONDO,3.797732754,0.263315,0,2026-04-27T23:11:04Z
OOKI,3.286417241e+11,3.04282727e-12,0,2026-04-27T23:11:04Z
OP,8.196721311,0.122,0,2026-04-27T23:11:04Z
OPG,3.731343284,0.268,0,2026-04-27T23:11:04Z
OPN,5.683432793,0.17595,0,2026-04-27T23:11:04Z
ORCA,0.6647389238,1.50435,0,2026-04-27T23:11:04Z
ORN,27.98379625,0.03573496573,0,2026-04-27T23:11:04Z
OSMO,31.89792663,0.03135,0,2026-04-27T23:11:04Z
OXT,107.5268817,0.0093,0,2026-04-27T23:11:04Z
PAB,1,1,0,2026-04-27T23:11:04Z
PAX,1.00431857,0.9957,0,2026-04-27T23:11:04Z
PAXG,0.0002137291026,4678.82,0,2026-04-27T23:11:04Z
PENDLE,0.7639419404,1.309,0,2026-04-27T23:11:04Z
PENGU,98.14987486,0.0101885,0,2026-04-27T23:11:04Z
PEPE,258064.5161,3.875e-06,0,2026-04-27T23:11:04Z
PERP,39.0625,0.0256,0,2026-04-27T23:11:04Z
PGK,4.34174,0.2303224053,0,2026-04-27T23:11:04Z
PIRATE,253.164557,0.00395,0,2026-04-27T23:11:04Z
PKR,278.8266667,0.003586457536,0,2026-04-27T23:11:04Z
PLA,694.2951654,0.001440309611,0,2026-04-27T23:11:04Z
PLU,6.96039535,0.14367,0,2026-04-27T23:11:04Z
PLUME,81.16883117,0.01232,0,2026-04-27T23:11:04Z
PNG,35.46728143,0.028195,0,2026-04-27T23:11:04Z
PNUT,18.24817518,0.0548,0,2026-04-27T23:11:04Z
POL,10.84598698,0.0922,0,2026-04-27T23:11:04Z
POLS,19.3986421,0.05155,0,2026-04-27T23:11:04Z
POLY,11.0184467,0.0907568941,0,2026-04-27T23:11:04Z
POND,407.3319756,0.002455,0,2026-04-27T23:11:04Z
POPCAT,15.68627451,0.06375,0,2026-04-27T23:11:04Z
POWR,15.58846454,0.06415,0,2026-04-27T23:11:04Z
PRCL,71.42857143,0.014,0,2026-04-27T23:11:04Z
PRIME,2.713704206,0.3685,0,2026-04-27T23:11:04Z
PRL,3.103854988,0.32218,0,2026-04-27T23:11:04Z
PRO,2.719238613,0.36775,0,2026-04-27T23:11:04Z
PROMPT,28.14522938,0.03553,0,2026-04-27T23:11:04Z
PROVE,4.074979625,0.2454,0,2026-04-27T23:11:04Z
PRQ,2545.720832,0.0003928160493,0,2026-04-27T23:11:04Z
PUMP,565.2911249,0.001769,0,2026-04-27T23:11:04Z
PUNDIX,6.713662303,0.14895,0,2026-04-27T23:11:04Z
PYG,6312.914789,0.0001584054329,0,2026-04-27T23:11:04Z
PYR,3.610108303,0.277,0,2026-04-27T23:11:04Z
PYTH,20.76843198,0.04815,0,2026-04-27T23:11:04Z
QAR,3.6630435,0.272997031,0,2026-04-27T23:11:04Z
QI,613.1207848,0.001631,0,2026-04-27T23:11:04Z
QNT,0.01438434983,69.52,0,2026-04-27T23:11:04Z
QUICK,0.08630904678,11.58627093,0,2026-04-27T23:11:04Z
RAD,4,0.25,0,2026-04-27T23:11:04Z
RAI,0.3192724325,3.132121343,0,2026-04-27T23:11:04Z
RARE,58.99705015,0.01695,0,2026-04-27T23:11:04Z
RARI,6.613756614,0.1512,0,2026-04-27T23:11:04Z
RAVE,1.138368718,0.87845,0,2026-04-27T23:11:04Z
RAY,1.342281879,0.745,0,2026-04-27T23:11:04Z
RBN,40.83549754,0.02448849801,0,2026-04-27T23:11:04Z
RECALL,19.8019802,0.0505,0,2026-04-27T23:11:04Z
RED,7.686395081,0.1301,0,2026-04-27T23:11:04Z
REN,327.0875708,0.003057285233,0,2026-04-27T23:11:04Z
RENDER,0.5603810591,1.7845,0,2026-04-27T23:11:04Z
REP,1.06454288,0.9393703334,0,2026-04-27T23:11:04Z
REPV2,1.05822991,0.9449742356,0,2026-04-27T23:11:04Z
REQ,13.78359752,0.07255,0,2026-04-27T23:11:04Z
REZ,253.164557,0.00395,0,2026-04-27T23:11:04Z
RGT,30.90182989,0.03236054317,0,2026-04-27T23:11:04Z
RLC,2.259887006,0.4425,0,2026-04-27T23:11:04Z
RLS,288.184438,0.00347,0,2026-04-27T23:11:04Z
RLY,32177.2249,3.107788205e-05,0,2026-04-27T23:11:04Z
RNBW,73.77351531,0.013555,0,2026-04-27T23:11:04Z
RNDR,0.5578184635,1.792697921,0,2026-04-27T23:11:04Z
ROBO,48.61448712,0.02057,0,2026-04-27T23:11:04Z
RON,4.340525,0.2303868772,0,2026-04-27T23:11:04Z
RONIN,10.11810469,0.09883273901,0,2026-04-27T23:11:04Z
ROSE,100.6542526,0.009935,0,2026-04-27T23:11:04Z
RPL,0.5154639175,1.94,0,2026-04-27T23:11:04Z
RSC,11.12966055,0.08985,0,2026-04-27T23:11:04Z
RSD,100.1281007,0.009987206322,0,2026-04-27T23:11:04Z
RSR,556.7928731,0.001796,0,2026-04-27T23:11:04Z
RUNE,1.989163434,0.5027239004,0,2026-04-27T23:11:04Z
RWF,1461.439998,0.0006842566248,0,2026-04-27T23:11:04Z
S,22.06044562,0.04533,0,2026-04-27T23:11:04Z
SAFE,6.925207756,0.1444,0,2026-04-27T23:11:04Z
SAND,12.92824822,0.07735,0,2026-04-27T23:11:04Z
SAPIEN,10.98237329,0.091055,0,2026-04-27T23:11:04Z
SBD,8.0485815,0.1242454959,0,2026-04-27T23:11:04Z
SCR,14.46301589,0.06914187247,0,2026-04-27T23:11:04Z
SD,7.178750897,0.1393,0,2026-04-27T23:11:04Z
SDG,600.5,0.001665278934,0,2026-04-27T23:11:04Z
SEAM,25.03128911,0.03995,0,2026-04-27T23:11:04Z
SEI,16.58512314,0.060295,0,2026-04-27T23:11:04Z
SENT,55.47850208,0.018025,0,2026-04-27T23:11:04Z
SHDW,31.74603175,0.0315,0,2026-04-27T23:11:04Z
SHIB,163532.2976,6.115e-06,0,2026-04-27T23:11:04Z
SHP,0.7387392918,1.353657523,0,2026-04-27T23:11:04Z
SHPING,987.654321,0.0010125,0,2026-04-27T23:11:04Z
SIGN,62.36357967,0.016035,0,2026-04-27T23:11:04Z
SKK,25.6981,0.0389133827,0,2026-04-27T23:11:04Z
SKL,141.8439716,0.00705,0,2026-04-27T23:11:04Z
SKR,62.73525721,0.01594,0,2026-04-27T23:11:04Z
SKY,11.19256813,0.089345,0,2026-04-27T23:11:04Z
SLL,20359.75,4.911651666e-05,0,2026-04-27T23:11:04Z
SNT,100.5555445,0.009944752477,0,2026-04-27T23:11:04Z
SNX,3.179650238,0.3145,0,2026-04-27T23:11:04Z
SOS,572.623543,0.001746348037,0,2026-04-27T23:11:04Z
SPA,358.5514521,0.002789,0,2026-04-27T23:11:04Z
SPELL,5433.306167,0.00018405,0,2026-04-27T23:11:04Z
SPK,27.73540424,0.036055,0,2026-04-27T23:11:04Z
SPX,2.653575693,0.37685,0,2026-04-27T23:11:04Z
SQD,31.74603175,0.0315,0,2026-04-27T23:11:04Z
SRD,37.3975,0.02673975533,0,2026-04-27T23:11:04Z
STD,21722.55,4.603511098e-05,0,2026-04-27T23:11:04Z
STG,4.633920297,0.2158,0,2026-04-27T23:11:04Z
STORJ,10.17811705,0.09825,0,2026-04-27T23:11:04Z
STRK,25.97402597,0.0385,0,2026-04-27T23:11:04Z
STX,4.429678848,0.22575,0,2026-04-27T23:11:04Z
SUI,1.076194576,0.9292,0,2026-04-27T23:11:04Z
SUKU,143.8848921,0.00695,0,2026-04-27T23:11:04Z
SUP,93.02325581,0.01075,0,2026-04-27T23:11:04Z
SUPER,8.055096863,0.124145,0,2026-04-27T23:11:04Z
SUSHI,4.741583689,0.2109,0,2026-04-27T23:11:04Z
SVC,8.759064,0.1141674499,0,2026-04-27T23:11:04Z
SWELL,858.3690987,0.001165,0,2026-04-27T23:11:04Z
SWFTC,293.1691586,0.003411,0,2026-04-27T23:11:04Z
SXT,59.70149254,0.01675,0,2026-04-27T23:11:04Z
SYLO,179732.3634,5.563828246e-06,0,2026-04-27T23:11:04Z
SYN,18.91197791,0.05287654232,0,2026-04-27T23:11:04Z
SYND,29.54209749,0.03385,0,2026-04-27T23:11:04Z
SYRUP,4.111842105,0.2432,0,2026-04-27T23:11:04Z
SZL,16.5195135,0.06053447034,0,2026-04-27T23:11:04Z
T,164.7446458,0.00607,0,2026-04-27T23:11:04Z
TAO,0.004043671654,247.3,0,2026-04-27T23:11:04Z
TGBP,0.7389344565,1.3533,0,2026-04-27T23:11:04Z
THETA,4.705043648,0.2125378795,0,2026-04-27T23:11:04Z
THQ,40.67520846,0.024585,0,2026-04-27T23:11:04Z
TIA,2.842928216,0.35175,0,2026-04-27T23:11:04Z
TIME,0.5154639175,1.94,0,2026-04-27T23:11:04Z
TJS,9.4119705,0.1062476768,0,2026-04-27T23:11:04Z
