ticker,company,cik,q_current,val_current_usd,q_prior,val_prior_usd,yoy_pct,direction,filed_current,accn_current,captured_at
CICB,CION Investment Corporation,0001534254,CY2025Q4,-41120000,CY2024Q4,5458000,-853.39,PROFIT_TO_LOSS,,0001534254-26-000003,2026-04-27T23:04:08Z
VSTS,Vestis Corporation,0001967649,CY2025Q4,-6391000,CY2024Q4,832000,-868.15,PROFIT_TO_LOSS,,0001628280-26-006647,2026-04-27T23:04:08Z
PAPL,PINEAPPLE FINANCIAL INC.,0001938109,CY2025Q4,-6435085,CY2024Q4,-656894,-879.62,LOSS,,0001493152-26-002942,2026-04-27T23:04:08Z
GROW,"U.S. GLOBAL INVESTORS, INC.",0000754811,CY2025Q4,-846000,CY2024Q4,-86000,-883.72,LOSS,,0001437749-26-004918,2026-04-27T23:04:08Z
OZVN,OZ Vision Inc.,0001751707,CY2025Q4,-37266,CY2024Q4,-3755,-892.44,LOSS,,0001493152-26-006704,2026-04-27T23:04:08Z
GLGI,"GREYSTONE LOGISTICS, INC.",0001088413,CY2025Q4,-2064095,CY2024Q4,-204714,-908.28,LOSS,,0001437749-26-012272,2026-04-27T23:04:08Z
SYNA,SYNAPTICS INCORPORATED,0000817720,CY2025Q4,-14800000,CY2024Q4,1800000,-922.22,PROFIT_TO_LOSS,,0000817720-26-000017,2026-04-27T23:04:08Z
ADTI,"Adapti, Inc.",0001420924,CY2025Q4,-2946326,CY2024Q4,-285071,-933.54,LOSS,,0001493152-26-007128,2026-04-27T23:04:08Z
IEHC,IEH Corporation,0000050292,CY2025Q4,-660286,CY2024Q4,-61640,-971.20,LOSS,,0001213900-26-013266,2026-04-27T23:04:08Z
BRWC,BIRDIE WIN CORPORATION,0001873213,CY2025Q4,-8277,CY2024Q4,904,-1015.60,PROFIT_TO_LOSS,,0001493152-26-009322,2026-04-27T23:04:08Z
LITS,"Lite Strategy, Inc.",0001262104,CY2025Q4,-30799000,CY2024Q4,-2677000,-1050.50,LOSS,,0001193125-26-053215,2026-04-27T23:04:08Z
MMED,"MiniMed Group, Inc.",0002062583,CY2025Q4,-119000000,CY2024Q4,-10000000,-1090.00,LOSS,,0001628280-26-025777,2026-04-27T23:04:08Z
BZH,"BEAZER HOMES USA, INC.",0000915840,CY2025Q4,-32597000,CY2024Q4,3130000,-1141.44,PROFIT_TO_LOSS,,0000915840-26-000009,2026-04-27T23:04:08Z
CIMG,CIMG Inc.,0001527613,CY2025Q4,-19443692,CY2024Q4,-1536249,-1165.66,LOSS,,0001493152-26-011692,2026-04-27T23:04:08Z
LBRDP,LIBERTY BROADBAND CORPORATION,0001611983,CY2025Q4,-3173000000,CY2024Q4,291000000,-1190.38,PROFIT_TO_LOSS,,0001104659-26-010397,2026-04-27T23:04:08Z
XRPNW,Armada Acquisition Corp. II,0002044009,CY2025Q4,-603760,CY2024Q4,-45784,-1218.71,LOSS,,0001193125-26-051286,2026-04-27T23:04:08Z
TGL,Treasure Global Inc,0001905956,CY2025Q4,-3109863,CY2024Q4,-232332,-1238.54,LOSS,,0001213900-26-019296,2026-04-27T23:04:08Z
TMGI,"Transglobal Management Group, Inc.",0001434601,CY2025Q4,-2289822,CY2024Q4,-155374,-1373.75,LOSS,,0001683168-26-002825,2026-04-27T23:04:08Z
PETS,"PETMED EXPRESS, INC.",0001040130,CY2025Q4,-10553000,CY2024Q4,-707000,-1392.64,LOSS,,0001040130-26-000007,2026-04-27T23:04:08Z
AYTU,"AYTU BIOPHARMA, INC.",0001385818,CY2025Q4,-10584000,CY2024Q4,788000,-1443.15,PROFIT_TO_LOSS,,0001437749-26-002804,2026-04-27T23:04:08Z
INPAP,INTERNATIONAL PAPER COMPANY,0000051434,CY2025Q4,-2384000000,CY2024Q4,-147000000,-1521.77,LOSS,,0000051434-26-000055,2026-04-27T23:04:08Z
ODYY,"Odyssey Health, Inc.",0001626644,CY2025Q4,-3601623,CY2024Q4,-220126,-1536.16,LOSS,,0001683168-26-001695,2026-04-27T23:04:08Z
ORIB,ORION BLISS CORP.,0001854183,CY2025Q4,-18085,CY2024Q4,-1043,-1633.94,LOSS,,0001683168-26-001111,2026-04-27T23:04:08Z
CBLO,"C2 Blockchain, Inc.",0001882781,CY2025Q4,-87485,CY2024Q4,-4780,-1730.23,LOSS,,0001882781-26-000012,2026-04-27T23:04:08Z
TMCI,"Treace Medical Concepts, Inc.",0001630627,CY2025Q4,-9394000,CY2024Q4,-501000,-1775.05,LOSS,,0001630627-26-000005,2026-04-27T23:04:08Z
EVH,"Evolent Health, Inc.",0001628908,CY2025Q4,-429131000,CY2024Q4,-22802000,-1781.99,LOSS,,0001628908-26-000015,2026-04-27T23:04:08Z
NTCS,NATICS CORP.,0001933359,CY2025Q4,-7212,CY2024Q4,411,-1854.74,PROFIT_TO_LOSS,,0001683168-26-001063,2026-04-27T23:04:08Z
YCBD,"cbdMD, Inc.",0001644903,CY2025Q4,-283131,CY2024Q4,15095,-1975.66,PROFIT_TO_LOSS,,0001437749-26-004343,2026-04-27T23:04:08Z
CCRN,"Cross Country Healthcare, Inc",0001141103,CY2025Q4,-82929000,CY2024Q4,-3753000,-2109.67,LOSS,,0001628280-26-015791,2026-04-27T23:04:08Z
FARM,FARMER BROTHERS CO,0000034563,CY2025Q4,-4866000,CY2024Q4,210000,-2417.14,PROFIT_TO_LOSS,,0000034563-26-000014,2026-04-27T23:04:08Z
MWYN,"MARWYNN HOLDINGS, INC.",0002030522,CY2025Q4,-548336,CY2024Q4,23418,-2441.52,PROFIT_TO_LOSS,,0001213900-26-028659,2026-04-27T23:04:08Z
AOUT,"American Outdoor Brands, Inc.",0001808997,CY2025Q4,-4073000,CY2024Q4,169000,-2510.06,PROFIT_TO_LOSS,,0001808997-26-000011,2026-04-27T23:04:08Z
MGNC,MAG MAGNA CORP.,0001949864,CY2025Q4,-131125,CY2024Q4,-4670,-2707.82,LOSS,,0001683168-26-002246,2026-04-27T23:04:08Z
EPC,EDGEWELL PERSONAL CARE COMPANY,0001096752,CY2025Q4,-65700000,CY2024Q4,-2100000,-3028.57,LOSS,,0001628280-26-006288,2026-04-27T23:04:08Z
VWAVW,"VisionWave Holdings, Inc.",0002038439,CY2025Q4,-6935915,CY2024Q4,-203724,-3304.56,LOSS,,0001731122-26-000589,2026-04-27T23:04:08Z
WNC,WABASH NATIONAL CORPORATION,0000879526,CY2025Q4,-49878000,CY2024Q4,-1030000,-4742.52,LOSS,,0000879526-26-000036,2026-04-27T23:04:08Z
GGRP,"THE GLIMPSE GROUP, INC.",0001854445,CY2025Q4,-1225589,CY2024Q4,25872,-4837.13,PROFIT_TO_LOSS,,0001493152-26-006951,2026-04-27T23:04:08Z
SATA,"STRIVE, INC.",0001920406,CY2025Q4,-393598000,CY2024Q4,-4118000,-9457.99,LOSS,,0001628280-26-019879,2026-04-27T23:04:08Z
ZONE,"CleanCore Solutions, Inc.",0001956741,CY2025Q4,-104360352,CY2024Q4,-1005030,-10283.80,LOSS,,0001213900-26-015016,2026-04-27T23:04:08Z
FMC,FMC CORPORATION,0000037785,CY2025Q4,-1720800000,CY2024Q4,-16300000,-10457.06,LOSS,,0000037785-26-000041,2026-04-27T23:04:08Z
UPXI,"UPEXI, INC.",0001775194,CY2025Q4,-178924930,CY2024Q4,-1301310,-13649.60,LOSS,,0001477932-26-000736,2026-04-27T23:04:08Z
QGAI,Quantum Genesis AI Corp.,0001663038,CY2025Q4,-4329657,CY2024Q4,-29806,-14426.13,LOSS,,0001477932-26-001481,2026-04-27T23:04:08Z
UA,"UNDER ARMOUR, INC.",0001336917,CY2025Q4,-430827000,CY2024Q4,1234000,-35013.05,PROFIT_TO_LOSS,,0001336917-26-000027,2026-04-27T23:04:08Z
SSSSL,SuRo Capital Corp.,0001509470,CY2025Q4,-20130112,CY2024Q4,44527,-45308.78,PROFIT_TO_LOSS,,0001493152-26-009641,2026-04-27T23:04:08Z
FWDI,"FORWARD INDUSTRIES, INC.",0000038264,CY2025Q4,-585651086,CY2024Q4,-708065,-82611.49,LOSS,,0001683168-26-000960,2026-04-27T23:04:08Z
BMNR,"BITMINE     IMMERSION TECHNOLOGIES, INC.",0001829311,CY2025Q4,-5204095000,CY2024Q4,-974000,-534201.33,LOSS,,0001493152-26-016560,2026-04-27T23:04:08Z
TSCO,TRACTOR SUPPLY CO /DE/,0000916365,CY2025Q4,1096087000,CY2024Q4,,,,,0000916365-26-000014,2026-04-27T23:04:08Z
LII,LENNOX INTERNATIONAL INC.,0001069202,CY2025Q4,142500000,CY2024Q4,,,,,0001069202-26-000028,2026-04-27T23:04:08Z
BNCWW,CEA INDUSTRIES INC.,0001482541,CY2025Q4,-106572140,CY2024Q4,,,,,0001493152-26-010296,2026-04-27T23:04:08Z
ADNT,Adient plc,0001670541,CY2025Q4,-22000000,CY2024Q4,0,,,,0001670541-26-000024,2026-04-27T23:04:08Z
IDAI,T STAMP INC.,0001718939,CY2025Q4,-8330000,CY2024Q4,,,,,0001718939-26-000024,2026-04-27T23:04:08Z
EMBC,EMBECTA CORP.,0001872789,CY2025Q4,44100000,CY2024Q4,0,,,,0001872789-26-000009,2026-04-27T23:04:08Z
DEC,Diversified Energy Company,0001922446,CY2025Q4,195460000,CY2024Q4,,,,,0001922446-26-000020,2026-04-27T23:04:08Z
TSOL,21Shares Solana ETF,0002028834,CY2025Q4,-4147646,CY2024Q4,,,,,0001213900-26-035800,2026-04-27T23:04:08Z
RTACW,Renatus Tactical Acquisition Corp I,0002035173,CY2025Q4,2084244,CY2024Q4,,,,,0001213900-26-027653,2026-04-27T23:04:08Z
GTERR,GLOBA TERRA ACQUISITION CORPORATION,0002043766,CY2025Q4,1570284,CY2024Q4,0,,,,0001140361-26-011428,2026-04-27T23:04:08Z
BSOL,BITWISE SOLANA STAKING ETF,0002045872,CY2025Q4,-206543000,CY2024Q4,,,,,0001193125-26-117404,2026-04-27T23:04:08Z
RAC-WT,Rithm Acquisition Corp.,0002047497,CY2025Q4,2176758,CY2024Q4,,,,,0001104659-26-011558,2026-04-27T23:04:08Z
NMPAR,NMP Acquisition Corp.,0002054876,CY2025Q4,940179,CY2024Q4,,,,,0001213900-26-032420,2026-04-27T23:04:08Z
GDOG,Grayscale Dogecoin Trust ETF,0002055510,CY2025Q4,-2013000,CY2024Q4,,,,,0001193125-26-104226,2026-04-27T23:04:08Z
VNMEU,Vendome Acquisition Corporation I,0002055879,CY2025Q4,2049849,CY2024Q4,,,,,0001140361-26-010592,2026-04-27T23:04:08Z
WBI,WaterBridge Infrastructure LLC,0002064947,CY2025Q4,-4537000,CY2024Q4,,,,,0001193125-26-106541,2026-04-27T23:04:08Z
QSOL,Invesco Galaxy Solana ETF,0002074409,CY2025Q4,-243612,CY2024Q4,,,,,0001193125-26-096851,2026-04-27T23:04:08Z
WSTNR,Westin Acquisition Corp.,0002076192,CY2025Q4,128860,CY2024Q4,,,,,0001213900-26-016422,2026-04-27T23:04:08Z
PURR,Hyperliquid Strategies Inc,0002078856,CY2025Q4,-304463000,CY2024Q4,,,,,0001193125-26-045901,2026-04-27T23:04:08Z
CLNK,BITWISE CHAINLINK ETF,0002082889,CY2025Q4,0,CY2024Q4,,,,,0001193125-26-117419,2026-04-27T23:04:08Z
SORNU,Soren Acquisition Corp.,0002086263,CY2025Q4,-83209,CY2024Q4,,,,,0001213900-26-035542,2026-04-27T23:04:08Z
ARTCU,ART TECHNOLOGY ACQUISITION CORP.,0002086545,CY2025Q4,-117419,CY2024Q4,,,,,0001213900-26-029258,2026-04-27T23:04:08Z
BIII-WT,BLACK SPADE ACQUISITION III CO,0002087087,CY2025Q4,-86377,CY2024Q4,,,,,0001104659-26-024679,2026-04-27T23:04:08Z
LEGO-WT,LEGATO MERGER CORP. IV,0002087450,CY2025Q4,-33756,CY2024Q4,,,,,0001829126-26-001672,2026-04-27T23:04:08Z
XFLH-UN,XFLH Capital Corporation,0002088103,CY2025Q4,-42374,CY2024Q4,,,,,0001185185-26-001360,2026-04-27T23:04:08Z
BBCQW,Bleichroeder Acquisition Corp. II,0002088295,CY2025Q4,-62576,CY2024Q4,,,,,0001213900-26-028387,2026-04-27T23:04:08Z
OIMAU,ONEIM ACQUISITION CORP.,0002088325,CY2025Q4,-59134,CY2024Q4,,,,,0001213900-26-035757,2026-04-27T23:04:08Z
KBONU,Karbon Capital Partners Corp.,0002088749,CY2025Q4,357006,CY2024Q4,,,,,0001193125-26-126186,2026-04-27T23:04:08Z
XSLLW,Xsolla SPAC 1,0002088807,CY2025Q4,-76662,CY2024Q4,,,,,0001213900-26-037649,2026-04-27T23:04:08Z
HACQU,HCM IV ACQUISITION CORP.,0002089982,CY2025Q4,-59655,CY2024Q4,,,,,0001213900-26-035836,2026-04-27T23:04:08Z
FGIIW,FG IMPERII ACQUISITION CORP.,0002090452,CY2025Q4,-21056,CY2024Q4,,,,,0001104659-26-037916,2026-04-27T23:04:08Z
IACOW,IDEA ACQUISITION CORP.,0002091176,CY2025Q4,-48912,CY2024Q4,,,,,0001104659-26-037891,2026-04-27T23:04:08Z
SAAQW,SPACE ASSET ACQUISITION CORP.,0002091222,CY2025Q4,-64829,CY2024Q4,,,,,0001213900-26-035748,2026-04-27T23:04:08Z
RFAMU,RF ACQUISITION CORP III,0002091712,CY2025Q4,-52953,CY2024Q4,,,,,0001829126-26-002247,2026-04-27T23:04:08Z
AACIW,Armada Acquisition Corp. III,0002092897,CY2025Q4,-52950,CY2024Q4,,,,,0001193125-26-117694,2026-04-27T23:04:08Z
MUZEU,Muzero Acquisition Corp,0002093484,CY2025Q4,-49541,CY2024Q4,,,,,0001213900-26-035586,2026-04-27T23:04:08Z
PTORW,Praetorian Acquisition Corp.,0002093912,CY2025Q4,-49204,CY2024Q4,,,,,0001213900-26-035559,2026-04-27T23:04:08Z
CTAAR,ClearThink 1 Acquisition Corp.,0002094073,CY2025Q4,-46492,CY2024Q4,,,,,0001493152-26-014157,2026-04-27T23:04:08Z
MLAAU,Mountain Lake Acquisition Corp. II,0002094265,CY2025Q4,-82211,CY2024Q4,,,,,0001213900-26-032347,2026-04-27T23:04:08Z
XNDU,XANADU QUANTUM TECHNOLOGIES LIMITED,0002097163,CY2025Q4,-12000,CY2024Q4,,,,,0001213900-26-046889,2026-04-27T23:04:08Z
TMTSW,SPARTACUS ACQUISITION CORP. II,0002097364,CY2025Q4,-1038713,CY2024Q4,,,,,0001213900-26-035728,2026-04-27T23:04:08Z
UAC-WT,United Acquisition Corp. I,0002098669,CY2025Q4,-395502,CY2024Q4,,,,,0001493152-26-013617,2026-04-27T23:04:08Z
GIXXR,GigCapital9 Corp.,0002098712,CY2025Q4,-44764,CY2024Q4,,,,,0001193125-26-134550,2026-04-27T23:04:08Z
HLXC,HELIX ACQUISITION CORP. III,0002099656,CY2025Q4,-51482,CY2024Q4,,,,,0001213900-26-036583,2026-04-27T23:04:08Z
AACOW,ABONY ACQUISITION CORP. I,0002099906,CY2025Q4,-99715,CY2024Q4,,,,,0001213900-26-035679,2026-04-27T23:04:08Z
CAQUW,Cambridge Acquisition Corp.,0002100125,CY2025Q4,-63178,CY2024Q4,,,,,0001104659-26-036095,2026-04-27T23:04:08Z
