market_id,market,contract,last,yes,no,prev_close,delta,date_end,status,captured_at
8246,Who will be the next Supreme Court nominee?,Andrew Oldham,0.39,0.43,0.61,0.43,-0.04,NA,Open,2026-04-27T22:54:56Z
8364,Who will win the Democratic nomination in the NY-12 House primary?,Alex Bores,0.3,0.34,0.75,0.26,0.04,NA,Open,2026-04-27T22:54:56Z
8167,Who will win the 2026 Michigan Democratic Senate nomination?,Haley Stevens,0.07,0.08,0.93,0.11,-0.04,NA,Open,2026-04-27T22:54:56Z
8207,Who will win the 2026 Maine Democratic nomination for governor?,Angus King III,0.05,0.08,0.95,0.09,-0.04,NA,Open,2026-04-27T22:54:56Z
8178,Who will win the 2026 Georgia Republican Senate nomination?,Buddy Carter,0.04,0.1,0.96,0.08,-0.04,NA,Open,2026-04-27T22:54:56Z
8504,Will the Senate confirm a new Fed Chair by May 15?,Will the Senate confirm a new Fed Chair by May 15?,0.9,0.94,0.1,0.93,-0.03,2026-05-15,Open,2026-04-27T22:54:56Z
8230,Who will win the 2026 Kentucky Republican Senate nomination?,Andy Barr,0.82,0.95,0.18,0.79,0.03,NA,Open,2026-04-27T22:54:56Z
8165,Who will win the 2026 Texas Republican Senate nomination?,Ken Paxton,0.63,0.63,0.39,0.6,0.03,NA,Open,2026-04-27T22:54:56Z
8429,What will be the matchup in the 2026 US Senate election in Texas?,Talarico v. Paxton,0.59,0.64,0.4,0.62,-0.03,NA,Open,2026-04-27T22:54:56Z
8203,Who will win the 2026 Georgia Republican nomination for governor?,Burt Jones,0.3,0.3,0.74,0.33,-0.03,NA,Open,2026-04-27T22:54:56Z
8743,What will President Trump's RCP job approval rating be on April 29?,40.4% to 40.6%,0.26,0.39,0.74,0.23,0.03,04/29/2026,Open,2026-04-27T22:54:56Z
8582,Will the Senate pass the SAVE Act before the Midterms?,Will the Senate pass the SAVE Act before the Midterms?,0.18,0.19,0.84,0.15,0.03,2026-11-02,Open,2026-04-27T22:54:56Z
8393,Who will win the 2026 Louisiana Republican Senate nomination?,Bill Cassidy,0.13,0.16,0.88,0.16,-0.03,NA,Open,2026-04-27T22:54:56Z
8246,Who will be the next Supreme Court nominee?,Kyle Duncan,0.02,0.03,0.98,0.05,-0.03,NA,Open,2026-04-27T22:54:56Z
8743,What will President Trump's RCP job approval rating be on April 29?,41.6% or higher,0.01,0.01,,0.04,-0.03,04/29/2026,Open,2026-04-27T22:54:56Z
8374,Who will win the 2026 Florida Republican nomination for governor?,Byron Donalds,0.88,0.91,0.12,0.9,-0.02,NA,Open,2026-04-27T22:54:56Z
8345,Will Mike Johnson remain Speaker of the House through the 119th Congress?,Will Mike Johnson remain Speaker of the House through the 11,0.77,0.8,0.23,0.79,-0.02,NA,Open,2026-04-27T22:54:56Z
8461,When will the House impeach Trump again?,1/1/27 -6/30/27,0.54,0.54,0.48,0.56,-0.02,NA,Open,2026-04-27T22:54:56Z
8175,Which party will win the 2026 US Senate special election in Ohio?,Republican,0.53,0.54,0.49,0.51,0.02,NA,Open,2026-04-27T22:54:56Z
8167,Who will win the 2026 Michigan Democratic Senate nomination?,Abdul El-Sayed,0.47,0.47,0.56,0.45,0.02,NA,Open,2026-04-27T22:54:56Z
8167,Who will win the 2026 Michigan Democratic Senate nomination?,Mallory McMorrow,0.47,0.48,0.53,0.45,0.02,NA,Open,2026-04-27T22:54:56Z
8363,Which office will AOC announce a run for by the end of 2027?,Senate,0.47,0.48,0.59,0.49,-0.02,2027-12-31,Open,2026-04-27T22:54:56Z
8214,Which party will win the 2026 election for governor of Kansas?,Democratic,0.27,0.27,0.79,0.25,0.02,NA,Open,2026-04-27T22:54:56Z
8233,Who will win the 2026 South Carolina Republican nomination for governor?,Nancy Mace,0.23,0.26,0.77,0.25,-0.02,NA,Open,2026-04-27T22:54:56Z
8211,Which party will win the 2026 election for governor of Arizona?,Republican,0.2,0.4,0.8,0.22,-0.02,NA,Open,2026-04-27T22:54:56Z
8403,Which party will win the 2026 election for governor of Massachusetts?,Republican,0.05,0.11,0.95,0.03,0.02,NA,Open,2026-04-27T22:54:56Z
8278,Will Trump pardon Ghislaine Maxwell or commute her sentence before July 2026?,Will Trump pardon Ghislaine Maxwell or commute her sentence ,0.04,0.08,0.95,0.06,-0.02,2026-06-30,Open,2026-04-27T22:54:56Z
8377,Which party will win the 2026 US Senate election in Montana?,Democratic,0.04,0.04,0.99,0.02,0.02,NA,Open,2026-04-27T22:54:56Z
8635,How many House and Senate seats will Dems control after the 2026 midterms?,51-53 and ≤232,0.04,0.04,0.98,0.02,0.02,NA,Open,2026-04-27T22:54:56Z
8709,What will be the matchup in the 2026 California governor's election?,Mahan v. Hilton,0.03,0.06,0.97,0.01,0.02,NA,Open,2026-04-27T22:54:56Z
8152,Who will win the 2028 Republican presidential nomination?,Brian Kemp,0.02,0.04,0.98,0.04,-0.02,NA,Open,2026-04-27T22:54:56Z
8684,What will be the margin in the Virginia redistricting referendum?,Approve 2% - 4%,0.97,0.99,0.03,0.98,-0.01,NA,Open,2026-04-27T22:54:56Z
8211,Which party will win the 2026 election for governor of Arizona?,Democratic,0.78,0.81,0.24,0.77,0.01,NA,Open,2026-04-27T22:54:56Z
8687,Who will Trump nominate to replace Pam Bondi as Attorney General?,Todd Blanche,0.69,0.7,0.43,0.68,0.01,NA,Open,2026-04-27T22:54:56Z
8554,Will Kash Patel leave office before July?,Will Kash Patel leave office before July?,0.61,0.69,0.38,0.6,0.01,2026-06-30,Open,2026-04-27T22:54:56Z
8693,Will Howard Lutnick leave office before July?,Will Howard Lutnick leave office before July?,0.45,0.46,0.89,0.46,-0.01,2026-06-30,Open,2026-04-27T22:54:56Z
8600,What will be the balance of power in Congress after the 2026 election?,"D House, R Senate",0.4,0.44,0.6,0.41,-0.01,NA,Open,2026-04-27T22:54:56Z
8152,Who will win the 2028 Republican presidential nomination?,JD Vance,0.38,0.39,0.62,0.39,-0.01,NA,Open,2026-04-27T22:54:56Z
8481,Will Keir Starmer remain British prime minister through 2026?,Will Keir Starmer remain British prime minister through 2026,0.38,0.38,0.65,0.37,0.01,2026-12-31,Open,2026-04-27T22:54:56Z
8373,Who will win the 2026 Peruvian presidential election?,Roberto Sánchez,0.37,0.37,0.76,0.36,0.01,NA,Open,2026-04-27T22:54:56Z
8153,Who will win the 2028 Democratic presidential nomination?,Gavin Newsom,0.26,0.27,0.74,0.27,-0.01,NA,Open,2026-04-27T22:54:56Z
8152,Who will win the 2028 Republican presidential nomination?,Marco Rubio,0.22,0.23,0.78,0.23,-0.01,NA,Open,2026-04-27T22:54:56Z
8743,What will President Trump's RCP job approval rating be on April 29?,40.7% to 40.9%,0.22,0.26,0.78,0.21,0.01,04/29/2026,Open,2026-04-27T22:54:56Z
8161,Which party will win the 2026 US Senate election in New Hampshire?,Republican,0.21,0.21,0.8,0.2,0.01,NA,Open,2026-04-27T22:54:56Z
8588,Will California pass a wealth tax referendum in 2026?,Will California pass a wealth tax referendum in 2026?,0.21,0.41,0.8,0.2,0.01,NA,Open,2026-04-27T22:54:56Z
8163,How many Senate seats will the GOP control after the 2026 midterms?,50,0.2,0.21,0.81,0.21,-0.01,NA,Open,2026-04-27T22:54:56Z
8163,How many Senate seats will the GOP control after the 2026 midterms?,47 or fewer,0.18,0.18,0.83,0.19,-0.01,NA,Open,2026-04-27T22:54:56Z
8461,When will the House impeach Trump again?,7/1/27-12/31/27,0.14,0.18,0.87,0.13,0.01,NA,Open,2026-04-27T22:54:56Z
8491,Will the US purchase and annex any land in Greenland in 2026?,Will the US purchase and annex any land in Greenland in 2026,0.13,0.16,0.87,0.14,-0.01,NA,Open,2026-04-27T22:54:56Z
8480,Will Congress override a veto in 2026?,Will Congress override a veto in 2026?,0.1,0.1,0.92,0.09,0.01,2026-12-31,Open,2026-04-27T22:54:56Z
8153,Who will win the 2028 Democratic presidential nomination?,Kamala Harris,0.09,0.09,0.92,0.08,0.01,NA,Open,2026-04-27T22:54:56Z
8461,When will the House impeach Trump again?,1/1/28 -6/30/28,0.05,0.05,0.96,0.04,0.01,NA,Open,2026-04-27T22:54:56Z
7589,How many House seats will Republicans win in the 2026 midterm election?,228 to 232,0.04,0.04,0.97,0.03,0.01,NA,Open,2026-04-27T22:54:56Z
8166,Who will win the 2026 election for governor of California?,Katie Porter,0.04,0.05,0.97,0.05,-0.01,NA,Open,2026-04-27T22:54:56Z
8166,Who will win the 2026 election for governor of California?,Chad Bianco,0.04,0.04,0.97,0.05,-0.01,NA,Open,2026-04-27T22:54:56Z
8152,Who will win the 2028 Republican presidential nomination?,Glenn Youngkin,0.03,0.04,0.97,0.04,-0.01,NA,Open,2026-04-27T22:54:56Z
8163,How many Senate seats will the GOP control after the 2026 midterms?,54,0.03,0.04,0.97,0.04,-0.01,NA,Open,2026-04-27T22:54:56Z
8370,Who will be elected Los Angeles mayor in 2026?,Rae Huang,0.03,0.11,0.97,0.04,-0.01,NA,Open,2026-04-27T22:54:56Z
8163,How many Senate seats will the GOP control after the 2026 midterms?,56,0.02,0.03,0.98,0.03,-0.01,NA,Open,2026-04-27T22:54:56Z
8737,What will the RCP Iran Action approval rating be on Apr. 28?,41.5% to 41.7%,0.01,0.5,0.99,0.02,-0.01,04/28/2026,Open,2026-04-27T22:54:56Z
8737,What will the RCP Iran Action approval rating be on Apr. 28?,41.8% to 42.0%,0.01,0.24,0.99,0.02,-0.01,04/28/2026,Open,2026-04-27T22:54:56Z
8737,What will the RCP Iran Action approval rating be on Apr. 28?,42.1% to 42.3%,0.01,0.17,0.99,0.02,-0.01,04/28/2026,Open,2026-04-27T22:54:56Z
8737,What will the RCP Iran Action approval rating be on Apr. 28?,42.4% or higher,0.01,0.08,0.99,0.02,-0.01,04/28/2026,Open,2026-04-27T22:54:56Z
8459,Who will win the Republican nomination in the TX-32 House primary?,Jace Yarbrough,0.99,0.99,0.08,0.99,0.0,NA,Open,2026-04-27T22:54:56Z
8528,Which of these 10 European leaders will leave office next?,Viktor Orbán,0.99,,0.01,0.99,0.0,NA,Open,2026-04-27T22:54:56Z
8666,Will Vivek Ramaswamy or Amy Acton win more votes in the Ohio gov primaries?,Amy Acton,0.99,0.94,0.8,0.99,0.0,NA,Open,2026-04-27T22:54:56Z
8726,Who will win the most votes in the CA-11 House primary?,Saikat Chakrabarti,0.99,0.99,0.9,0.99,0.0,NA,Open,2026-04-27T22:54:56Z
8248,Who will win the 2026 Tennessee Republican nomination for governor?,Marsha Blackburn,0.98,0.98,0.08,0.98,0.0,NA,Open,2026-04-27T22:54:56Z
8395,Which party will win the 2026 US Senate election in Oregon?,Democratic,0.98,0.98,0.03,0.98,0.0,NA,Open,2026-04-27T22:54:56Z
8397,Which party will win the 2026 US Senate election in New Mexico?,Democratic,0.98,0.98,0.04,0.98,0.0,NA,Open,2026-04-27T22:54:56Z
8465,Who will win the 2026 Wyoming Republican Senate nomination?,Harriet Hageman,0.98,0.98,0.07,0.98,0.0,NA,Open,2026-04-27T22:54:56Z
8587,Who will replace Christine Lagarde at the European Central Bank?,P. Hernández de Cos,0.98,0.6,0.77,0.98,0.0,NA,Open,2026-04-27T22:54:56Z
8587,Who will replace Christine Lagarde at the European Central Bank?,Klaas Knot,0.98,0.59,0.84,0.98,0.0,NA,Open,2026-04-27T22:54:56Z
8587,Who will replace Christine Lagarde at the European Central Bank?,Isabel Schnabel,0.98,0.94,0.85,0.98,0.0,NA,Open,2026-04-27T22:54:56Z
8587,Who will replace Christine Lagarde at the European Central Bank?,Joachim Nagel,0.98,0.94,0.73,0.98,0.0,NA,Open,2026-04-27T22:54:56Z
8608,Who will win the 2026 Texas Democratic attorney general nomination?,Nathan Johnson,0.98,0.98,0.4,0.98,0.0,NA,Open,2026-04-27T22:54:56Z
8201,Who will win the 2026 New York Republican nomination for governor?,Bruce Blakeman,0.97,0.98,0.07,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8293,Who will win the 2026 Maine Republican Senate nomination?,Susan Collins,0.97,0.98,0.03,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8375,Which party will win the 2026 US Senate election in South Carolina?,Republican,0.97,0.98,0.13,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8382,Which party will win the 2026 US Senate election in Rhode Island?,Democratic,0.97,0.97,0.04,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8383,Which party will win the 2026 US Senate election in New Jersey?,Democratic,0.97,0.97,0.09,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8384,Which party will win the 2026 US Senate election in Alabama?,Republican,0.97,0.97,0.07,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8392,Which party will win the 2026 US Senate election in Illinois?,Democratic,0.97,0.98,0.05,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8398,Which party will win the 2026 US Senate election in Colorado?,Democratic,0.97,0.97,0.04,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8399,Which party will win the 2026 US Senate election in Wyoming?,Republican,0.97,0.97,0.04,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8400,Which party will win the 2026 US Senate election in Idaho?,Republican,0.97,0.98,0.04,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8410,Which party will win the 2026 election for governor of Maryland?,Democratic,0.97,0.98,0.03,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8422,Will SCOTUS let Trump fire Rebecca Slaughter?,Will SCOTUS let Trump fire Rebecca Slaughter?,0.97,0.98,0.09,0.97,0.0,2026-07-10,Open,2026-04-27T22:54:56Z
8426,Who will win the Democratic nomination in the TX-33 House primary?,Colin Allred,0.97,0.94,0.27,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8433,Who will win the Republican nomination in the TX-09 House primary?,A. D. Moral Mealer,0.97,0.93,0.83,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8453,Who will win the Republican nomination in the TX-19 House primary?,Tom Sell,0.97,0.98,0.04,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8468,Who will win the Republican nomination in the TX-38 House primary?,Jon Bonck,0.97,0.98,0.25,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8472,Which party will win the 2026 election for governor of Nebraska?,Republican,0.97,0.98,0.92,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8483,Who will win the 2026 Minnesota Democratic nomination for governor?,Amy Klobuchar,0.97,0.98,0.04,0.97,0.0,NA,Open,2026-04-27T22:54:56Z
8206,Who will win the 2026 Michigan Democratic nomination for governor?,Jocelyn Benson,0.96,0.97,0.06,0.96,0.0,NA,Open,2026-04-27T22:54:56Z
8217,Who will win the 2026 New York Democratic nomination for governor?,Kathy Hochul,0.96,0.98,0.04,0.96,0.0,NA,Open,2026-04-27T22:54:56Z
8376,Which party will win the 2026 US Senate election in South Dakota?,Republican,0.96,0.96,0.05,0.96,0.0,NA,Open,2026-04-27T22:54:56Z
8381,Which party will win the 2026 US Senate election in Massachusetts?,Democratic,0.96,0.97,0.05,0.96,0.0,NA,Open,2026-04-27T22:54:56Z
8391,Which party will win the 2026 US Senate election in Oklahoma?,Republican,0.96,0.97,0.05,0.96,0.0,NA,Open,2026-04-27T22:54:56Z
8403,Which party will win the 2026 election for governor of Massachusetts?,Democratic,0.96,0.97,0.05,0.96,0.0,NA,Open,2026-04-27T22:54:56Z
8407,Which party will win the 2026 US Senate election in Delaware?,Democratic,0.96,0.97,0.04,0.96,0.0,NA,Open,2026-04-27T22:54:56Z
8460,Which party will win the 2026 election for governor of Colorado?,Democratic,0.96,0.97,0.04,0.96,0.0,NA,Open,2026-04-27T22:54:56Z
8603,Who will win the OH-01 Republican primary?,Eric Conroy,0.96,0.97,0.04,0.96,0.0,NA,Open,2026-04-27T22:54:56Z
8622,Who will win the Republican nomination in the AL-01 House primary?,Jerry Carl,0.96,0.96,0.93,0.96,0.0,NA,Open,2026-04-27T22:54:56Z
8385,Which party will win the 2026 US Senate election in Tennessee?,Republican,0.95,0.95,0.08,0.95,0.0,NA,Open,2026-04-27T22:54:56Z
8386,Which party will win the 2026 US Senate election in Kentucky?,Republican,0.95,0.95,0.12,0.95,0.0,NA,Open,2026-04-27T22:54:56Z
8387,Which party will win the 2026 US Senate election in West Virginia?,Republican,0.95,0.95,0.06,0.95,0.0,NA,Open,2026-04-27T22:54:56Z
8388,Which party will win the 2026 US Senate election in Mississippi?,Republican,0.95,0.97,0.08,0.95,0.0,NA,Open,2026-04-27T22:54:56Z
8401,Which party will win the 2026 election for governor of Connecticut?,Democratic,0.95,0.96,0.06,0.95,0.0,NA,Open,2026-04-27T22:54:56Z
8412,Which party will win the 2026 election for governor of Pennsylvania?,Democratic,0.95,0.95,0.11,0.95,0.0,NA,Open,2026-04-27T22:54:56Z
8427,Who will win the 2026 Texas Republican attorney general nomination?,Mayes Middleton,0.95,0.93,0.15,0.95,0.0,NA,Open,2026-04-27T22:54:56Z
8474,Which party will win the 2026 election for governor of New Mexico?,Democratic,0.95,0.96,0.05,0.95,0.0,NA,Open,2026-04-27T22:54:56Z
8174,Which party will win the 2026 US Senate election in Virginia?,Democratic,0.94,0.95,0.06,0.94,0.0,NA,Open,2026-04-27T22:54:56Z
8256,Who will win the 2026 Maine Democratic Senate nomination?,Graham Platner,0.94,0.94,0.07,0.94,0.0,NA,Open,2026-04-27T22:54:56Z
8389,Which party will win the 2026 US Senate election in Louisiana?,Republican,0.94,0.93,0.12,0.94,0.0,NA,Open,2026-04-27T22:54:56Z
8390,Which party will win the 2026 US Senate election in Arkansas?,Republican,0.94,0.95,0.12,0.94,0.0,NA,Open,2026-04-27T22:54:56Z
8443,Who will win the Democratic nomination in the TX-18 House primary?,Christian Menefee,0.94,0.95,0.34,0.94,0.0,NA,Open,2026-04-27T22:54:56Z
8475,Who will win the 2026 New Mexico Democratic nomination for governor?,Deb Haaland,0.94,0.94,0.14,0.94,0.0,NA,Open,2026-04-27T22:54:56Z
8179,Who will win the 2026 Michigan Republican Senate nomination?,Mike Rogers,0.93,0.93,0.08,0.93,0.0,NA,Open,2026-04-27T22:54:56Z
8297,Which party will win the 2026 election for governor of Minnesota?,Democratic,0.93,0.93,0.08,0.93,0.0,NA,Open,2026-04-27T22:54:56Z
8351,Who will win the 2026 New Hampshire Republican Senate nomination?,John Sununu,0.93,0.95,0.09,0.93,0.0,NA,Open,2026-04-27T22:54:56Z
8396,Which party will win the 2026 US Senate election in Kansas?,Republican,0.93,0.92,0.12,0.93,0.0,NA,Open,2026-04-27T22:54:56Z
8448,Which party will win the 2026 election for governor of Alabama?,Republican,0.93,0.95,0.08,0.93,0.0,NA,Open,2026-04-27T22:54:56Z
8490,Which party will win the 2026 House special election in California's 1st CD?,Republican,0.93,0.98,0.4,0.93,0.0,NA,Open,2026-04-27T22:54:56Z
8669,Will Pete Buttigieg announce a run for President before 2028?,Will Pete Buttigieg announce a run for President before 2028,0.93,0.93,0.82,0.93,0.0,2027-12-31,Open,2026-04-27T22:54:56Z
8162,Which party will win the 2026 US Senate election in Minnesota?,Democratic,0.92,0.92,0.09,0.92,0.0,NA,Open,2026-04-27T22:54:56Z
8183,Which party will win the 2026 US House election in Nebraska's 2nd District?,Democratic,0.92,0.93,0.15,0.92,0.0,NA,Open,2026-04-27T22:54:56Z
8190,Which party will win the 2026 US House election in Arizona's 6th District?,Democratic,0.92,0.93,0.4,0.92,0.0,NA,Open,2026-04-27T22:54:56Z
8202,Who will win the 2026 Arizona Republican nomination for governor?,Andy Biggs,0.92,0.96,0.08,0.92,0.0,NA,Open,2026-04-27T22:54:56Z
8215,Which party will win the 2026 election for governor of New York?,Democratic,0.92,0.95,0.09,0.92,0.0,NA,Open,2026-04-27T22:54:56Z
8228,Which party will win the 2026 US Senate election in Florida?,Republican,0.91,0.92,0.14,0.91,0.0,NA,Open,2026-04-27T22:54:56Z
8373,Who will win the 2026 Peruvian presidential election?,Keiko Fujimori,0.91,0.78,0.36,0.91,0.0,NA,Open,2026-04-27T22:54:56Z
8643,Who will be the Prime Minister of Israel after the 2026 election?,Naftali Bennett,0.91,0.91,0.72,0.91,0.0,NA,Open,2026-04-27T22:54:56Z
8418,Which party will win the 2026 election for governor of Texas?,Republican,0.9,0.94,0.12,0.9,0.0,NA,Open,2026-04-27T22:54:56Z
8542,Will Jack Schlossberg get over 10% of the vote in the NY-12 Dem primary?,Will Jack Schlossberg get over 10% of the vote in the NY-12 ,0.89,0.94,0.18,0.89,0.0,NA,Open,2026-04-27T22:54:56Z
8447,Will Missouri pass an anti-redistricting referendum in 2026?,Will Missouri pass an anti-redistricting referendum in 2026?,0.88,0.88,0.46,0.88,0.0,NA,Open,2026-04-27T22:54:56Z
8580,Who will win the 2026 Georgia Democratic nomination for governor?,Keisha Lance Bottoms,0.88,0.89,0.33,0.88,0.0,NA,Open,2026-04-27T22:54:56Z
8625,How many votes to confirm Kevin Warsh as Fed Chair by May 30?,52 or 53,0.88,0.69,0.81,0.88,0.0,2026-05-30,Open,2026-04-27T22:54:56Z
8157,Which party will win the House in the 2026 election?,Democratic,0.87,0.87,0.14,0.87,0.0,NA,Open,2026-04-27T22:54:56Z
8187,Which party will win the 2026 US House election in New York's 17th District?,Democratic,0.87,0.93,0.24,0.87,0.0,NA,Open,2026-04-27T22:54:56Z
8156,Which party will win the 2026 US Senate election in Georgia?,Democratic,0.86,0.87,0.14,0.86,0.0,NA,Open,2026-04-27T22:54:56Z
8188,Which party will win the 2026 US House election in Washington's 3rd District?,Democratic,0.86,0.87,0.15,0.86,0.0,NA,Open,2026-04-27T22:54:56Z
8413,Which party will win the 2026 election for governor of Florida?,Republican,0.86,0.88,0.17,0.86,0.0,NA,Open,2026-04-27T22:54:56Z
8630,Who will win the 2026 Oklahoma Republican Senate nomination?,Kevin Hern,0.86,0.95,0.13,0.86,0.0,NA,Open,2026-04-27T22:54:56Z
8185,Which party will win the 2026 US House election in New Mexico's 2nd District?,Democratic,0.85,0.89,0.16,0.85,0.0,NA,Open,2026-04-27T22:54:56Z
8197,Who will win the 2026 Iowa Republican Senate nomination?,Ashley Hinson,0.85,0.91,0.13,0.85,0.0,NA,Open,2026-04-27T22:54:56Z
8452,Who will win the 2026 Minnesota Republican Senate nomination?,Michele Tafoya,0.85,0.83,0.35,0.85,0.0,NA,Open,2026-04-27T22:54:56Z
8213,Which party will win the 2026 election for governor of Wisconsin?,Democratic,0.84,0.85,0.17,0.84,0.0,NA,Open,2026-04-27T22:54:56Z
8645,Who will win the 2026 Colorado Democratic Senate nomination?,John Hickenlooper,0.84,0.99,0.16,0.84,0.0,NA,Open,2026-04-27T22:54:56Z
8161,Which party will win the 2026 US Senate election in New Hampshire?,Democratic,0.83,0.84,0.17,0.83,0.0,NA,Open,2026-04-27T22:54:56Z
8194,Which party will win the 2026 US House election in Pennsylvania's 7th District?,Democratic,0.83,0.84,0.17,0.83,0.0,NA,Open,2026-04-27T22:54:56Z
8186,Which party will win the 2026 US House election in New York's 4th District?,Democratic,0.82,0.83,0.25,0.82,0.0,NA,Open,2026-04-27T22:54:56Z
8425,Who will win the Democratic nomination in the NY-10 House primary?,Brad Lander,0.82,0.84,0.19,0.82,0.0,NA,Open,2026-04-27T22:54:56Z
8670,Who will win the 2026 Kentucky Democratic Senate nomination?,Charles Booker,0.82,0.97,0.18,0.82,0.0,NA,Open,2026-04-27T22:54:56Z
8160,Which party will win the 2026 US Senate election in North Carolina?,Democratic,0.81,0.85,0.19,0.81,0.0,NA,Open,2026-04-27T22:54:56Z
8404,Which party will win the 2026 election for governor of Rhode Island?,Democratic,0.81,0.97,0.18,0.81,0.0,NA,Open,2026-04-27T22:54:56Z
8158,Which party will win the 2026 US Senate election in Michigan?,Democratic,0.8,0.82,0.19,0.8,0.0,NA,Open,2026-04-27T22:54:56Z
8679,Who will win the 2026 Florida Democratic Senate nomination?,Alexander Vindman,0.8,0.96,0.6,0.8,0.0,NA,Open,2026-04-27T22:54:56Z
8189,Which party will win the 2026 US House election in Arizona's 1st District?,Democratic,0.79,0.81,0.21,0.79,0.0,NA,Open,2026-04-27T22:54:56Z
8702,Who will win in Dan Bilzerian's challenge to Randy Fine in the FL-06 House race?,Dan Bilzerian,0.79,0.73,0.81,0.79,0.0,NA,Open,2026-04-27T22:54:56Z
8243,Who will win the 2026 Minnesota Democratic Senate nomination?,Peggy Flanagan,0.78,0.87,0.21,0.78,0.0,NA,Open,2026-04-27T22:54:56Z
8349,Will Chuck Schumer remain the Democratic Leader through the 119th Congress?,Will Chuck Schumer remain the Democratic Leader through the ,0.77,0.87,0.15,0.77,0.0,NA,Open,2026-04-27T22:54:56Z
8359,Who will win the 2026 Massachusetts Democratic Senate nomination?,Ed Markey,0.76,0.83,0.2,0.76,0.0,NA,Open,2026-04-27T22:54:56Z
8178,Who will win the 2026 Georgia Republican Senate nomination?,Mike Collins,0.75,0.92,0.25,0.75,0.0,NA,Open,2026-04-27T22:54:56Z
