report_date,category,classification,product_type,firm,state,reason,voluntary,product_description,status,captured_at
20260408,device,Class II,Devices,"Medtronic MiniMed, Inc.",CA,"All Medtronic MiniMed infusion pumps (Paradigm series, 600 series, and BLE 700 series) were found to be affected by unintended over- and under-delivery of insulin when the pump is elevated or lowered relative to the infusion site, respectiv",Voluntary: Firm initiated,"MiniMed 720G Insulin Pump (MMT-1809, MMT-1810, MMT-1859, MMT-1860, MMT-1867)",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,Civco Medical Instruments Co. Inc.,IA,There was an error in inspection and programming of the eTRAX needle sensor for Aurora trackers. The result is a potential for the needle tip position to be incorrectly identified on the user interface.,Voluntary: Firm initiated,"eTRAX Needle System Starter Kit 18G (for Aurora Trackers), Part Number 667-152",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medtronic MiniMed, Inc.",CA,"All Medtronic MiniMed infusion pumps (Paradigm series, 600 series, and BLE 700 series) were found to be affected by unintended over- and under-delivery of insulin when the pump is elevated or lowered relative to the infusion site, respectiv",Voluntary: Firm initiated,"Paradigm REAL-Time Insulin Pump (MMT-522, MMT-722)",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Burlington Medical, LLC",VA,"Potential for attenuation degradation over time, decreasing the lifespan.",Voluntary: Firm initiated,"Burlington Medical, Wrap Aprons.",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Mentor Texas, LP.",TX,"Infusion sets may contain dull/blunt needle tip, which may be difficult to advance, and/or break.",Voluntary: Firm initiated,"Artoura Breast Tissue Expanders  Reference Numbers: TEXP110RH	TEXP120RH	TEXP120RUH	TEXP130RH	TEXP135RH	TEXP140RH	TEXP150RH  Textured, High & Ultra High Profile, Integral Injection Dome, 300cc, 375cc, 535cc, 475cc, 500cc, 600cc, 750cc,",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,,Philips has identified instances where X-ray imaging may not be initiated or may occur intermittently when using the wired foot switch.,Voluntary: Firm initiated,"ALLURA Xper FD20 Biplane; System Code: (1) 722008, (2)722013;",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medtronic MiniMed, Inc.",CA,"All Medtronic MiniMed infusion pumps (Paradigm series, 600 series, and BLE 700 series) were found to be affected by unintended over- and under-delivery of insulin when the pump is elevated or lowered relative to the infusion site, respectiv",Voluntary: Firm initiated,"Paradigm REAL-Time Veo Insulin Pump (MMT-554, MMT-754)",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Burlington Medical, LLC",VA,"Potential for attenuation degradation over time, decreasing the lifespan.",Voluntary: Firm initiated,"Burlington Medical, Leg Wraps.",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Intuitive Surgical, Inc.",CA,Due to increased complaints for broken/frayed grip cables for reusable instruments.,Voluntary: Firm initiated,"Brand Name: da Vinci S, Si Mega Needle Driver Instrument  Product Name: da Vinci S, Si Mega Needle Driver Instrument  Model/Catalog Number: 420194  Software Version: NA  Product Description: EndoWrist Instruments or Da Vinci S/Si Reusable i",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,,Philips has identified instances where X-ray imaging may not be initiated or may occur intermittently when using the wired foot switch.,Voluntary: Firm initiated,Allura Xper FD20/15 OR Table; System Code: 722059;,Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,Civco Medical Instruments Co. Inc.,IA,There was an error in inspection and programming of the eTRAX needle sensor for Aurora trackers. The result is a potential for the needle tip position to be incorrectly identified on the user interface.,Voluntary: Firm initiated,"eTRAX Needle Sensor - 18G (for Aurora Trackers), Part Number 667-159",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Mentor Texas, LP.",TX,"Infusion sets may contain dull/blunt needle tip, which may be difficult to advance, and/or break.",Voluntary: Firm initiated,"CPX 4 US Breast Tissue Expanders with Suture Tabs  Reference Numbers: SCPX-113TH, SCPX-123TH, SCPX-140TH, SCPX-146TH  Smooth Tall Height Tissue Expander, 350cc, 450cc, 650cc, 750cc",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medtronic MiniMed, Inc.",CA,"All Medtronic MiniMed infusion pumps (Paradigm series, 600 series, and BLE 700 series) were found to be affected by unintended over- and under-delivery of insulin when the pump is elevated or lowered relative to the infusion site, respectiv",Voluntary: Firm initiated,MiniMed 620G Insulin Pump (MMT-1750),Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,Synthes (USA) Products LLC,PA,"A full lot swap between VOLT Locking Screw Tap 03.424.124 lot 68900P9 and Cortical Screw Tap 03.424.126 lot 68982P8, resulting in the bones taps having an incorrect thread.",Voluntary: Firm initiated,2.4 VOLT TAP LOCKING SCREW TAP TO 90MM. Part Number: 03.424.124-US.,Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,BD KIESTRA LAB AUTOMATION,,"In certain situations, following a system reboot, one or more modules may have become unreachable via the remote connectivity interface. When this occurred, there was potential for delays in plate retrieval from the incubator while connecti",Voluntary: Firm initiated,"BD Kiestra"" ReadA;  Catalog No.: 446948.",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,,Philips has identified instances where X-ray imaging may not be initiated or may occur intermittently when using the wired foot switch.,Voluntary: Firm initiated,"Azurion 3 M12; System Code: (1)722063, (2)722221, (3)722229;",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,Civco Medical Instruments Co. Inc.,IA,There was an error in inspection and programming of the eTRAX needle sensor for Aurora trackers. The result is a potential for the needle tip position to be incorrectly identified on the user interface.,Voluntary: Firm initiated,"eTRAX Needle System Starter Kit 16G(for Aurora Trackers), Part Number 667-151",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,,Philips has identified instances where X-ray imaging may not be initiated or may occur intermittently when using the wired foot switch.,Voluntary: Firm initiated,"Azurion 7 B20; System Code: (1)722068, (2)722226, (3)722236;",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medline Industries, LP",IL,Kits contain recalled Olympus biopsy valves. Olympus is investigating an increase in complaints associated with rubber fragment detachment in the slit of single use biopsy valves. Potential consequences associated with detachment of fragmen,Voluntary: Firm initiated,"Airway Exam Kit, DYKE1796",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medtronic MiniMed, Inc.",CA,"All Medtronic MiniMed infusion pumps (Paradigm series, 600 series, and BLE 700 series) were found to be affected by unintended over- and under-delivery of insulin when the pump is elevated or lowered relative to the infusion site, respectiv",Voluntary: Firm initiated,"Paradigm Insulin Pump (MMT-712, MMT-715)",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,Civco Medical Instruments Co. Inc.,IA,There was an error in inspection and programming of the eTRAX needle sensor for Aurora trackers. The result is a potential for the needle tip position to be incorrectly identified on the user interface.,Voluntary: Firm initiated,"eTRAX Needle Sensor - 14G(for Aurora Trackers), Part Number 667-157",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,,Philips has identified instances where X-ray imaging may not be initiated or may occur intermittently when using the wired foot switch.,Voluntary: Firm initiated,"Azurion 5 M12; System Code: (1)722227, (2)722231;",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,Oxoid Australia Pty Limited,,"Oxoid Ltd., part of Thermo Fisher Scientific, confirmed that Microbact 12L Kit 20 Tests MB1128A lot 4494873  may identify incorrect organism due to inconclusive result from ambiguous color reactions in wells.",Voluntary: Firm initiated,"OXOID MICROBACT IDENTIFICATION KITS, Listeria 12L Kit, 20 Tests; Listeria identification sysystem",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,Civco Medical Instruments Co. Inc.,IA,There was an error in inspection and programming of the eTRAX needle sensor for Aurora trackers. The result is a potential for the needle tip position to be incorrectly identified on the user interface.,Voluntary: Firm initiated,"eTRAX Needle System Starter Kit 14G (for Aurora Trackers), Part Number 667-150",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Burlington Medical, LLC",VA,"Potential for attenuation degradation over time, decreasing the lifespan.",Voluntary: Firm initiated,"Burlington Medical, Half Aprons.",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Burlington Medical, LLC",VA,"Potential for attenuation degradation over time, decreasing the lifespan.",Voluntary: Firm initiated,"Burlington Medical, Vest",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medtronic MiniMed, Inc.",CA,"All Medtronic MiniMed infusion pumps (Paradigm series, 600 series, and BLE 700 series) were found to be affected by unintended over- and under-delivery of insulin when the pump is elevated or lowered relative to the infusion site, respectiv",Voluntary: Firm initiated,"MiniMed 740G Insulin Pump (MMT-1811, MMT-1812, MMT-1861, MMT-1862)",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class I,Devices,"Abiomed, Inc.",MA,"Potential that the ""Purge System Blocked""  alarm display on the Automated Impella Controller (AIC) could be delayed when using first generation Impella 5.5 (0550-0008*) pumps.",Voluntary: Firm initiated,"Automated Impella Controller (AIC), labeled as the following with corresponding Product Codes:     1. Impella Controller, Packaged, CA; Product Code: 0042-0000-CA.     2. Impella Controller, Packaged, EU; Product Code: 0042-0000-EU.     3. ",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,,Philips has identified instances where X-ray imaging may not be initiated or may occur intermittently when using the wired foot switch.,Voluntary: Firm initiated,"ALLURA Xper FD20 Biplane OR Table; System Code: (1) 722020, (2)722025;",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,Olympus Corporation of the Americas,PA,"Following a complaint investigation, Olympus identified a potential defect in the 24V power supply module in some SOLTIVE laser units which may cause the system to become inoperable. Additionally, smoke or a burning smell may occur. By desi",Voluntary: Firm initiated,Brand Name: Olympus SOLTIVE Premium SuperPulsed Laser System  Product Name: SOLTIVE Premium Laser System TFL-PLS  Model/Catalog Number: TFL-PLS containing TFL-CPLU  Product Description: An electricity powered device assembly which emits a h,Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Burlington Medical, LLC",VA,"Potential for attenuation degradation over time, decreasing the lifespan.",Voluntary: Firm initiated,"Burlington Medical, Demi Half Aprons.",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,,Philips has identified instances where X-ray imaging may not be initiated or may occur intermittently when using the wired foot switch.,Voluntary: Firm initiated,ALLURA Xper FD10F; System Code: 722002;,Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Siemens Healthcare Diagnostics, Inc.",NY,A potential for depressed results for Atellica CH A1c_E when processing Atellica CH RCRP on the same analyzer. Customers processing A1c_E and RCRP on separate analyzers are not impacted by the recall. The frequency and magnitude of the nega,Voluntary: Firm initiated,Atellica CH Enzymatic Hemoglobin A1c (A1c_E);  Siemens Material Number (SMN): 11097536;,Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Mentor Texas, LP.",TX,"Infusion sets may contain dull/blunt needle tip, which may be difficult to advance, and/or break.",Voluntary: Firm initiated,"CPX 4 US Breast Tissue Expanders with Suture Tabs  Reference Numbers: 354-9113, 3549313, 354-9314  SILTEX Low Height Tissue Expander Style (9100, 450cc), (9300, 450cc), (9300, 550cc)",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medtronic MiniMed, Inc.",CA,"All Medtronic MiniMed infusion pumps (Paradigm series, 600 series, and BLE 700 series) were found to be affected by unintended over- and under-delivery of insulin when the pump is elevated or lowered relative to the infusion site, respectiv",Voluntary: Firm initiated,"Paradigm REAL-Time Revel Insulin Pump (MMT-523, MMT-723)",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medline Industries, LP",IL,"Connectors were not manufactured to required dimensional specifications and may not form a proper seal with ENFit-style devices, which could lead to leakage. Leakage may result in delayed care and fluid loss. Additional consequences may als",Voluntary: Firm initiated,Medline Kits containing ENFIT G-TUBE CONNECTOR    1. SKU DYKM2720  G/J TUBE CARE KIT    2. SKU ENFITDISCKIT  ENFIT DISCHARGE KIT,Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Burlington Medical, LLC",VA,"Potential for attenuation degradation over time, decreasing the lifespan.",Voluntary: Firm initiated,"Burlington Medical, Kilt Blockers.",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class I,Devices,"Abiomed, Inc.",MA,Increased risk of purge leaks with Generation 1 purge cassettes.,Voluntary: Firm initiated,"Purge Cassette, sold within Impella Pump Sets and Individually Packaged. Labeled and distributed in the below configurations and corresponding product codes.    1. Purge Cassette, 5 Pack; Product Code: 0043-0003.     2. Impella RP US Pump S",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medline Industries, LP",IL,Kits contain recalled Olympus biopsy valves. Olympus is investigating an increase in complaints associated with rubber fragment detachment in the slit of single use biopsy valves. Potential consequences associated with detachment of fragmen,Voluntary: Firm initiated,"Medline kits containing Olympus biopsy valves:    1. BRONCHOSCOPY, DYNJ900898I DYNJ901922G    2. FLEXIBLE BRONCHOSCOPY KIT, DYKM1417I DYKM1417J    3. LARYNGOSCOPY/BRONCHOSCOPY PACK, DYNJ58146A    4. RIGID KIT, DYNDA2138A",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Mentor Texas, LP.",TX,"Infusion sets may contain dull/blunt needle tip, which may be difficult to advance, and/or break.",Voluntary: Firm initiated,"CPX 4 US Breast Tissue Expanders with Suture Tabs  Reference Numbers: SCPX-157LH  Smooth Low Height Tissue Expander, 650cc",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,,Philips has identified instances where X-ray imaging may not be initiated or may occur intermittently when using the wired foot switch.,Voluntary: Firm initiated,Allura Xper FD20/10; System Code: 722029;,Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Mentor Texas, LP.",TX,"Infusion sets may contain dull/blunt needle tip, which may be difficult to advance, and/or break.",Voluntary: Firm initiated,"Artoura Breast Tissue Expanders  Reference Numbers: SDC-100H	SDC-110H	SDC-120H	SDC-130H	SDC-135H	SDC-140H	SDC-150H	SDC-155H  Smooth High Profile Tissue Expander, 225cc, 300cc, 375cc, 475cc, 500cc, 600cc, 750cc, 850cc",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Burlington Medical, LLC",VA,"Potential for attenuation degradation over time, decreasing the lifespan.",Voluntary: Firm initiated,"Burlington Medical, Protective Sleeves.",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Intuitive Surgical, Inc.",CA,Due to increased complaints for broken/frayed grip cables for reusable instruments.,Voluntary: Firm initiated,"Brand Name: da Vinci S, Si Grasping Retractor Instrument  Product Name: da Vinci S, Si Grasping Retractor Instrument  Model/Catalog Number: 420278  Software Version: NA  Product Description: EndoWrist Instruments or Da Vinci S/Si Reusable i",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medline Industries, LP",IL,"Connectors were not manufactured to required dimensional specifications and may not form a proper seal with ENFit-style devices, which could lead to leakage. Leakage may result in delayed care and fluid loss. Additional consequences may als",Voluntary: Firm initiated,"ENFIT G-TUBE CONNECTOR, MEDLINE  Item No. ENFIT1010GC",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,,Philips has identified instances where X-ray imaging may not be initiated or may occur intermittently when using the wired foot switch.,Voluntary: Firm initiated,"ALLURA Xper FD20 OR Table; System Code: (1) 722015, (2)722023, (3)722035;",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,Civco Medical Instruments Co. Inc.,IA,There was an error in inspection and programming of the eTRAX needle sensor for Aurora trackers. The result is a potential for the needle tip position to be incorrectly identified on the user interface.,Voluntary: Firm initiated,"eTRAX Needle Sensor - 12G (for Aurora Trackers), Part Number 667-156",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,ReCor Medical Inc.,CA,Due to firm distributing a nonconforming product that supposed to be scrapped and not for human use.,Voluntary: Firm initiated,Brand Name: Paradise¿ Ultrasound Renal Denervation System  Product Name: Paradise ¿ Catheter  Model/Catalog Number: PRDS-068-02  Product Description: Common name: Ablation catheter renal denervation,Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medline Industries, LP",IL,Kits contain recalled Olympus biopsy valves. Olympus is investigating an increase in complaints associated with rubber fragment detachment in the slit of single use biopsy valves. Potential consequences associated with detachment of fragmen,Voluntary: Firm initiated,"Medline kits containing Olympus biopsy valves:    1. BRONCH PROCEDURE KIT, DYKE2091    2. BRONCHSCOPY, DYNJ900898G DYNJ901922I      3. BRONCHSCOPY PACK, DYNJ38313B    4. BRONCHOSCOPY PACK 0120367-LF, DYNJ32750G DYNJ32750I    5. KIT, WR THOR",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Ultradent Products, Inc.",UT,"Composite polisher cups may crumble and break apart easily, which could cause a delay in patient treatment.",Voluntary: Firm initiated,"Jiffy Original Composite Polisher Cups (Coarse) 12pk, REF 7011.",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medtronic MiniMed, Inc.",CA,"All Medtronic MiniMed infusion pumps (Paradigm series, 600 series, and BLE 700 series) were found to be affected by unintended over- and under-delivery of insulin when the pump is elevated or lowered relative to the infusion site, respectiv",Voluntary: Firm initiated,"MiniMed 530G Insulin Pump (MMT-551, MMT-751)",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Burlington Medical, LLC",VA,"Potential for attenuation degradation over time, decreasing the lifespan.",Voluntary: Firm initiated,"Burlington Medical, Frontal Aprons",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,,Philips has identified instances where X-ray imaging may not be initiated or may occur intermittently when using the wired foot switch.,Voluntary: Firm initiated,"Azurion 3 M15; System Code: (1)722064, (2)722222, (3)722230, (4)722280 (OUS Only);",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medtronic MiniMed, Inc.",CA,"All Medtronic MiniMed infusion pumps (Paradigm series, 600 series, and BLE 700 series) were found to be affected by unintended over- and under-delivery of insulin when the pump is elevated or lowered relative to the infusion site, respectiv",Voluntary: Firm initiated,"MiniMed 780G Insulin Pump (MMT-1884, MMT-1885, MMT-1886, MMT-1894, MMT-1895, MMT-1896)",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medtronic MiniMed, Inc.",CA,"All Medtronic MiniMed infusion pumps (Paradigm series, 600 series, and BLE 700 series) were found to be affected by unintended over- and under-delivery of insulin when the pump is elevated or lowered relative to the infusion site, respectiv",Voluntary: Firm initiated,"MiniMed 640G Insulin Pump (MMT-1711, MMT-1712, MMT-1751, MMT-1752)",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,,Philips has identified instances where X-ray imaging may not be initiated or may occur intermittently when using the wired foot switch.,Voluntary: Firm initiated,"Azurion 7 M12; System Code: (1)722078, (2)722223, (3)722233;",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Reflexion Medical, Inc.",CA,"Due to a radiotherapy medical system software defect, when performing angular roll corrections followed by a repeat localization, the roll corrections applied in the initial localization scan are not carried through to treatment delivery le",Voluntary: Firm initiated,"RefleXion X1 Radiotherapy System Model RXM1000, Part #800-00006-00",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medtronic MiniMed, Inc.",CA,"All Medtronic MiniMed infusion pumps (Paradigm series, 600 series, and BLE 700 series) were found to be affected by unintended over- and under-delivery of insulin when the pump is elevated or lowered relative to the infusion site, respectiv",Voluntary: Firm initiated,"MiniMed 630G Insulin Pump (MMT-1714, MMT-1715, MMT-1754, MMT-1755)",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Mentor Texas, LP.",TX,"Infusion sets may contain dull/blunt needle tip, which may be difficult to advance, and/or break.",Voluntary: Firm initiated,"CPX 4 US Breast Tissue Expanders with Suture Tabs  Reference Numbers: SCPX-107MH, SCPX-117MH,SCPX-127MH, SCPX-135MH, SCPX-146MH, SCPX-156MH    Smooth Medium Height Tissue Expander, 275cc, 350cc, 450cc, 550cc, 650cc, 800cc",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class I,Devices,"Philips Respironics, Inc.",PA,"In some situations, the Obstruction Alarm does not trigger within the timeframe dictated by the relevant standards and may take up to four breaths.",Voluntary: Firm initiated,"Philips Respironics Trilogy Evo O2, Software Version 1.05.15.00. Continuous home-use ventilator device.",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class I,Devices,"Philips Respironics, Inc.",PA,"In some situations, the Obstruction Alarm does not trigger within the timeframe dictated by the relevant standards and may take up to four breaths.",Voluntary: Firm initiated,"Philips Respironics Trilogy Evo Universal, Software Version 1.05.15.00. Continuous home-use ventilator device.",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Burlington Medical, LLC",VA,"Potential for attenuation degradation over time, decreasing the lifespan.",Voluntary: Firm initiated,"Burlington Medical, Blockers.",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Mentor Texas, LP.",TX,"Infusion sets may contain dull/blunt needle tip, which may be difficult to advance, and/or break.",Voluntary: Firm initiated,"Artoura Breast Tissue Expanders  Reference Numbers: SDC-100UH	SDC-110UH	SDC-120UH	SDC-130UH	SDC-135UH	SDC-140UH  Smooth Ultra High Profile Tissue Expander, 350cc, 455cc, 535cc, 650cc, 700cc, 850cc",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Intuitive Surgical, Inc.",CA,Due to increased complaints for broken/frayed grip cables for reusable instruments.,Voluntary: Firm initiated,"Brand Name: da Vinci S, Si Monopolar Curved Scissors Instrument  Product Name: da Vinci S and Si Monopolar Curved Scissors Instrument  Model/Catalog Number: 420179  Software Version: N/A  Product Description: EndoWrist Instruments or Da Vin",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,Civco Medical Instruments Co. Inc.,IA,There was an error in inspection and programming of the eTRAX needle sensor for Aurora trackers. The result is a potential for the needle tip position to be incorrectly identified on the user interface.,Voluntary: Firm initiated,"eTRAX Needle Sensor - 16G(for Aurora Trackers), Part Number 667-158",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,,Philips has identified instances where X-ray imaging may not be initiated or may occur intermittently when using the wired foot switch.,Voluntary: Firm initiated,"Azurion 5 M20; System Code: (1)722228, (2)722232, (3) 722281 (OUS only);",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class I,Devices,Baxter Healthcare Corporation,IL,"Urgent Medical Device Correction for the Volara system single-patient use circuit due to the potential that patients or caregivers may be unaware of a possible decrease in oxygen levels (oxygen desaturation), or potential lung tissue injury",Voluntary: Firm initiated,"Blue Ventilator Adapter Module, single-patient use circuit, Product Code M07937.  Accessory to Baxter Volara Respiratory Therapy system.",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class I,Devices,"Philips Respironics, Inc.",PA,"In some situations, the Obstruction Alarm does not trigger within the timeframe dictated by the relevant standards and may take up to four breaths.",Voluntary: Firm initiated,"Philips Respironics Trilogy EV300, Software Version 1.05.15.00. Continuous home-use ventilator device.",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,,Philips has identified instances where X-ray imaging may not be initiated or may occur intermittently when using the wired foot switch.,Voluntary: Firm initiated,Allura Xper FD20/20 OR Table; System Code: 722039;,Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medline Industries, LP",IL,Kits contain recalled Olympus biopsy valves. Olympus is investigating an increase in complaints associated with rubber fragment detachment in the slit of single use biopsy valves. Potential consequences associated with detachment of fragmen,Voluntary: Firm initiated,"Medline convenience kits containing Olympus biopsy valves:    1. BRONCH PACK, DYKE2096  2. NON MB BRONCHOPSCOPY CCH LH PK, DYNJT6182  3. PULMONARY BRONCH PACK, DYNDA2861A",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,Olympus Corporation of the Americas,PA,"Following a complaint investigation, Olympus identified a potential defect in the 24V power supply module in some SOLTIVE laser units which may cause the system to become inoperable. Additionally, smoke or a burning smell may occur. By desi",Voluntary: Firm initiated,Brand Name: Olympus SOLTIVE Pro SuperPulsed Laser System  Product Name: SOLTIVE Pro Laser System TFL-SLS  Model/Catalog Number: TFL-SLS containing TFL-CSLU  Product Description: An electricity powered device assembly which emits a high-powe,Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"SUMMA THERAPEUTICS, LLC",MA,Potential for the balloon in the device to not meet burst specifications.,Voluntary: Firm initiated,"Brand Name: Finesse BTK Multicath  Product Name: Injectable Angioplasty Balloon Catheter  Model/Catalog Number: FS252251502  Product Description: 5 French sheath, 0.014"" guidewire compatible over-the-wire injectable angioplasty balloon cath",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medline Industries, LP",IL,"There is a potential breach in the sterile pouch packaging for one lot of radiology kits, which may compromise product sterility.",Voluntary: Firm initiated,"Sterile Radiology Procedure Kits, Model Number DYNDH1491B",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Intuitive Surgical, Inc.",CA,Due to increased complaints for broken/frayed grip cables for reusable instruments.,Voluntary: Firm initiated,"Brand Name: da Vinci S, Si Double Fenestrated Grasper Instrument  Product Name: da Vinci S, Si Double Fenestrated Grasper Instrument  Model/Catalog Number: 420189  Software Version: NA  Product Description: EndoWrist Instruments or Da Vinci",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Medtronic MiniMed, Inc.",CA,"All Medtronic MiniMed infusion pumps (Paradigm series, 600 series, and BLE 700 series) were found to be affected by unintended over- and under-delivery of insulin when the pump is elevated or lowered relative to the infusion site, respectiv",Voluntary: Firm initiated,"MiniMed 770G Insulin Pump (MMT-1880, MMT-1881, MMT-1882, MMT-1890, MMT-1891, MMT-1892)",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,PHILIPS MEDICAL SYSTEMS NEDERLAND B.V.,,Philips has identified instances where X-ray imaging may not be initiated or may occur intermittently when using the wired foot switch.,Voluntary: Firm initiated,"ALLURA Xper FD10/10; System Code: (1) 722005, (2)722011, (3)722027;",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,Civco Medical Instruments Co. Inc.,IA,There was an error in inspection and programming of the eTRAX needle sensor for Aurora trackers. The result is a potential for the needle tip position to be incorrectly identified on the user interface.,Voluntary: Firm initiated,"eTRAX Needle System Starter Kit 12G (for Aurora Trackers), Part Number 667-149",Ongoing,2026-04-27T23:09:58Z
20260408,device,Class II,Devices,"Burlington Medical, LLC",VA,"Potential for attenuation degradation over time, decreasing the lifespan.",Voluntary: Firm initiated,"Burlington Medical, Thyroid Shield.",Ongoing,2026-04-27T23:09:58Z
